SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA
2022-09-05 00:00:00,0.033,0.0,0.0,0.0,65.98,12.8,0.0,0.0,0.0,2.90339,25.5,53.8822,0.0,0,0.0,54.75,45.07,99.3,99.9,105.5,0.0,0.0,0.0,84.21,0.45,58.01,29.28,2.05412,3.46097,9.00337,0.0,0.0,0,0.0,0.08545,23.0,0.0,111.6,0.0,191.672,149.58,56.67,0.0,57.8,0.0,34.5,65.7,62.4731,0.0,0,1.99942,0.0,64.0,59.8,99.0,42.84,0.0
2022-09-05 00:05:00,0.003,0.0,0.0,0.0,65.84,9.7,0.0,0.0,0.0,1.70199,27.8,53.7381,0.0,0,0.0,56.52,47.65,99.3,99.8,104.3,13.1,0.0,0.0,83.85,0.0,62.78,33.53,1.78619,3.01439,7.30093,0.0,0.0,0,0.0,0.08545,18.7,0.0,109.7,0.0,186.303,169.03,55.87,0.0,28.9,0.0,35.0,62.4,60.6645,0.0,0,2.79918,0.0,63.0,67.9,106.8,43.83,0.0
2022-09-05 00:10:00,0.209,0.0,0.0,0.0,65.6,11.6,0.0,0.0,0.001,1.70199,30.2,53.7381,0.0,0,0.0,55.62,48.65,99.1,99.7,103.5,2.5,0.0,0.0,84.5,0.0,61.82,34.72,1.78619,2.7911,5.86641,0.0,0.0,0,0.0,0.08545,19.2,0.0,105.6,0.0,188.316,189.34,54.79,0.0,29.0,0.0,36.1,59.8,63.6983,0.0,0,2.79918,0.0,59.0,69.9,112.4,47.23,0.0
2022-09-05 00:15:00,0.232,0.0,0.0,0.0,65.97,8.5,0.0,0.0,0.001,1.70199,31.2,53.45,0.0,0,0.0,54.13,46.24,97.4,99.5,101.9,0.7,0.0,0.0,84.62,0.0,59.56,32.92,1.69688,1.78631,5.49248,0.0,0.0,0,0.0,0.08545,18.7,0.0,106.7,0.0,191.672,191.26,53.01,0.0,29.0,0.0,37.8,56.1,63.4382,0.0,0,3.19907,0.0,64.0,77.7,113.9,44.7,0.0
2022-09-05 00:20:00,0.0,0.0,0.0,0.0,64.51,6.6,0.0,0.0,0.001,0.90105,32.1,53.594,0.0,0,0.0,52.73,45.88,97.8,99.8,100.7,0.0,0.0,0.0,83.16,0.0,59.38,31.59,1.33964,1.56302,3.53324,0.0,0.0,0,0.0,0.08545,17.7,0.0,109.3,0.0,182.948,190.74,52.57,0.0,28.9,0.0,35.2,52.0,62.7746,0.0,0,3.59895,0.0,59.0,100.6,115.2,46.72,0.0
2022-09-05 00:25:00,0.0,0.0,0.0,0.0,65.48,4.5,0.0,0.0,0.001,0.90105,33.6,53.3779,0.0,0,0.0,53.1,49.91,95.4,99.9,100.0,0.0,0.0,0.0,83.28,0.0,61.39,29.93,1.33964,2.90275,3.76197,0.0,0.0,0,0.0,0.08545,14.8,0.0,110.9,0.0,182.276,191.44,59.81,0.0,28.8,0.0,35.3,50.8,62.0136,0.0,0,4.0988,0.0,59.0,104.2,112.2,43.88,0.0
2022-09-05 00:30:00,0.003,0.0,0.0,0.0,66.56,4.2,0.0,0.0,0.001,0.40047,35.9,53.6661,0.0,0,0.0,57.12,52.64,94.3,99.8,103.0,0.0,0.0,0.0,83.86,0.0,62.04,30.06,1.96481,2.95857,4.56572,0.0,0.0,0,0.0,0.08545,16.3,0.0,113.4,0.0,191.672,171.42,63.06,0.0,29.0,0.0,36.3,46.9,62.1296,0.0,0,4.19878,0.0,63.0,110.2,108.2,43.25,0.0
2022-09-05 00:35:00,0.02,0.0,0.0,0.0,8.7,4.8,0.0,0.0,0.001,1.2014,37.8,53.3059,0.0,0,0.0,56.91,52.21,94.7,99.8,104.4,0.0,0.0,0.0,83.99,0.0,59.63,29.1,1.78619,3.62844,7.27847,0.0,0.0,0,0.0,0.08545,16.3,0.0,111.5,0.0,190.33,187.09,71.48,0.0,21.8,0.0,35.6,47.2,65.1285,0.0,0,4.0988,0.0,64.0,109.6,108.8,42.28,0.0
2022-09-05 00:40:00,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.001,2.00234,38.8,53.6661,0.0,0,0.0,58.31,50.63,94.1,99.9,108.5,0.0,0.0,0.0,82.79,0.0,52.84,26.27,0.71448,3.2935,10.2816,0.0,0.0,0,0.0,0.08545,16.8,0.0,110.5,0.0,184.961,190.38,86.17,0.0,0.0,0.0,35.2,45.4,62.0843,0.0,0,3.19907,0.0,59.0,105.4,107.3,40.36,0.0
2022-09-05 00:45:00,0.178,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.001,3.30385,41.3,53.8822,0.0,0,0.0,54.11,50.57,93.5,99.8,109.3,3.0,0.0,0.0,84.41,0.0,52.4,24.04,0.62517,3.23768,12.5478,0.0,0.0,0,0.0,0.08545,16.8,0.0,106.6,0.0,190.33,170.37,84.71,0.0,0.0,0.0,36.1,46.2,63.8121,0.0,0,3.19907,0.0,65.0,101.1,109.6,44.64,0.0
2022-09-05 00:50:00,0.003,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.001,3.30385,38.2,53.45,0.0,0,0.0,54.49,54.13,89.2,99.8,104.4,0.1,0.0,0.0,84.22,0.0,43.89,19.76,1.60757,3.07021,8.94196,0.0,0.0,0,0.0,0.08545,14.8,0.0,105.4,0.0,187.645,185.96,95.92,0.0,0.0,0.0,35.3,46.6,63.2999,0.0,0,2.89915,0.0,60.0,99.2,112.4,44.52,0.0
2022-09-05 00:55:00,0.172,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.001,2.90339,37.3,53.7381,0.0,0,0.0,51.54,55.43,88.9,99.9,102.6,2.1,0.0,0.0,84.56,0.15,41.53,15.52,1.78619,2.73528,8.83038,0.0,0.0,0,0.0,0.08545,14.8,0.0,102.9,0.0,195.027,189.47,97.29,0.0,0.0,0.0,38.3,47.1,63.8673,0.0,0,3.19907,0.0,63.0,95.3,106.7,42.68,0.0
2022-09-05 01:00:00,0.179,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.001,2.50292,36.3,53.7381,0.0,0,0.0,48.31,52.19,88.9,99.9,98.6,3.9,0.0,0.0,84.59,0.15,41.08,14.4,1.96481,2.95857,9.29924,0.0,0.0,0,0.0,0.08545,14.4,0.0,102.7,0.0,198.383,190.46,95.83,0.0,0.0,0.0,35.7,47.4,64.6708,0.0,0,2.69921,0.0,69.0,92.3,108.7,41.31,0.0
2022-09-05 01:05:00,1.167,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.001,2.50292,36.5,53.594,0.0,0,0.0,41.77,47.94,91.8,100.0,97.9,0.0,0.0,0.0,32.02,0.0,42.46,12.06,1.60757,2.84693,8.26657,0.0,0.0,0,0.0,0.08545,12.9,0.0,102.8,0.0,190.33,190.36,102.39,0.0,0.0,0.0,36.1,46.1,64.5695,0.0,0,2.99913,0.0,62.0,83.3,102.7,35.12,0.0
2022-09-05 01:10:00,1.688,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.001,1.70199,40.5,53.6661,0.0,0,0.0,39.49,49.87,90.6,99.8,94.0,1.7,0.0,0.0,0.02,0.0,46.8,13.16,1.33964,3.01439,7.43484,0.0,0.0,0,0.0,0.12818,12.9,0.0,102.5,0.0,190.33,190.96,119.6,0.0,0.0,0.0,38.0,43.9,67.1616,0.0,0,2.29933,0.0,62.0,76.3,98.5,37.59,0.0
2022-09-05 01:15:00,0.671,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.001,1.30152,40.1,53.8822,0.0,0,0.0,40.67,52.08,92.0,97.1,92.5,0.0,0.0,0.0,0.03,0.0,41.56,12.62,1.07171,2.56782,5.79381,0.0,0.0,0,0.0,0.08545,12.9,0.0,101.4,0.0,184.29,190.59,129.2,0.0,0.0,0.0,40.5,45.4,70.3397,0.0,0,1.99942,0.0,60.0,77.7,92.3,36.67,0.0
2022-09-05 01:20:00,1.068,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.001,1.30152,40.9,51.7932,0.0,0,0.0,40.37,50.5,90.8,94.9,88.7,0.4,0.0,0.0,0.03,0.0,40.73,14.3,1.33964,2.84693,5.97244,0.0,0.0,0,0.0,0.08545,16.8,0.0,99.9,0.0,184.29,191.43,131.21,0.0,0.0,0.0,40.6,43.2,70.5679,0.0,0,1.99942,0.0,58.0,85.4,91.4,39.82,0.0
2022-09-05 01:25:00,0.761,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.001,0.90105,41.7,53.522,0.0,0,0.0,36.91,48.71,90.1,94.4,87.8,0.0,0.0,0.0,0.03,0.0,40.42,14.96,2.50066,2.73528,6.56413,0.0,0.0,0,0.0,0.08545,14.4,0.0,93.7,0.0,182.948,191.31,135.55,0.0,0.0,0.0,40.0,40.4,69.8512,0.0,0,1.39959,0.0,58.0,87.4,95.8,37.65,0.0
2022-09-05 01:30:00,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.001,1.30152,40.5,51.5771,0.0,0,0.0,34.75,50.68,85.8,96.7,90.7,0.0,0.0,0.0,0.03,0.0,38.55,14.67,3.03652,2.90275,7.49072,0.0,0.0,0,0.0,0.08545,14.8,0.0,95.9,0.0,181.605,170.91,142.22,0.0,0.0,0.0,39.1,42.1,69.185,0.0,0,2.19936,0.0,58.0,92.8,98.3,36.65,0.0
