SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB
2024-04-08 00:00:00,16.9976,2141.17,0.0,0.0,6.5,9.95123,0.0,0.0,33.356,0.0,0.0,11.4733,13.7545,19.3975,0.0,5.75,0.0,0,2007.24,0.0,0.0,0.0,0.0,0.001526,29.7446,0.0,22.1854,11.4112,0.0,0.0,16.9238,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,886.513,112.819999695,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.15386,0.0,0.0,0.0,0.0,55.6631,0.0,0.0,0.0,51.5212,0.0,1199.13,0.0,0.51846,0.0,11.9753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6901,-0.76,4.08,51.1474,0.0,27.65,0.0
2024-04-08 00:05:00,16.0964,2099.49,0.0,0.0,6.25,9.50118,0.0,0.0,30.4731,0.0,0.0,12.2591,14.5931,20.0967,0.0,5.17,0.0,0,2010.66,0.0,0.0,0.0,0.0,0.001526,26.8146,0.0,21.5697,12.6919,0.0,0.0,17.0992,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,848.548,204.669998169,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,0.0,0.0,58.7393,0.0,0.0,0.0,49.5363,0.0,1188.49,0.0,0.0,0.0,10.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.184,4.75981,0.0,0.0,14.6901,-0.77,3.51,46.7061,0.0,27.525,0.0
2024-04-08 00:10:00,13.497,2060.33,0.0,0.0,4.7,8.65133,0.0,0.0,30.0825,0.0,0.0,12.9,14.7823,19.8975,0.0,4.74,0.0,0,2013.2,0.0,0.0,0.0,0.0,0.001526,27.0446,0.0,20.3953,13.0124,0.0,0.0,16.7177,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,818.323,240.11000061,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.15386,0.0,0.0,0.0,0.0,58.5196,0.0,0.0,0.0,48.0641,0.0,1204.19,0.0,0.00093,0.0,9.9274,0.0,0.0,0.0,0.0,0.0,0.0,0.34842,5.70489,15.1079,0.0,0.0,14.6901,-0.77,4.22,45.7272,0.0,27.55,0.0
2024-04-08 00:15:00,12.6985,2067.56,0.0,0.0,3.2,6.75067,0.0,0.0,27.0668,0.0,0.0,12.1675,14.8434,18.6983,0.0,4.45,0.0,0,2007.12,0.0,0.0,0.0,0.0,0.001526,24.0646,0.0,21.3031,13.1299,0.0,0.0,16.9823,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,795.642,237.669998169,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,0.0,0.0,61.2332,0.0,0.0,0.0,44.3031,0.0,1201.01,0.0,1.17932,0.0,12.1071,0.0,0.37964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6901,-0.76,5.35,38.603,0.0,27.3,0.0
2024-04-08 00:20:00,12.8978,2021.83,0.0,0.0,3.71,8.43154,0.0,0.0,23.4613,0.0,0.0,16.4126,15.964,19.0966,0.0,4.73,0.0,0,2010.61,0.0,0.0,0.0,0.0,0.001526,22.2947,0.0,19.2337,12.2912,0.0,0.0,16.8377,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,800.281,313.239990234,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,0.0,0.0,63.7821,0.0,0.0,0.0,39.9634,0.0,1189.05,0.0,8.64993,0.0,12.0632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6901,-0.77,6.08,33.0015,0.0,27.775,0.0
2024-04-08 00:25:00,11.8972,1983.36,0.0,0.0,3.64,8.00243,0.0,0.0,22.6097,0.0,0.0,16.3104,16.5829,16.4991,0.0,4.69,0.0,0,2013.54,0.0,0.0,0.0,0.0,0.001526,19.5347,0.0,18.6941,11.7492,0.0,0.0,16.7177,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,799.573,357.869995117,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.04333,0.0,0.0,0.0,0.0,65.2433,0.0,0.0,0.0,42.8309,0.0,1193.15,0.0,0.0,0.0,12.195,0.0,0.0,0.0,0.0,0.0,0.0,0.43217,0.0,0.0,0.0,0.0,14.6901,-0.77,5.86,28.2702,0.0,27.875,0.0
2024-04-08 00:30:00,12.7964,1940.17,0.0,0.0,3.66,8.42107,0.0,0.0,23.1332,0.0,0.0,18.262,16.1141,14.198,0.0,4.41,0.0,0,2014.84,0.0,0.0,0.0,0.0,0.001526,20.1047,0.0,16.1423,11.2382,0.0,0.0,16.8654,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,801.013,407.570007324,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,0.0,0.0,0.0,65.2982,0.0,0.0,0.0,44.0687,0.0,1192.64,0.0,0.0,0.0,12.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.6901,-0.75,5.1,27.1825,0.0,28.125,0.0
2024-04-08 00:35:00,12.8972,1897.27,0.0,0.0,4.2,8.79995,0.0,0.0,22.6761,0.0,0.0,20.1816,15.8639,14.698,0.0,5.12,0.0,0,2012.37,0.0,0.0,0.0,0.0,0.001526,17.5147,0.0,14.7522,10.1901,0.0,0.0,16.9546,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,803.235,355.75,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.15386,0.0,22.0943,0.0,0.0,66.5397,0.0,0.0,0.0,45.442,0.0,1199.33,0.0,0.11263,0.0,12.8894,0.0,0.0,0.0,0.0,0.0,0.0,0.04337,14.5067,0.37235,0.0,0.0,14.6901,-0.75,4.19,27.9801,0.0,28.05,0.0
2024-04-08 00:40:00,12.4955,1859.62,0.0,0.0,5.58,8.06313,0.0,0.0,21.8871,0.0,0.0,21.8784,14.7848,15.0963,0.0,5.8,0.0,0,2012.84,0.0,0.0,0.0,0.0,0.001526,18.9447,0.0,13.0827,9.72271,0.0,0.0,16.9823,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,771.716,313.269989014,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.04333,0.0,0.31823,0.0,0.0,66.7485,0.0,0.0,0.0,46.5589,0.0,1204.31,0.0,0.60223,0.0,10.2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9424,14.9045,0.0,0.0,15.0902,-0.76,4.29,25.9861,0.0,28.1,0.0
2024-04-08 00:45:00,12.0951,1817.63,0.0,0.0,7.31,5.57009,0.0,0.0,18.9378,0.0,0.0,22.6245,10.1741,17.4991,0.0,6.01,0.0,0,2009.15,0.0,0.0,0.0,0.0,0.001526,17.9047,0.0,11.3625,9.28472,0.0,0.0,16.8069,0.0,0.0,,0.0,0.0,0.0,0.0,0.205,0.0,0.0,798.572,396.5,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.12371,0.0,39.9725,0.0,0.0,67.7812,0.0,0.0,0.0,48.119,0.0,1198.62,0.0,0.0,0.0,9.93619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0902,-0.76,4.1,24.3727,0.0,28.35,0.0
