SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP,WNSF
2025-07-21 00:00:00,0.0,38.8,,0.0,12.44,115.319,,79.37,15.1,18.9,0.0,0.0,38.4881,0.0,0.0,0,7.3,254.48,48.48,28.13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1781.0,985.875,217.7,0.02,15.435,117.46,0.0,97.58,7.14133,65.4,0.0,205.68,0.0,0.0,0.0,55.9,92.9,0.405,46.51,281.79,,0.0,97.612,0.0,0.0,19.2,1150.88,15.6,0.0,33.73,1.4,63.5355,,,0.0,165.56,0.0,112.35,172.19,,0.0,0.0,0.0,0.0
2025-07-21 00:05:00,0.0,39.5,,0.0,10.931,116.613,,75.33,14.3,19.63,0.0,0.0,35.3628,0.0,0.0,0,7.3,264.4,48.48,27.64,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1729.0,1068.75,221.1,0.02,15.81,112.2,0.0,93.1,8.14539,64.7,0.0,224.24,0.0,0.0,0.0,55.1,95.9,0.405,46.42,292.03,,0.0,98.19,0.0,0.0,19.5,1155.66,15.6,0.0,36.18,1.7,66.0258,,,0.0,166.68,0.0,116.2,171.76,,0.0,0.0,0.0,0.0
2025-07-21 00:10:00,0.0,41.2,,0.0,10.659,119.976,,77.09,14.8,18.61,0.0,0.0,36.0305,0.0,0.0,0,7.3,269.98,48.36,33.52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,1711.0,1054.88,224.4,0.02,16.305,108.87,0.0,95.38,8.72372,62.8,0.0,230.91,0.0,0.0,0.0,54.2,94.7,0.405,48.39,304.71,,0.0,97.682,0.0,0.0,19.3,1150.59,15.2,0.0,44.23,2.1,68.4306,,,0.0,164.12,0.0,118.19,167.71,,0.0,0.0,0.0,0.0
2025-07-21 00:15:00,0.0,41.5,,0.0,11.721,117.803,,80.72,14.1,19.14,0.0,0.0,34.5395,0.0,0.0,0,7.3,275.4,48.44,36.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1636.0,1054.88,233.2,0.02,16.92,120.11,0.0,94.88,9.19217,57.8,0.0,243.48,0.0,0.0,0.0,55.8,97.0,0.405,48.29,317.48,,0.0,99.755,0.0,0.0,19.2,1149.09,15.4,0.0,45.51,2.4,69.1752,,,0.0,166.54,0.0,120.76,170.24,,0.0,0.0,0.0,0.0
2025-07-21 00:20:00,0.0,42.4,,0.0,11.845,116.033,,80.56,15.2,21.63,0.0,0.0,33.5299,0.0,0.0,0,7.3,282.05,48.56,41.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1560.0,1022.62,234.5,0.02,16.32,117.53,0.0,82.66,9.47142,59.9,0.0,248.86,0.0,0.0,0.0,54.5,97.1,0.405,49.13,320.2,,0.0,101.86,0.0,0.0,17.2,1153.5,15.7,0.0,50.14,2.5,69.9016,,,0.0,165.9,0.0,122.81,176.75,,0.0,0.0,0.0,0.0
2025-07-21 00:25:00,0.0,41.6,,0.0,12.409,117.211,,82.93,14.6,19.13,0.0,0.0,33.0025,0.0,0.0,0,7.3,282.08,48.48,33.46,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1489.0,1036.5,240.0,0.02,15.735,126.44,0.0,72.52,10.0421,61.3,0.0,259.03,0.0,0.0,0.0,54.9,100.7,0.405,50.5,332.72,,0.0,107.292,0.0,0.0,17.3,1154.62,16.1,0.0,59.05,2.2,70.2007,,,0.0,166.18,0.0,119.3,181.39,,0.0,0.0,0.0,0.0
2025-07-21 00:30:00,0.0,40.4,,0.0,11.331,117.272,,82.2,14.9,18.68,0.0,0.0,36.6797,0.0,0.0,0,7.3,283.9,48.36,23.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1423.0,1058.62,241.5,0.02,16.26,137.15,0.0,72.13,12.4043,69.2,0.0,266.43,0.0,0.0,0.0,54.2,102.1,0.405,50.7,335.35,,0.0,107.402,0.0,0.0,17.3,1152.28,16.3,0.0,57.34,2.5,70.5425,,,0.0,165.86,0.0,113.8,196.6,,0.0,0.0,0.0,0.0
2025-07-21 00:35:00,0.0,39.7,,0.0,11.672,117.51,,81.13,15.1,19.03,0.0,0.0,38.4778,0.0,0.0,0,7.3,280.86,48.4,25.63,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1406.0,1060.5,248.4,0.02,16.53,139.3,0.0,72.89,12.8773,70.7,0.0,272.9,0.0,0.0,0.0,53.1,101.2,0.405,50.63,341.32,,0.0,107.428,0.0,0.0,17.3,1151.34,16.6,0.0,57.69,2.4,70.0969,,,0.0,164.84,0.0,109.46,201.76,,0.0,0.0,0.0,0.0
2025-07-21 00:40:00,0.0,40.8,,0.0,11.89,122.039,,79.99,16.4,21.9,0.0,0.0,38.5352,0.0,0.0,0,7.3,284.11,48.4,25.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,1344.0,1054.12,254.6,0.02,17.7,141.59,0.0,77.44,15.7018,66.6,0.0,273.15,0.0,0.0,0.0,48.9,98.6,0.405,49.62,343.1,,0.0,107.23,0.0,0.0,17.2,1152.56,16.5,0.0,55.09,2.7,68.9128,,,0.0,163.88,0.0,108.08,196.56,,0.0,0.0,0.0,0.0
2025-07-21 00:45:00,0.0,44.4,,0.0,12.658,120.22,,81.4,15.0,21.19,0.0,0.0,39.9647,0.0,0.0,0,7.3,276.44,48.52,28.33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,1276.0,1055.62,258.1,0.02,18.105,136.38,0.0,73.81,17.8854,60.9,0.0,264.88,0.0,0.0,0.0,44.7,102.9,0.405,48.83,342.0,,0.0,104.824,0.0,0.0,17.1,1149.75,16.8,0.0,49.75,2.5,69.7856,,,0.0,163.5,0.0,110.46,216.16,,0.0,0.0,0.0,0.0
2025-07-21 00:50:00,0.0,43.3,,0.0,12.529,124.388,,78.78,16.9,23.1,0.0,0.0,40.8023,0.0,0.0,0,7.3,279.19,48.44,30.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1225.0,1042.5,260.7,0.02,17.49,134.11,0.0,74.98,17.8976,56.4,0.0,262.93,0.0,0.0,0.0,41.2,99.5,0.405,47.86,354.21,,0.0,106.612,0.0,0.0,17.2,1152.72,16.9,0.0,49.26,2.8,72.9717,,,0.0,164.6,0.0,113.57,222.86,,0.0,0.0,0.0,0.0
2025-07-21 00:55:00,0.0,43.9,,0.0,10.944,122.283,,78.16,16.2,23.85,0.0,0.0,40.577,0.0,0.0,0,7.3,283.28,48.6,33.35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,1211.0,1062.38,263.5,0.02,16.59,128.39,0.0,75.53,20.0644,54.2,0.0,265.04,0.0,0.0,0.0,40.5,99.3,0.405,46.61,361.5,,0.0,104.949,0.0,0.0,17.2,1151.38,16.9,0.0,49.09,3.0,72.3369,,,0.0,164.38,0.0,116.23,238.32,,0.0,0.0,0.0,0.0
2025-07-21 01:00:00,0.0,42.9,,0.0,9.75,121.74,,78.25,14.9,24.18,0.0,0.0,40.9313,0.0,0.0,0,7.3,278.83,48.44,31.16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,1205.0,981.75,264.2,0.02,15.18,129.53,0.0,82.07,19.2831,57.3,0.0,256.04,0.0,0.0,0.0,36.8,101.1,0.405,47.71,360.71,,0.0,103.62,0.0,0.0,17.2,1151.59,16.6,0.0,49.71,2.9,74.6014,,,0.0,160.2,0.0,117.6,254.16,,0.0,0.0,0.0,0.0
2025-07-21 01:05:00,0.0,43.3,,0.0,8.007,125.902,,78.26,17.9,25.08,0.0,0.0,41.4331,0.0,0.0,0,7.3,276.91,22.76,31.65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,1210.0,1006.5,264.1,0.02,13.74,131.24,0.0,88.66,19.0115,56.4,0.0,271.13,0.0,0.0,0.0,35.7,100.1,0.405,45.62,369.34,,0.0,105.989,0.0,0.0,6.0,1123.72,17.2,0.0,50.5,2.4,75.938,,,0.0,160.16,0.0,114.39,279.19,,0.0,0.0,0.0,0.0
2025-07-21 01:10:00,0.0,39.9,,0.0,7.387,133.355,,78.21,20.7,25.0,0.0,0.0,39.0963,0.0,0.0,0,7.3,271.02,0.0,32.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,1213.0,926.25,259.7,0.02,13.56,130.06,0.0,93.01,20.2582,59.9,0.0,267.0,0.0,0.0,0.0,35.0,102.5,0.405,42.9,375.42,,0.0,108.259,0.0,0.0,5.3,1099.69,18.1,0.0,44.96,1.9,79.6918,,,0.0,163.14,0.0,112.14,304.94,,0.0,0.0,0.0,0.0
2025-07-21 01:15:00,0.0,41.7,,0.0,6.093,138.683,,78.21,22.3,24.17,0.0,0.0,36.6674,0.0,0.0,0,7.3,262.17,0.0,32.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1209.0,937.5,253.5,0.02,13.395,130.3,0.0,92.82,21.1509,63.6,0.0,269.94,0.0,0.0,0.0,38.1,102.5,0.405,42.14,374.32,,0.0,114.201,0.0,0.0,5.1,1073.47,20.0,0.0,48.22,1.5,81.1811,,,0.0,169.48,0.0,116.02,312.18,,0.0,0.0,0.0,0.0
2025-07-21 01:20:00,0.0,41.7,,0.0,6.505,142.986,,77.72,23.2,26.97,0.0,0.0,34.6051,0.0,0.0,0,4.1,262.59,0.0,34.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,1190.0,924.75,250.1,0.02,13.425,123.64,0.0,100.34,22.3853,67.2,0.0,277.39,0.0,0.0,0.0,40.6,103.2,0.405,45.13,379.07,,0.0,112.94,0.0,0.0,5.1,1039.72,20.4,0.0,50.22,1.6,82.4872,,,0.0,167.96,0.0,114.47,318.18,,0.0,0.0,0.0,0.0
