SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2022-12-12 00:00:00,0.0,0.0,0.0,0.0,13.549,8.01099,0.0,0.0,0.0,33.58,12.78,0.0,0.46746,0.0,0.0,0,7.3,44.46,60.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,2146,1150.75,150.697,0.0,17.775,0.0,0.0,0.0,0.0,3.2,147.6,175.29,0.0,0.0,0.0,62.1,80.3,0,16.09,0.0,0.0,0.0,0.0,0.0,0.0,29.7,1023.85,7.1,0.0,0.0,-0.1,0.0
2022-12-12 00:05:00,0.0,1.0,0.0,0.0,8.885,9.32937,0.0,0.0,0.0,40.76,12.71,0.0,0.78774,0.0,0.0,0,7.2,46.34,34.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,0.0,2071,1153.01,161.496,0.0,16.695,0.0,0.0,0.0,0.0,3.2,115.8,225.32,0.0,0.0,0.0,60.7,88.0,0,18.27,0.0,0.0,0.0,0.0,0.0,0.0,29.9,1024.16,5.4,0.0,0.0,0.0,0.0
2022-12-12 00:10:00,0.0,3.1,0.0,0.0,7.055,12.2896,0.0,0.0,0.0,36.77,12.02,0.0,0.38083,0.0,0.0,0,7.2,45.19,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,2029,1142.48,155.396,0.0,14.235,0.0,0.0,0.0,0.0,0.1,102.8,264.56,0.0,0.0,0.0,62.4,90.2,0,29.51,0.0,0.0,0.0,0.0,0.0,0.0,29.7,1023.6,4.6,0.0,0.0,0.0,0.0
2022-12-12 00:15:00,0.0,0.0,0.0,0.0,8.675,9.35378,0.05,0.0,0.0,31.24,11.94,0.0,0.66342,0.0,0.0,0,7.3,50.76,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,2053,1122.93,139.297,0.0,8.64,0.0,0.0,0.0,0.0,0.2,2.1,273.91,0.0,0.0,0.0,60.1,84.2,0,48.64,0.86,7.6,0.0,0.0,0.0,0.0,29.9,1027.74,5.0,0.0,0.0,0.0,0.0
2022-12-12 00:20:00,0.0,0.0,0.0,0.0,11.196,8.67628,0.34,0.0,0.0,26.45,11.0,0.0,0.56346,0.0,0.0,0,7.3,65.99,0.0,0.0,0.22853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,2083,1155.26,114.997,0.0,8.565,0.0,0.0,0.0,0.0,0.0,0.0,263.54,0.0,0.0,0.0,48.7,83.0,0,43.18,7.1,3.4,0.0,0.0,0.0,0.0,30.1,1033.85,3.6,0.0,0.0,0.0,0.0
2022-12-12 00:25:00,0.0,0.0,0.0,0.0,11.404,6.53391,0.0,0.0,0.0,28.02,11.04,0.0,0.93798,0.0,0.0,0,7.3,95.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,2033,1128.95,80.6981,0.0,8.835,0.0,0.0,0.0,0.0,0.0,0.0,273.08,0.0,0.0,0.0,43.5,85.5,0,35.15,13.92,0.0,0.0,0.0,0.0,0.0,29.7,1023.63,2.1,0.0,0.0,0.0,0.0
2022-12-12 00:30:00,0.0,0.1,0.0,0.0,5.839,7.96826,0.81,0.31,1.5,26.36,11.08,0.0,2.25894,0.0,0.0,0,7.3,192.83,0.0,0.0,0.31933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,2063,1106.76,64.8985,0.0,8.055,0.0,0.0,0.0,0.0,0.0,0.0,295.1,0.0,0.0,0.0,43.5,82.8,0,28.7,19.6,4.9,0.0,0.0,0.0,0.0,30.1,1029.97,2.1,0.0,0.0,0.0,0.0
2022-12-12 00:35:00,0.0,1.5,0.0,0.0,5.9,26.8895,0.52,0.0,1.9,25.35,11.08,0.0,2.43354,0.0,0.0,0,7.3,285.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,1967,1106.76,55.9987,0.0,9.105,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,42.1,83.5,0,32.42,14.05,28.9,0.0,0.0,0.0,0.0,29.8,1033.92,5.9,0.0,0.0,0.0,0.0
2022-12-12 00:40:00,0.0,2.9,0.0,0.0,7.033,44.1566,0.0,0.17,2.4,18.13,11.03,0.0,2.04378,0.0,0.0,0,7.1,320.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,1929,1151.13,50.5988,0.0,8.115,0.0,0.0,0.0,0.0,0.0,0.0,319.19,0.0,0.0,0.0,43.4,86.4,0,38.14,11.62,25.8,0.0,0.0,0.0,0.0,29.7,1036.56,13.2,0.0,0.0,0.0,0.0
2022-12-12 00:45:00,0.0,5.3,0.0,0.0,10.224,53.4768,0.0,4.3,7.3,17.88,11.03,0.0,2.85043,0.0,0.0,0,7.1,315.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,1935,1103.38,44.899,0.0,8.04,0.0,0.0,0.0,0.0,0.7,0.0,358.41,0.0,0.0,0.0,45.7,84.5,0,33.05,18.9,17.0,0.0,0.0,0.0,0.0,29.7,1026.3,15.0,0.0,0.0,0.0,0.0
