SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP,WNSF
2025-07-14 00:00:00,0.0,77.3,,0.0,92.732,140.722,,67.43,26.0,7.15,0.0,0.0,56.9242,0.0,0.0,0,5.3,220.52,0.0,69.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1981.0,1083.75,69.1,0.02,14.97,261.3,0.0,72.35,85.3023,108.1,0.0,391.47,0.0,0.0,0.0,36.3,114.4,0.495,26.27,391.0,,0.0,123.923,0.0,0.0,0.1,1089.16,27.9,0.0,89.63,17.0,92.6497,,,0.0,117.68,0.0,166.26,394.22,,0.0,0.0,0.0,0.0
2025-07-14 00:05:00,0.0,73.4,,0.0,96.066,145.348,,64.98,26.3,4.99,0.0,0.0,57.1351,0.0,0.0,0,5.3,216.59,0.0,70.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,2012.0,1081.5,61.8,0.02,15.975,267.62,0.0,75.2,76.7144,103.4,0.0,389.65,0.0,0.0,0.0,39.6,118.1,0.495,26.19,388.08,,0.0,118.668,0.0,0.0,0.2,1092.69,27.3,0.0,74.55,17.0,95.5795,,,0.0,105.04,0.0,173.89,376.55,,0.0,0.0,0.0,0.0
2025-07-14 00:10:00,0.0,72.0,,0.0,98.042,151.049,,63.23,24.7,2.74,0.0,0.0,54.7185,0.0,0.0,0,5.3,205.09,0.0,66.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,1955.0,1079.62,62.5,0.02,15.465,259.5,0.0,83.18,73.1742,100.2,0.0,385.28,0.0,0.0,0.0,38.1,108.5,0.585,25.86,381.34,,0.0,120.836,0.0,0.0,0.1,1088.69,27.5,0.0,95.81,17.0,95.3903,,,0.0,111.06,0.0,170.1,359.27,,0.0,0.0,0.0,0.0
2025-07-14 00:15:00,0.0,82.2,,0.0,99.375,156.512,,64.65,24.5,3.77,0.0,0.0,58.4376,0.0,0.0,0,5.3,191.31,0.0,67.81,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,1985.0,1062.38,63.6,0.02,15.495,261.71,0.0,102.78,68.9261,93.1,0.0,381.38,0.0,0.0,0.0,37.4,105.1,0.495,21.92,376.85,,0.0,118.667,0.0,0.0,0.2,1087.72,27.8,0.0,102.29,17.0,93.4859,,,0.0,99.66,0.0,178.75,362.07,,0.0,0.0,0.0,0.0
2025-07-14 00:20:00,0.0,83.3,,0.0,99.051,152.74,,68.64,22.8,4.99,0.0,0.0,62.6831,0.0,0.0,0,5.3,185.99,0.0,61.83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,2046.0,1066.88,78.4,0.02,12.825,264.15,0.0,112.92,69.5074,95.3,0.0,375.75,0.0,0.0,0.0,38.5,110.4,0.585,26.4,367.53,,0.0,114.399,0.0,0.0,0.2,1092.34,29.3,0.0,81.65,17.0,92.1126,,,0.0,77.84,0.0,175.76,349.14,,0.0,0.0,0.0,0.0
2025-07-14 00:25:00,0.0,82.8,,0.0,100.904,155.828,,67.69,21.8,1.31,0.0,0.0,59.0602,0.0,0.0,0,5.3,180.16,0.0,58.57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.0,2086.0,1095.0,93.1,0.02,11.355,241.68,0.0,98.96,73.7556,94.4,0.0,366.55,0.0,0.0,0.0,36.9,90.5,0.585,29.49,374.83,,0.0,115.559,0.0,0.0,0.1,1092.09,29.5,0.0,67.96,17.0,93.1807,,,0.0,73.38,0.0,175.38,321.3,,0.0,0.0,0.0,0.0
2025-07-14 00:30:00,0.0,84.2,,0.0,101.226,154.723,,64.34,21.3,2.59,0.0,0.0,58.1693,0.0,0.0,0,5.3,185.8,0.0,57.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,2017.0,1085.62,91.3,0.02,11.685,234.25,0.0,64.91,80.8969,97.2,0.0,361.51,0.0,0.0,0.0,34.1,82.4,0.495,35.92,366.96,,0.0,113.248,0.0,0.0,0.1,1088.12,28.3,0.0,64.0,17.0,97.3922,,,0.0,105.5,0.0,166.33,295.86,,0.0,0.0,0.0,0.0
2025-07-14 00:35:00,0.0,85.7,,0.0,99.708,150.701,,67.3,20.5,2.79,0.0,0.0,55.7732,0.0,0.0,0,5.3,199.9,0.0,53.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,2092.0,1084.5,82.6,0.02,11.94,234.08,0.0,64.09,90.6201,106.6,0.0,359.04,0.0,0.0,0.0,32.7,88.0,0.585,31.94,368.08,,0.0,105.401,0.0,0.0,0.2,1091.28,28.4,0.0,54.05,17.0,98.9609,,,0.0,94.94,0.0,182.39,286.96,,0.0,0.0,0.0,0.0
2025-07-14 00:40:00,0.0,84.5,,0.0,100.01,146.758,,69.78,19.8,2.54,0.0,0.0,59.7135,0.0,0.0,0,5.3,202.18,0.0,49.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2006.0,1070.62,97.5,0.02,12.36,223.34,0.0,62.1,96.3454,100.6,0.0,336.27,0.0,0.0,0.0,30.7,86.5,0.495,24.78,361.16,,0.0,95.333,0.0,0.0,0.2,1088.5,28.7,0.0,52.95,17.0,101.75,,,0.0,79.36,0.0,193.8,274.6,,0.0,0.0,0.0,0.0
2025-07-14 00:45:00,0.0,85.0,,0.0,101.131,150.457,,71.58,20.3,1.47,0.0,0.0,55.1506,0.0,0.0,0,5.3,204.37,0.0,48.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,2016.0,1100.25,88.0,0.02,13.23,220.68,0.0,59.37,99.5453,93.9,0.0,333.16,0.0,0.0,0.0,32.1,98.7,0.585,24.72,362.79,,0.0,85.53,0.0,0.0,0.1,1090.62,27.8,0.0,40.8,17.0,99.1318,,,0.0,72.26,0.0,191.69,274.06,,0.0,0.0,0.0,0.0
