SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF
2022-12-19 00:00:00,0.0,0.0,0.0,0.0,59.932,111.547,0.0,17.07,24.2,23.45,-0.01,0.0,30.4568,159.3,0.0,0,7.3,221.72,0.0,29.44,25.3165,0.0,0.0,0.0,0.0,0.1,0.0,0.0,18.8,0.0,1840,804.125,51.6988,0.0,5.85,52.51,0.0,14.93,32.0719,46.2,60.4,351.78,0.0,0.0,0.0,19.7,108.4,0,28.38,213.44,5.2,0.0,56.997,0.0,0.0,17.0,1094.08,16.1,0.0,32.93,4.9,0.0
2022-12-19 00:05:00,0.0,0.0,0.0,0.0,57.942,106.499,3.2,18.58,22.9,20.03,-0.02,0.0,30.2694,159.0,0.0,0,7.3,225.66,0.0,26.92,15.5878,0.0,0.0,0.0,0.0,0.1,0.0,0.0,18.7,0.0,1837,846.608,55.9987,0.0,6.405,45.33,0.0,14.76,33.4757,48.8,54.6,345.06,0.0,0.0,0.0,19.9,107.8,0,27.21,212.2,1.6,0.0,54.541,0.0,0.0,0.0,1093.2,15.6,0.0,32.72,3.6,0.0
2022-12-19 00:10:00,0.0,0.5,0.0,0.0,52.723,102.763,0.58,17.24,22.4,19.55,0.0,0.0,29.3274,158.4,0.0,0,7.3,227.06,0.0,24.04,1.04351,0.0,0.0,0.0,0.0,0.1,0.0,0.0,19.2,0.0,1834,826.682,57.1987,0.0,7.59,45.13,0.0,17.08,32.6945,56.4,65.9,340.09,0.0,0.0,0.0,20.0,106.0,0,28.28,207.48,0.8,0.0,51.025,0.0,0.0,0.0,1094.52,15.4,0.0,27.31,3.1,0.0
2022-12-19 00:15:00,0.0,0.2,0.0,0.0,54.808,101.061,0.0,16.11,22.5,15.07,-0.01,0.0,27.9347,158.5,0.0,0,7.3,227.62,0.0,24.46,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,19.1,0.0,1836,862.397,60.2986,0.0,8.445,41.25,0.0,14.39,33.459,58.5,59.4,336.28,0.0,0.0,0.0,19.2,106.3,0,29.22,200.52,0.0,0.0,48.1,0.0,0.0,0.0,1097.93,16.8,0.0,23.5,3.2,0.0
2022-12-19 00:20:00,0.0,0.0,0.0,0.0,54.694,100.926,0.14,16.4,22.0,11.66,-0.01,0.0,28.3249,159.5,0.0,0,7.3,223.76,0.0,22.08,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,20.9,0.0,1850,890.594,65.1985,0.0,8.265,42.23,0.0,17.75,31.3562,62.6,62.2,333.95,0.0,0.0,0.0,20.2,104.8,0,29.92,195.45,0.9,0.0,43.294,0.0,0.0,0.0,1091.91,18.6,0.0,24.57,3.5,0.0
2022-12-19 00:25:00,0.0,0.0,0.0,0.0,53.315,100.212,2.7,14.2,22.1,10.39,-0.01,0.0,29.482,159.1,0.0,0,7.3,212.32,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.1,0.0,1833,885.33,75.2983,0.0,7.875,41.82,0.0,21.47,30.0317,65.9,59.9,325.91,0.0,0.0,0.0,20.6,104.9,0,28.92,199.92,2.6,0.0,39.76,0.0,0.0,0.0,1093.04,18.6,0.0,23.66,3.5,0.0
2022-12-19 00:30:00,0.0,0.0,0.0,0.0,63.137,102.672,0.0,15.87,21.7,8.48,-0.01,0.0,28.0044,159.1,0.0,0,7.3,211.38,0.0,24.51,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,22.3,0.0,1848,879.691,85.498,0.0,7.545,38.35,0.0,21.2,28.6859,63.6,54.4,317.82,0.0,0.0,0.0,21.9,102.1,0,31.16,202.28,0.2,0.0,35.626,0.0,0.0,0.0,1098.5,18.0,0.0,24.23,4.0,0.0
2022-12-19 00:35:00,0.0,0.0,0.0,0.0,65.651,106.633,0.0,16.56,22.3,8.73,-0.01,0.0,26.7786,158.3,0.0,0,7.3,208.27,0.0,26.88,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,21.7,0.0,1802,847.735,94.8978,0.0,6.615,38.99,0.0,21.55,30.462,60.9,11.2,312.98,0.0,0.0,0.0,22.3,99.2,0,31.27,189.95,0.0,0.0,33.433,0.0,0.0,0.0,1088.78,17.8,0.0,23.14,3.9,0.0
2022-12-19 00:40:00,0.0,0.0,0.0,0.0,69.858,115.837,0.0,19.04,22.6,10.11,-0.02,0.0,25.4556,157.9,0.0,0,7.3,214.56,0.0,29.84,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.2,0.0,1791,792.471,105.098,0.0,6.285,43.48,0.0,22.82,32.9035,61.7,59.1,305.02,0.0,0.0,0.0,24.6,103.2,0,30.8,188.49,0.0,0.0,32.138,0.0,0.0,0.0,1091.53,16.0,0.0,23.3,3.8,0.0
2022-12-19 00:45:00,0.0,0.0,0.0,0.0,70.924,116.338,0.0,19.13,21.6,11.98,-0.01,0.0,22.6232,159.0,0.0,0,7.3,223.07,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.1,0.0,1745,786.08,109.697,0.0,6.42,40.8,0.0,22.22,31.9559,60.4,59.9,296.62,0.0,0.0,0.0,22.9,104.9,0,31.05,180.78,0.0,0.0,30.825,0.0,0.0,0.0,1093.64,14.7,0.0,21.53,3.5,0.0
