SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-02-11 21:05:00,80.35,53.7,,0.0,80.457,36.9909,,29.04,11.1,19.18,-0.01,0.0,43.9726,167.4,0.0,0,0.5,98.22,88.56,34.61,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.5,0.0,1650.0,1135.88,70.1571,0.02,4.65,79.11,458.0,75.9,74.3416,50.7,757.3,2.23,0.0,0.0,0.0,23.5,55.7,0.09,22.0,178.55,,0.0,68.834,0.0,0.0,0.0,1071.25,5.7,0.0,23.89,7.4,25.0828,,,0.0,81.88,0.0,91.32,110.1,,0.0,0.0,0.0
2025-02-11 21:10:00,79.825,52.8,,0.0,74.234,40.6653,,29.52,12.0,20.68,0.0,0.0,43.8907,167.3,0.0,0,0.5,96.9,64.68,32.27,,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.5,0.0,1647.0,1135.12,85.7684,0.02,4.515,72.26,391.0,84.36,70.0018,48.5,750.1,7.43,0.0,0.0,0.0,20.5,57.3,0.09,21.35,180.05,,0.0,69.019,0.0,0.0,0.0,1068.94,13.6,0.0,20.13,6.4,29.1844,,,0.0,80.6,0.0,107.9,118.21,,0.0,0.0,0.0
2025-02-11 21:15:00,80.075,50.7,,0.0,67.217,44.5533,,25.87,12.7,14.51,-0.01,0.0,42.2666,167.3,0.0,0,0.6,96.55,57.2,32.79,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.8,0.0,1643.0,1140.0,103.557,0.02,4.2,62.25,337.0,90.29,69.3106,53.6,746.6,23.65,0.0,0.0,0.0,19.9,61.1,0.09,21.4,185.47,,0.0,72.265,0.0,0.0,0.0,1067.62,14.6,0.0,21.75,5.5,30.8324,,,0.0,82.26,0.0,123.02,115.22,,0.0,0.0,0.0
2025-02-11 21:20:00,80.85,46.8,,0.0,58.45,49.7902,,22.46,13.0,18.5,-0.01,0.0,44.1037,167.9,0.0,0,0.7,102.79,57.12,34.13,,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.9,0.0,1654.0,1144.5,123.359,0.02,3.765,55.24,277.0,93.43,70.8976,46.7,688.2,45.27,0.0,0.0,0.0,18.5,64.3,0.09,19.82,201.17,,0.0,68.529,0.0,0.0,0.0,1073.06,8.8,0.0,23.77,4.2,38.1994,,,0.0,91.22,0.0,139.09,110.21,,0.0,0.0,0.0
2025-02-11 21:25:00,80.475,43.3,,0.0,64.496,58.0117,,22.26,11.1,20.37,-0.01,0.0,39.7988,167.5,0.0,0,0.9,108.86,57.16,33.75,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.6,0.0,1653.0,1144.5,134.431,0.02,3.96,50.17,257.0,93.32,80.4224,45.0,661.8,53.54,0.0,0.0,0.0,19.5,66.9,0.09,17.1,208.82,,0.0,65.11,0.0,0.0,0.0,1068.34,7.9,0.0,23.0,3.5,43.3936,,,0.0,109.54,0.0,148.91,99.49,,0.0,0.0,0.0
2025-02-11 21:30:00,79.975,38.4,,0.0,64.967,62.4247,,21.3,9.5,26.89,-0.01,0.0,42.4141,167.4,0.0,0,1.1,117.35,56.92,36.31,,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.4,0.0,1641.0,1142.25,143.921,0.02,4.065,44.82,255.0,90.91,85.8135,41.3,599.5,61.54,0.0,0.0,0.0,21.1,68.6,0.09,15.34,211.51,,0.0,64.341,0.0,0.0,0.0,1059.06,8.9,0.0,25.24,3.4,44.0223,,,0.0,126.82,0.0,142.36,92.27,,0.0,0.0,0.0
2025-02-11 21:35:00,40.0,32.8,,0.0,69.33,70.8965,,17.05,8.9,25.57,-0.01,0.0,42.9691,167.9,0.0,0,1.1,113.0,56.96,35.02,,0.0,0.0,26.1,0.0,0.0,0.0,0.0,0.1,0.0,1652.0,1144.88,144.805,0.02,4.17,45.51,257.0,88.13,90.2173,39.6,548.9,66.85,0.0,0.0,0.0,22.0,68.4,0.18,15.01,217.56,,0.0,63.543,0.0,0.0,0.0,1062.84,10.3,0.0,28.64,3.6,43.6988,,,0.0,156.0,0.0,141.35,88.38,,0.0,0.0,0.0
2025-02-11 21:40:00,0.0,26.2,,0.0,72.447,76.2371,,14.5,7.7,26.57,-0.01,0.0,39.9974,167.8,0.0,0,1.1,109.19,56.84,30.34,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.2,0.0,1655.0,1143.75,130.198,0.02,4.335,47.79,257.0,79.75,95.6069,39.4,565.3,76.45,0.0,0.0,0.0,21.3,72.0,0.09,15.44,218.49,,0.0,64.756,0.0,0.0,0.0,1059.34,11.3,0.0,30.95,3.7,48.6,,,0.0,165.86,0.0,146.3,84.04,,0.0,0.0,0.0
2025-02-11 21:45:00,0.0,21.2,,0.0,71.377,82.9877,,15.07,7.5,32.75,-0.01,0.0,41.9062,167.4,0.0,0,0.9,112.77,56.96,26.73,,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.3,0.0,1646.0,1141.88,128.065,0.02,4.425,50.14,256.0,71.49,99.0356,36.9,519.8,90.65,0.0,0.0,0.0,27.1,75.0,0.09,16.57,208.82,,0.0,60.178,0.0,0.0,0.0,1058.78,12.3,0.0,28.38,4.3,53.8979,,,0.0,163.06,0.0,144.98,96.39,,0.0,0.0,0.0
2025-02-11 21:50:00,0.0,20.3,,0.0,66.796,88.8777,,14.06,7.6,29.8,-0.01,0.0,38.0948,167.5,0.0,0,1.1,101.13,57.08,21.73,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.2,0.0,1652.0,1141.12,134.354,0.02,5.67,52.34,257.0,69.06,100.076,37.0,530.1,108.43,0.0,0.0,0.0,29.9,74.9,0.09,18.02,191.75,,0.0,62.268,0.0,0.0,0.0,1065.38,12.4,0.0,25.63,4.3,59.4644,,,0.0,169.24,0.0,147.06,109.69,,0.0,0.0,0.0
2025-02-11 21:55:00,0.0,18.0,,0.0,66.576,85.4231,,12.55,8.5,24.28,-0.01,0.0,37.3289,167.2,0.0,0,1.1,89.82,56.92,19.43,,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.1,0.0,1638.0,1138.88,142.185,0.02,6.51,54.99,255.0,73.69,99.7055,36.2,510.6,136.19,0.0,0.0,0.0,34.0,73.9,0.18,19.9,173.9,,0.0,63.689,0.0,0.0,0.0,1056.62,5.4,0.0,21.89,3.5,64.2191,,,0.0,159.28,0.0,137.0,112.48,,0.0,0.0,0.0
2025-02-11 22:00:00,0.0,16.3,,0.0,68.764,77.8424,,12.99,8.6,24.57,-0.01,0.0,35.2932,167.2,0.0,0,0.9,95.89,56.96,21.51,,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.1,0.0,1651.0,1139.62,129.967,0.02,7.17,50.91,256.0,89.53,98.7884,33.7,518.1,171.47,0.0,0.0,0.0,32.9,75.1,0.09,21.85,162.6,,0.0,61.511,0.0,0.0,0.0,1061.75,5.1,0.0,18.55,3.4,68.6442,,,0.0,154.06,0.0,133.7,124.6,,0.0,0.0,0.0
2025-02-11 22:05:00,0.0,14.2,,0.0,73.013,77.9828,,13.41,8.6,20.63,-0.01,0.0,34.775,167.4,0.0,0,0.7,111.24,56.76,20.41,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1142.25,114.711,0.02,7.215,49.16,201.0,96.51,99.3957,32.7,467.9,207.92,0.0,0.0,0.0,31.5,74.2,0.09,24.25,146.46,,0.0,61.585,0.0,0.0,0.0,1059.59,5.3,0.0,17.68,3.4,70.7561,,,0.0,146.22,0.0,130.87,121.15,,0.0,0.0,0.0
2025-02-11 22:10:00,0.0,10.7,,0.0,72.998,77.6348,,13.52,8.8,18.98,-0.01,0.0,34.3019,167.1,0.0,0,0.7,129.45,56.8,18.38,,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.3,0.0,1635.0,1141.12,113.65,0.02,6.81,52.09,136.0,105.46,99.8215,31.2,450.7,226.7,0.0,0.0,0.0,30.4,72.0,0.09,25.73,130.0,,0.0,59.708,0.0,0.0,0.0,1058.12,12.0,0.0,19.92,3.0,68.2536,,,0.0,147.4,0.0,131.2,123.0,,0.0,0.0,0.0
2025-02-11 22:15:00,0.0,11.0,,0.0,78.474,74.1009,,16.12,9.5,21.81,-0.01,0.0,33.5493,166.4,0.0,0,0.3,147.81,56.84,18.84,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.5,0.0,1622.0,1141.12,115.69,0.02,7.02,45.69,80.0,118.47,99.5529,32.5,449.4,240.82,0.0,0.0,0.0,30.9,73.3,0.09,28.7,115.76,,0.0,58.785,0.0,0.0,0.0,1058.84,15.5,0.0,24.92,3.4,65.7267,,,0.0,130.18,0.0,126.32,133.75,,0.0,0.0,0.0
2025-02-11 22:20:00,0.0,14.4,,0.0,77.303,77.0245,,21.6,9.0,20.94,-0.01,0.0,32.4413,166.7,0.0,0,0.3,169.74,56.92,17.98,,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.6,0.0,1631.0,1141.5,120.536,0.02,6.45,46.21,20.0,132.17,99.3133,31.3,450.5,251.02,0.0,0.0,0.0,32.3,75.3,0.09,29.8,102.31,,0.0,56.995,0.0,0.0,0.0,1058.59,17.9,0.0,19.88,3.8,64.4327,,,0.0,122.62,0.0,124.79,142.21,,0.0,0.0,0.0
2025-02-11 22:25:00,0.0,15.4,,0.0,73.766,83.8422,,26.05,9.2,22.13,-0.01,0.0,31.0897,166.4,0.0,0,0.1,206.44,56.88,19.31,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.7,0.0,1613.0,1139.25,129.013,0.02,5.805,49.33,0.0,131.49,99.2325,32.9,438.2,258.38,0.0,0.0,0.0,35.2,77.8,0.09,28.68,87.56,,0.0,54.544,0.0,0.0,0.0,1058.59,16.8,0.0,14.38,3.8,66.8254,,,0.0,114.88,0.0,129.54,146.16,,0.0,0.0,0.0
2025-02-11 22:30:00,0.0,21.9,,0.0,67.824,89.9275,,27.26,8.8,20.4,-0.01,0.0,32.34,167.3,0.0,0,0.5,216.86,57.04,20.04,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,3.7,0.0,1644.0,1142.62,138.261,0.02,5.295,52.25,0.0,136.48,99.3423,30.1,450.6,254.83,0.0,0.0,0.0,34.7,77.8,0.09,29.49,77.92,,0.0,50.492,0.0,0.0,0.0,1060.84,14.1,0.0,13.05,4.6,70.2312,,,0.0,106.66,0.0,127.79,142.09,,0.0,0.0,0.0
2025-02-11 22:35:00,0.0,21.3,,0.0,64.972,93.1319,,25.76,9.8,25.81,-0.01,0.0,33.921,166.8,0.0,0,0.5,227.3,56.72,22.58,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,8.3,0.0,1629.0,1138.12,154.698,0.02,3.945,53.87,0.0,138.49,99.4781,29.8,406.2,255.82,0.0,0.0,0.0,31.9,80.1,0.18,27.17,72.79,,0.0,46.125,0.0,0.0,0.0,1055.19,11.8,0.0,14.39,3.5,65.3361,,,0.0,113.16,0.0,132.29,135.29,,0.0,0.0,0.0
2025-02-11 22:40:00,0.0,22.6,,0.0,64.548,86.9734,,26.14,10.8,27.44,-0.01,0.0,32.981,167.6,0.0,0,0.5,235.94,56.88,23.65,,0.0,0.0,26.3,0.0,0.0,0.0,0.0,10.3,0.0,1647.0,1146.38,165.367,0.02,3.615,49.59,0.0,137.73,98.822,29.9,411.3,260.48,0.0,0.0,0.0,31.4,78.5,0.18,26.04,71.21,,0.0,38.564,0.0,0.0,0.0,1066.03,11.0,0.0,17.3,3.2,57.8836,,,0.0,127.2,0.0,135.07,132.21,,0.0,0.0,0.0
2025-02-11 22:45:00,0.0,22.3,,0.0,64.911,70.3288,,26.71,12.2,25.04,-0.01,0.0,33.1786,167.2,0.0,0,0.5,256.32,56.84,23.76,,0.0,0.0,26.7,0.0,0.0,0.0,0.0,13.7,0.0,1655.0,1154.62,174.17,0.02,4.125,47.82,0.0,141.83,98.941,33.0,371.7,270.02,0.0,0.0,0.0,30.5,78.1,0.18,22.64,77.74,,0.0,29.92,0.0,0.0,0.0,1070.16,12.0,0.0,21.64,3.0,53.2387,,,0.0,132.24,0.0,112.35,133.65,,0.0,0.0,0.0
2025-02-11 22:50:00,0.0,21.2,,0.0,69.318,66.1784,,31.2,13.4,24.74,-0.01,0.0,31.6211,168.0,0.0,0,0.5,267.96,57.04,21.72,,0.0,0.0,26.5,0.0,0.0,0.0,0.0,14.0,0.0,1654.0,1142.62,158.389,0.02,4.8,50.07,0.0,142.69,95.3566,33.2,410.6,289.53,0.0,0.0,0.0,31.9,80.6,0.09,20.96,86.25,,0.0,22.953,0.0,0.0,0.0,1053.72,11.4,0.0,21.83,2.3,50.9194,,,0.0,153.3,0.0,99.39,139.27,,0.0,0.0,0.0
2025-02-11 22:55:00,0.0,22.7,,0.0,65.611,68.1376,,33.43,14.7,21.09,-0.01,0.0,31.0538,167.6,0.0,0,0.3,270.01,56.88,20.66,,0.0,0.0,26.2,0.0,0.0,0.0,0.0,16.8,0.0,1643.0,1155.75,146.934,0.02,5.985,44.15,0.0,143.57,89.1629,33.7,332.7,300.6,0.0,0.0,0.0,31.1,82.0,0.09,17.57,89.09,,0.0,20.791,0.0,0.0,0.0,1065.69,10.5,0.0,18.74,3.1,45.1453,,,0.0,149.8,0.0,86.86,126.2,,0.0,0.0,0.0
2025-02-11 23:00:00,0.0,24.8,,0.0,66.698,72.8923,,32.71,15.6,22.8,-0.01,0.0,31.2351,167.6,0.0,0,0.5,263.59,56.88,19.44,,0.0,0.0,26.6,0.0,0.0,0.0,0.0,15.9,0.0,1620.0,1141.12,148.704,0.02,7.125,44.28,0.0,143.46,77.3782,35.0,394.6,298.16,0.0,0.0,0.0,27.7,81.6,0.09,15.48,100.46,,0.0,19.237,0.0,0.0,0.0,1053.31,9.8,0.0,16.46,3.2,41.8677,,,0.0,158.5,0.0,70.13,126.91,,0.0,0.0,0.0
2025-02-11 23:05:00,0.0,22.8,,0.0,70.589,68.8579,,34.9,15.7,24.1,-0.01,0.0,31.4522,4.9,0.0,0,1.3,265.79,56.84,18.74,,0.0,0.0,26.4,0.0,0.0,0.0,0.0,14.6,0.0,1638.0,1153.88,159.608,0.02,8.355,41.85,0.0,142.2,71.2333,32.6,417.9,291.87,0.0,0.0,0.0,27.1,77.5,0.09,16.48,114.98,,0.0,19.779,0.0,0.0,0.0,1066.34,10.2,0.0,18.02,4.0,44.3519,,,0.0,157.76,0.0,67.76,119.1,,0.0,0.0,0.0
2025-02-11 23:10:00,0.0,23.3,,0.0,76.012,68.9433,,33.43,15.1,25.36,-0.01,0.0,31.7921,0.0,0.0,0,1.1,258.8,56.96,19.84,,0.0,0.0,26.4,0.0,0.0,0.0,0.0,14.9,0.0,1636.0,1143.75,161.637,0.02,9.48,38.53,0.0,136.59,76.7312,26.0,406.7,282.67,0.0,0.0,0.0,28.0,74.6,0.09,16.48,125.91,,0.0,20.29,0.0,0.0,0.0,1059.09,9.9,0.0,17.07,3.7,52.6345,,,0.0,137.18,0.0,82.65,117.58,,0.0,0.0,0.0
