SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF
2023-01-01 00:00:00,110.695,1602.44,0.0,0,20.0,97.1113,0.0,0.0,21.1683,0.0,0.0,70.341,15.7736,65.3966,0.0,17.52,0.0,0,1201.03,0.0,0.0,0.0,0.0,0.001526,44.8843,0.0,62.9253,25.0113,0.0,0.0,37.0546,0.0,0.0,633.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.841,542.690002441,0.0,0.0,0.00153,0.0,247.723,0.0,0.0,0.15386,449.96,544.141,0.0,69.6,96.5988,0.0,0.0,0,13.6251,0.0,475.747,0.0,0.00093,0.0,7.60705,0.0,131.151,0.56549,0.0,0.0
2023-01-01 00:05:00,113.593,1684.06,0.0,0,20.34,96.6801,0.0,0.0,24.1136,0.0,0.0,76.7712,15.3732,70.397,0.0,17.49,0.0,0,1240.39,0.0,0.0,0.0,0.0,0.001526,41.0544,0.0,59.6816,25.1628,0.0,0.0,37.0269,0.0,0.0,641.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.296,569.440002441,0.0,0.0,0.00153,0.0,244.189,0.0,0.0,0.15386,249.69,552.386,0.0,69.4,112.211,0.0,0.0,0,11.8636,0.0,486.343,0.0,13.5869,0.0,7.41369,0.0,129.436,3.82844,0.0,0.0
2023-01-01 00:10:00,116.298,1700.64,0.0,0,22.88,99.3511,0.0,0.0,25.7543,0.0,0.0,72.6925,11.5547,71.5962,0.0,17.51,0.0,0,1281.84,0.0,0.0,0.0,0.0,0.001526,44.2043,0.0,64.4868,23.956,0.0,0.0,36.8208,0.0,0.0,637.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.943,420.119995117,0.0,0.0,0.00153,0.0,247.878,0.0,0.0,0.12371,250.64,547.178,0.0,69.4,117.001,0.0,0.0,0,13.1673,0.0,499.673,0.0,0.03072,0.0,10.0768,0.0,127.656,2.46046,0.0,0.0
2023-01-01 00:15:00,109.796,1704.91,0.0,0,21.68,96.5294,0.0,0.0,27.5903,0.0,0.0,71.6426,10.3938,71.6979,0.0,17.55,0.0,0,1290.41,0.0,0.0,0.0,0.0,0.001526,46.3943,0.0,66.6133,25.0573,0.0,0.0,36.8516,0.0,0.0,635.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.82,398.929992676,0.0,0.0,0.00153,0.0,248.885,0.0,0.0,0.15386,258.34,553.596,0.0,69.4,123.933,0.0,0.0,0,13.1014,0.0,513.248,0.0,0.10332,0.0,8.15198,0.0,128.402,0.0,0.0,0.0
2023-01-01 00:20:00,107.297,1690.87,0.0,0,20.57,97.4609,0.0,0.0,28.9692,0.0,0.0,75.7229,10.0044,72.8972,0.0,17.08,0.0,0,1290.05,0.0,0.0,0.0,0.0,0.001526,44.1743,0.0,65.5088,25.535,0.0,0.0,36.9685,0.0,0.0,635.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.268,361.950012207,0.0,0.0,0.00153,0.0,242.742,0.0,0.0,0.13376,254.7,547.093,0.0,69.4,114.792,0.0,0.0,0,11.4095,0.0,529.508,0.0,0.0,0.0,7.85315,0.0,127.477,2.48146,0.0,0.0
2023-01-01 00:25:00,108.098,1656.25,0.0,0,21.02,97.3604,0.0,0.0,28.9692,0.0,0.0,76.5377,9.14382,68.6977,0.0,17.87,0.0,0,1285.8,0.0,0.0,0.0,0.0,0.001526,44.5943,0.0,61.8588,24.9454,0.0,0.0,36.8516,0.0,0.0,635.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.797,400.179992676,0.0,0.0,0.00153,0.0,242.998,0.0,0.0,0.12371,254.46,547.019,0.0,69.4,122.966,0.0,0.0,0,8.36988,0.0,541.276,0.0,0.0,0.0,7.29064,0.0,128.611,0.80449,0.0,0.0
2023-01-01 00:30:00,102.597,1618.07,0.0,0,20.26,95.1228,0.0,0.0,26.7387,0.0,0.0,74.8882,9.2842,69.6978,0.0,17.94,0.0,0,1257.5,0.0,0.0,0.0,0.0,0.001526,44.7043,0.0,65.5659,24.2622,0.0,0.0,36.8208,0.0,0.0,637.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.039,428.609985352,0.0,0.0,0.00153,0.0,242.44,0.0,0.0,0.14381,255.04,546.234,0.0,69.7,129.174,0.0,0.0,0,9.69924,0.0,532.585,0.0,0.04561,0.0,5.32186,0.0,122.271,0.0,0.0,0.0
2023-01-01 00:35:00,95.2968,1633.35,0.0,0,17.51,93.1049,0.0,0.0,25.1684,0.0,0.0,69.3385,11.5535,68.4986,0.0,17.56,0.0,0,1221.56,0.0,0.0,0.0,0.0,0.001526,46.3943,0.0,64.3345,23.679,0.0,0.0,36.9962,0.0,0.0,638.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.796,491.339996338,0.0,0.0,0.00153,0.0,235.921,0.0,0.0,0.1639,192.02,552.446,0.0,69.4,132.975,0.0,0.0,0,5.92721,0.0,540.69,0.0,0.0,0.0,3.81012,0.0,123.71,3.81944,0.0,0.0
2023-01-01 00:40:00,94.0968,1607.81,0.0,0,20.14,91.581,0.0,0.0,22.2816,0.0,0.0,64.3214,11.0359,67.2994,0.0,17.8,0.0,0,1207.21,0.0,0.0,0.0,0.0,0.001526,44.6143,0.0,65.3057,22.3857,0.0,0.0,36.8208,0.0,0.0,637.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.235,520.260009766,0.0,0.0,0.00153,0.0,232.58,0.0,0.0,0.12371,188.94,548.645,0.0,69.4,132.041,0.0,0.0,0,5.65621,0.0,549.089,0.0,0.0,0.0,6.22715,0.0,130.91,0.88949,0.0,0.0
2023-01-01 00:45:00,95.7947,1622.1,0.0,0,18.33,90.4716,0.0,0.0,13.7639,0.0,0.0,62.9175,11.5547,69.3969,0.0,18.6,0.0,0,1203.64,0.0,0.0,0.0,0.0,0.001526,46.7843,0.0,68.4097,23.0474,0.0,0.0,36.9685,0.0,0.0,641.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.287,498.549987793,0.0,0.0,0.00153,0.0,231.719,0.0,0.0,0.14381,196.93,556.33,0.0,69.4,123.307,0.0,0.0,0,4.97505,0.0,551.799,0.0,0.0,0.0,6.29746,0.0,128.018,2.86546,0.0,0.0
