SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS
2023-07-24 00:00:00,0.0,66.5,0.0,0.0,30.129,18.4909,0.0,40.21,3.2,37.5,11.54,0.0,23.9125,175.7,0.0,0,2.2,39.92,59.76,1.77,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.5,0.0,2201.0,1154.13,19.3995,0.0,1.815,23.35,0.0,12.3,12.3341,8.2,736.2,177.77,0.0,0.0,0.0,2.0,5.5,0,4.5,75.37,0.0,0.0,61.926,0.0,0.0,33.7,1050.07,2.4,0.0,4.9,3.9,13.022,0.0,0.0
2023-07-24 00:05:00,0.0,66.9,0.0,0.0,33.082,15.8175,2.16,39.3,4.7,37.4,11.55,0.0,22.9653,176.3,0.0,0,1.6,33.2,59.96,3.76,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.3,0.0,2195.0,1156.39,20.2995,0.0,2.025,25.99,0.0,13.58,11.4826,8.6,741.8,171.71,0.0,0.0,0.0,2.6,6.1,0,4.32,80.06,0.0,0.0,63.66,0.0,0.0,33.9,1046.69,1.9,0.0,4.27,4.7,12.2408,0.0,0.0
2023-07-24 00:10:00,0.0,60.4,0.0,0.0,35.911,14.9447,0.0,42.15,4.0,39.03,11.54,0.0,24.9457,176.1,0.0,0,1.8,30.48,59.88,3.69,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.4,0.0,2212.0,1157.52,18.8996,0.0,1.92,26.84,0.0,14.09,11.2217,9.0,751.0,171.16,0.0,0.0,0.0,3.0,6.4,0,5.02,85.23,0.9,0.0,67.872,0.0,0.0,33.9,1048.91,1.7,0.0,4.23,4.0,12.1187,0.0,0.0
2023-07-24 00:15:00,0.0,66.2,0.0,0.0,37.065,16.2936,0.41,40.6,3.7,38.57,1.1,0.0,25.4177,176.0,0.0,0,1.8,30.36,59.92,3.54,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.0,0.0,2218.0,1161.28,16.4996,0.0,1.605,25.66,0.0,13.91,9.77966,8.8,753.8,173.77,0.0,0.0,0.0,2.5,6.4,0,5.07,88.51,0.0,0.0,67.473,0.0,0.0,34.1,1053.21,1.5,0.0,4.31,3.4,12.7779,0.0,0.0
2023-07-24 00:20:00,0.0,62.3,0.0,0.0,30.028,16.5255,0.28,40.03,3.6,37.83,-0.47,0.0,29.5199,176.1,0.0,0,2.2,27.56,59.8,2.61,9.2479,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.2,0.0,2214.0,1159.4,14.4997,0.0,1.74,22.91,0.0,10.76,8.63521,8.4,736.6,173.25,0.0,0.0,0.0,2.4,6.7,0,5.05,88.1,0.0,0.0,67.256,0.0,0.0,33.9,1051.42,1.5,0.0,5.91,4.0,12.8634,0.0,0.0
2023-07-24 00:25:00,0.0,64.4,0.0,0.0,14.35,17.0077,0.41,40.47,2.6,38.96,-0.18,0.0,30.0349,176.4,0.0,0,2.4,25.25,59.72,3.36,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.6,0.0,2198.0,1154.89,13.1997,0.0,1.83,24.95,0.0,10.67,8.69625,9.2,728.8,180.43,0.0,0.0,0.0,1.8,6.2,0,5.9,78.19,0.0,0.0,69.001,0.0,0.0,33.9,1045.9,1.6,0.0,2.93,4.4,13.6568,0.0,0.0
2023-07-24 00:30:00,0.0,62.7,0.0,0.0,6.098,19.3576,0.0,40.07,2.0,39.6,0.0,0.0,33.4213,175.7,0.0,0,2.3,22.29,59.8,4.47,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.7,0.0,2193.0,1153.38,10.4998,0.0,1.5,26.04,0.0,10.93,9.59197,8.9,721.0,170.61,0.0,0.0,0.0,1.3,9.4,0,5.36,71.18,0.0,0.0,70.714,0.0,0.0,33.9,1048.73,1.8,0.0,2.09,4.0,15.0912,0.0,0.0
2023-07-24 00:35:00,0.0,63.7,0.0,0.0,5.448,21.9455,0.03,46.05,1.8,39.52,0.0,0.0,33.6302,3.3,0.0,0,2.0,17.84,59.88,4.57,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.4,0.0,2217.0,1157.52,14.6997,0.0,1.29,22.21,0.0,10.7,10.2298,7.6,707.3,170.39,0.0,0.0,0.0,1.5,10.0,0,4.25,66.42,5.8,0.0,67.431,0.0,0.0,34.0,1047.47,2.4,0.0,1.61,5.2,15.8724,0.0,0.0
2023-07-24 00:40:00,0.0,59.0,0.0,0.0,7.284,22.2507,0.0,40.01,2.5,39.27,-0.01,0.0,33.322,1.7,0.0,0,1.8,18.45,60.08,4.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.2,0.0,2214.0,1162.78,16.8996,0.0,1.2,27.41,0.0,10.02,10.2939,7.5,702.4,156.91,0.0,0.0,0.0,2.4,10.0,0,3.81,60.29,0.0,0.0,65.864,0.0,0.0,34.1,1049.16,2.8,0.0,3.18,5.1,15.2193,0.0,0.0
2023-07-24 00:45:00,0.0,60.9,0.0,0.0,9.95,26.8467,0.0,39.57,2.3,39.42,0.0,0.0,33.5432,0.0,0.0,0,2.5,20.39,59.84,4.81,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.8,0.0,2200.0,1157.52,19.9995,0.0,1.26,23.71,0.0,10.97,9.82086,6.0,694.5,147.48,0.0,0.0,0.0,2.2,8.4,0,3.8,49.06,0.0,0.0,68.81,0.0,0.0,33.9,1049.73,2.2,0.0,3.07,4.0,14.9386,0.0,0.0
2023-07-24 00:50:00,0.0,54.3,0.0,0.0,11.462,25.2598,0.0,33.58,2.0,42.09,0.0,0.0,30.4476,0.0,0.0,0,1.9,24.35,59.88,4.26,4.65948,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.7,0.0,2198.0,1156.01,21.9995,0.0,1.485,20.59,0.0,12.84,11.0172,6.5,682.2,137.52,0.0,0.0,0.0,2.0,8.2,0,3.45,42.95,0.0,0.0,71.712,0.0,0.0,33.9,1047.0,2.4,0.0,2.77,4.3,15.3841,0.0,0.0
2023-07-24 00:55:00,0.0,49.5,0.0,0.0,10.312,26.5599,0.35,33.83,1.5,42.8,0.0,0.0,24.5483,0.0,0.0,0,1.9,27.34,59.72,2.82,0.12045,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.0,0.0,2216.0,1159.4,22.1995,0.0,1.485,20.87,0.0,10.87,12.212,7.4,690.3,121.53,0.0,0.0,0.0,1.6,6.0,0,4.35,36.66,5.1,0.0,70.224,0.0,0.0,34.1,1056.78,2.1,0.0,2.83,3.9,14.4076,0.0,0.0
2023-07-24 01:00:00,0.0,46.3,0.0,0.0,10.121,25.2354,0.0,35.83,1.3,42.0,-0.01,0.0,20.9869,0.0,0.0,0,1.9,29.98,59.84,2.06,5.45658,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.2,0.0,2203.0,1159.4,22.5995,0.0,1.695,20.11,0.0,11.1,14.4093,7.0,694.3,103.3,0.0,0.0,0.0,1.2,6.6,0,3.28,31.1,0.0,0.0,72.85,0.0,0.0,33.9,1047.53,2.4,0.0,3.08,4.1,13.6751,0.0,0.0
2023-07-24 01:05:00,0.0,40.1,0.0,0.0,9.542,25.2903,0.0,41.24,1.6,40.83,-0.01,0.0,18.3562,0.0,0.0,0,1.9,28.73,59.96,2.21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.7,0.0,2197.0,1157.52,22.6995,0.0,1.695,19.23,0.0,10.33,16.1397,5.8,667.3,93.94,0.0,0.0,0.0,1.2,5.6,0,3.71,30.14,0.0,0.0,73.15,0.0,0.0,8.8,1047.28,2.2,0.0,2.07,4.3,13.8888,0.0,0.0
2023-07-24 01:10:00,0.0,39.9,0.0,0.0,7.817,23.0075,0.0,38.29,1.6,42.13,-0.01,0.0,16.5683,0.0,0.0,0,2.1,25.5,59.96,1.85,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.5,0.0,2206.0,1157.89,22.8995,0.0,1.875,19.45,0.0,11.93,13.976,4.6,662.0,83.94,0.0,0.0,0.0,1.3,5.9,0,4.48,30.21,0.0,0.0,72.94,0.0,0.0,11.9,1049.54,2.4,0.0,0.84,3.7,13.785,0.0,0.0
2023-07-24 01:15:00,0.0,37.4,0.0,0.0,6.247,21.7807,0.0,40.4,1.2,42.04,-0.01,0.0,14.9345,0.0,0.0,0,2.3,26.19,59.84,0.99,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.1,0.0,2204.0,1158.27,24.2994,0.0,2.085,13.96,0.0,12.87,15.7994,4.5,650.8,78.08,0.0,0.0,0.0,1.3,6.5,0,4.68,26.63,0.0,0.0,75.334,0.0,0.0,12.0,1051.05,2.7,0.0,0.0,2.9,13.9071,0.0,0.0
2023-07-24 01:20:00,0.0,33.5,0.0,0.0,6.263,21.4145,0.01,37.68,1.6,43.97,0.0,0.0,14.9453,0.0,0.0,0,3.1,24.85,59.96,0.87,8.57552,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.8,0.0,2212.0,1160.15,26.6994,0.0,1.98,9.75,0.0,12.46,15.7308,4.1,652.6,81.45,0.0,0.0,0.0,1.7,7.4,0,5.16,24.14,0.0,0.0,73.742,0.0,0.0,12.0,1051.17,2.4,0.0,0.0,2.8,13.4188,0.0,0.0
