SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF
2025-01-06 00:00:00,56.7953,2032.12,0.0,0.0,100.67,15.3308,0.0,0.0,10.5529,0.0,0.0,5.71908,77.9763,16.0964,0.0,0.51,0.0,0,1703.55,0.0,0.0,0.0,0.0,0.001526,71.8539,0.0,69.6666,31.0908,0.0,0.0,10.0085,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1203.46,434.779998779,0.0,0.0,0.00153,0.0,22.1241,0.0,0.0,0.12371,0.0,0.0,0.0,52.7,4.63081,0.0,0.0,0.0,26.6661,0.0,1020.91,0.0,,0.0,1.4634,0.0,2.09964,,0.0,0.0,0.0,,,,0.0,,14.29,21.8,123.48,234.672,0.0,43.1,,0.0,0.0,0.00916,0.0
2025-01-06 00:05:00,51.8978,2030.46,0.0,0.0,100.58,15.4606,0.0,0.0,6.35752,0.0,0.0,5.02708,81.5664,15.5963,0.0,0.98,0.0,0,1698.7,0.0,0.0,0.0,0.0,0.001526,72.6339,0.0,72.6945,28.2827,0.0,0.0,10.1838,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1197.7,425.019989014,0.0,0.0,0.00153,0.0,29.9977,0.0,0.0,0.17395,0.0,0.0,0.0,52.7,2.97185,0.0,0.0,0.0,36.3635,0.0,994.171,0.0,,0.0,1.74466,0.0,0.53162,,0.0,0.0,0.0,,,,0.0,,14.29,21.7,122.63,236.521,0.0,43.38,,0.0,0.0,0.00916,0.0
2025-01-06 00:10:00,51.4974,2024.26,0.0,0.0,101.99,14.6422,0.0,0.0,0.0,0.0,0.0,1.80591,79.3149,12.0961,0.0,1.49,0.0,0,1686.29,0.0,0.0,0.0,0.0,0.001526,68.724,0.0,72.0978,25.0224,0.0,0.0,10.273,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1184.12,403.230010986,0.0,0.0,0.00153,0.0,35.436,0.0,0.0,0.08352,0.0,0.0,0.0,52.7,4.69673,0.0,0.0,0.0,44.4605,0.0,968.755,0.0,,0.0,2.45658,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,14.29,21.63,124.33,233.675,0.0,43.12,,0.0,0.0,0.00916,0.0
2025-01-06 00:15:00,51.097,2006.37,0.0,0.0,97.32,13.4218,0.0,0.0,0.0,0.0,0.0,1.19936,75.1846,9.99855,0.0,0.92,0.0,0,1690.98,0.0,0.0,0.0,0.0,0.001526,67.184,0.0,70.4347,24.2614,0.0,0.0,10.0977,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1170.84,406.359985352,0.0,0.0,0.00153,0.0,40.7004,0.0,0.0,0.13376,0.0,0.0,0.0,52.8,8.61891,0.0,0.0,0.0,51.9313,0.0,953.447,0.0,,0.0,2.25443,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,14.29,21.8,125.46,227.911,0.0,43.65,,0.0,0.0,0.00916,0.0
2025-01-06 00:20:00,58.3969,2000.73,0.0,0.0,99.76,10.933,0.0,0.0,0.0,0.0,0.0,0.84916,79.8421,8.49844,0.0,0.76,0.0,0,1694.52,0.0,0.0,0.0,0.0,0.001526,66.924,0.0,66.7085,22.0977,0.0,0.0,9.77469,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1160.25,361.820007324,0.0,0.0,0.00153,0.0,44.6006,0.0,0.0,0.00565,0.0,0.0,0.0,52.6,4.5539,0.0,0.0,0.0,50.9169,0.0,942.729,0.0,,0.0,2.88725,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,14.29,21.66,123.84,220.46,0.0,43.91,,0.0,0.0,0.00916,0.0
2025-01-06 00:25:00,54.2953,2013.5,0.0,0.0,97.87,7.03117,0.0,0.0,0.0,0.0,0.0,0.0,80.1998,8.19753,0.0,0.74,0.0,0,1690.91,0.0,0.0,0.0,0.0,0.001526,62.2641,0.0,63.084,24.0393,0.0,0.0,9.98079,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1148.63,304.619995117,0.0,0.0,0.00153,0.0,56.7773,0.0,0.0,0.17395,0.0,0.0,0.0,52.6,8.53101,0.0,0.0,0.0,46.8336,0.0,929.081,0.0,,0.0,4.17926,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,14.29,21.83,125.91,226.388,0.0,43.53,,0.0,0.0,0.00916,0.0
2025-01-06 00:30:00,51.9954,2009.56,0.0,0.0,99.13,4.61348,0.0,0.0,0.0,0.0,0.0,0.0,81.9662,7.39658,0.0,0.95,0.0,0,1693.69,0.0,0.0,0.0,0.0,0.001526,57.2541,0.0,62.8237,21.7438,0.0,0.0,10.0392,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1132.24,304.380004883,0.0,0.0,0.00153,0.0,64.5686,0.0,0.0,0.08352,0.0,0.0,0.0,52.6,13.8375,0.0,0.0,0.0,39.74,0.0,914.945,0.0,,0.0,9.98892,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,13.947,21.91,125.55,219.645,0.0,43.54,,0.0,0.0,0.00916,0.0
2025-01-06 00:35:00,61.5952,2032.17,0.0,0.0,97.0,4.92328,0.0,0.0,0.0,0.0,0.0,0.0,84.6707,6.39651,0.0,1.0,0.0,0,1669.1,0.0,0.0,0.0,0.0,0.001526,49.9542,0.0,58.9072,20.8773,0.0,0.0,10.2423,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1105.68,344.970001221,0.0,0.0,0.00153,0.0,68.5237,0.0,0.0,0.14381,0.0,0.0,0.0,52.6,20.1547,0.0,0.0,0.0,44.098,0.0,902.835,0.0,,0.0,9.32094,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,13.947,21.94,127.61,223.759,0.0,43.52,,0.0,0.0,0.00916,0.0
2025-01-06 00:40:00,60.3989,2025.36,0.0,0.0,97.54,6.43041,0.0,0.0,0.0,0.0,0.0,0.0,85.2194,7.59571,0.0,1.36,0.0,0,1639.61,0.0,0.0,0.0,0.0,0.001526,47.6543,0.0,57.1933,19.7299,0.0,0.0,9.86082,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1074.99,413.619995117,0.0,0.0,0.00153,0.0,67.5074,0.0,0.0,0.12371,0.0,0.0,0.0,52.6,19.4846,0.0,0.0,0.0,47.0643,0.0,887.674,0.0,,0.0,9.11,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,13.947,21.57,128.86,221.421,0.0,43.71,,0.0,0.0,0.00916,0.0
2025-01-06 00:45:00,60.4965,2025.31,0.0,0.0,95.88,6.49321,0.0,0.0,0.0,0.0,0.0,0.0,81.3687,7.59571,0.0,0.75,0.0,0,1626.79,0.0,0.0,0.0,0.0,0.001526,45.1143,0.0,60.8305,17.9026,0.0,0.0,9.95003,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1052.38,409.079986572,0.0,0.0,0.00153,0.0,60.4578,0.0,0.0,0.17395,0.0,0.0,0.0,52.6,20.715,0.0,0.0,0.0,44.4019,0.0,874.392,0.0,,0.0,6.81602,0.0,0.90517,,0.0,0.0,0.0,,,,0.0,,13.947,21.79,125.81,203.456,0.0,43.79,,0.0,0.0,0.00916,0.0
2025-01-06 00:50:00,59.7983,2033.08,0.0,0.0,91.28,7.24258,0.0,0.0,0.0,0.0,0.0,0.0,82.4121,8.49844,0.0,0.37,0.0,0,1606.99,0.0,0.0,0.0,0.0,0.001526,48.4243,0.0,62.4365,17.1488,0.0,0.0,10.1254,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1031.02,527.429992676,0.0,0.0,0.00153,0.0,43.566,0.0,0.0,0.15386,0.0,0.0,0.0,52.5,16.9357,0.0,0.0,0.0,44.7791,0.0,860.134,0.0,,0.0,5.62069,0.0,2.58915,,0.0,0.0,0.0,,,,0.0,,13.947,21.91,126.08,191.075,0.0,43.15,,0.0,0.0,0.00916,0.0
2025-01-06 00:55:00,52.6986,2030.83,0.0,0.0,93.97,8.95276,0.0,0.0,0.0,0.0,0.0,0.0,90.3359,9.59587,0.0,0.98,0.0,0,1594.76,0.0,0.0,0.0,0.0,0.001526,50.8542,0.0,59.9545,12.8053,0.0,0.0,10.0392,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1003.29,554.770019531,0.0,0.0,0.00153,0.0,31.9661,0.0,0.0,0.14381,0.0,0.0,0.0,52.7,16.7929,0.0,0.0,0.0,52.195,0.0,851.662,0.0,,0.0,5.60311,0.0,5.10018,,0.0,0.0,0.0,,,,0.0,,13.947,21.78,122.91,187.359,0.0,43.85,,0.0,0.0,0.00916,0.0
2025-01-06 01:00:00,45.8967,2026.65,0.0,0.0,95.94,10.4013,0.0,0.0,0.0,0.0,0.0,0.0,94.0562,9.69764,0.0,0.95,0.0,0,1599.08,0.0,0.0,0.0,0.0,0.001526,50.2142,0.0,54.6415,8.33335,0.0,0.0,9.83313,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1007.1,541.5,0.0,0.0,0.00153,0.0,30.7942,0.0,0.0,0.14381,0.0,0.0,0.0,52.7,15.1339,0.0,0.0,0.0,61.8265,0.0,846.999,0.0,,0.0,4.50446,0.0,4.90974,,0.0,0.0,0.0,,,,0.0,,13.947,21.88,121.5,170.555,0.0,43.73,,0.0,0.0,0.00916,0.0
2025-01-06 01:05:00,45.8967,2029.66,0.0,0.0,96.28,11.7116,0.0,0.0,0.0,0.0,0.0,0.0,93.5205,12.0961,0.0,1.55,0.0,0,1615.14,0.0,0.0,0.0,0.0,0.001526,50.5642,0.0,48.4333,5.52288,0.0,0.0,10.2423,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1009.59,547.58001709,0.0,0.0,0.00153,0.0,30.8492,0.0,0.0,0.17395,0.0,0.0,0.0,52.5,12.1566,0.0,0.0,0.0,68.6821,0.0,846.071,0.0,,0.0,3.77496,0.0,5.9205,,0.0,0.0,0.0,,,,0.0,,13.947,21.84,121.8,170.138,0.0,43.98,,0.0,0.0,0.00916,0.0
2025-01-06 01:10:00,43.1965,2030.9,0.0,0.0,96.56,14.661,0.0,0.0,0.0,0.0,0.0,0.63859,96.0643,15.2998,0.0,2.15,0.0,0,1613.4,0.0,0.0,0.0,0.0,0.001526,45.7343,0.0,44.1359,9.16332,0.0,0.0,10.0392,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1013.66,463.170013428,0.0,0.0,0.00153,0.0,33.0373,0.0,0.0,0.12371,0.0,0.0,0.0,52.6,9.47585,0.0,0.0,0.0,70.136,0.0,874.026,0.0,,0.0,3.57281,0.0,6.69322,,0.0,0.0,0.0,,,,0.0,,13.947,21.84,120.81,156.361,0.0,43.39,,0.0,0.0,0.00916,0.0
2025-01-06 01:15:00,41.5998,2026.43,0.0,0.0,93.88,20.1432,0.0,0.0,0.0,0.0,0.0,0.81483,91.6767,15.499,0.0,0.86,0.0,0,1610.42,0.0,0.0,0.0,0.0,0.001526,43.6943,0.0,49.1316,11.0526,0.0,0.0,10.1561,0.0,0.0,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,1013.66,420.190002441,0.0,0.0,0.00153,0.0,32.2591,0.0,0.0,0.14381,0.0,0.0,0.0,52.3,6.49851,0.0,0.0,0.0,67.631,0.0,899.564,0.0,,0.0,3.64312,0.0,7.73449,,0.0,0.0,0.0,,,,0.0,,14.633,21.87,120.25,139.574,0.0,43.63,,0.0,0.0,0.00916,0.0
