SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY
2023-11-13 00:00:00,0.18128,0.0,0.1,0.0,0.0,0.0,318.4,0.0,0.0,0.0,0.0,0.51634,269.73,0.0,0.0,0.0,603.754,0.0,0,0.0,1029.61,0.0,,0.0,0.0,0.0,-0.111,53.3525,0.0,0.0,20.51,749.515,0.0,0.0,0.009,0.0,46.8188,96.6902,0.02,845.075,0.0,0.0,0.0,0.0,33.0,0.0,15.3,0.0,0.0,0.0,0.0,919.049,-0.58,1044.8,437.125,0.0,0.0,0.0,0.0,199.38,0.0,0.0,0.0,115.66,125.762,0.0,,0.03197,0.0,133.6,0.0
2023-11-13 00:05:00,0.18128,0.0,0.1,0.0,0.0,0.0,321.9,0.0,0.0,0.0,0.0,0.51634,266.32,0.0,0.0,0.0,595.703,0.0,0,0.0,1048.56,0.0,,0.0,0.0,0.0,-0.111,54.02,0.0,0.0,20.56,749.75,0.0,0.0,0.009,0.0,46.7625,94.3718,0.02,849.745,0.0,0.0,0.0,0.0,34.1,0.0,14.2,0.0,0.0,0.0,0.0,958.054,-0.58,1047.1,441.437,0.0,0.0,0.0,0.0,202.04,0.0,0.0,0.0,114.81,124.421,0.0,,0.03197,0.0,138.7,3.74618
2023-11-13 00:10:00,0.18128,0.0,0.1,0.0,0.0,0.0,321.9,0.0,0.0,0.0,0.0,0.51634,266.86,0.0,0.0,0.0,580.753,0.0,0,0.0,1047.79,0.0,,0.0,0.0,0.0,-0.111,60.995,0.0,0.0,20.07,750.405,0.0,0.0,0.009,0.0,46.8938,93.6264,0.02,851.484,0.0,0.0,0.0,0.0,32.7,0.0,14.2,0.0,0.0,0.0,0.0,1003.22,-0.58,1047.7,441.437,0.0,0.0,0.0,0.0,201.05,0.0,0.0,0.0,115.21,120.935,0.0,,0.03197,0.0,140.4,3.51427
2023-11-13 00:15:00,0.18128,0.0,0.1,0.0,0.0,0.0,320.3,0.0,0.0,0.0,0.0,0.51634,267.7,0.0,0.0,0.0,563.911,0.0,0,0.0,1047.43,0.0,,0.0,0.0,0.0,-0.111,53.26,0.0,0.0,20.57,743.254,0.0,0.0,0.009,0.0,47.0063,81.961,0.02,849.15,0.0,0.0,0.0,0.0,38.4,0.0,14.2,0.0,0.0,0.0,0.0,979.6,-0.58,1041.6,439.937,0.0,0.0,0.0,0.0,201.38,0.0,0.0,0.0,114.1,119.521,0.0,,0.03197,0.0,138.7,3.10021
2023-11-13 00:20:00,0.18128,0.0,0.0,0.0,0.0,0.0,318.3,0.0,0.0,0.0,0.0,0.51634,268.79,0.0,0.0,0.0,550.319,0.0,0,0.0,1040.77,0.0,,0.0,0.0,0.0,-0.111,53.285,0.0,0.0,20.66,746.88,0.0,0.0,0.009,0.0,44.5312,87.6421,0.02,847.761,0.0,0.0,0.0,0.0,39.1,0.0,14.2,0.0,0.0,0.0,0.0,957.259,-0.58,1025.2,439.188,0.0,0.0,0.0,0.0,200.52,0.0,0.0,0.0,114.96,122.535,0.0,,0.03197,0.0,148.9,0.05698
2023-11-13 00:25:00,0.18128,0.0,0.0,0.0,0.0,0.0,323.3,0.0,0.0,0.0,0.0,0.51634,269.78,0.0,0.0,0.0,543.509,0.0,0,0.0,1051.62,0.0,,0.0,0.0,0.0,-0.111,53.7125,0.0,0.0,20.66,745.89,0.0,0.0,0.009,0.0,44.4187,84.0704,0.02,848.28,0.0,0.0,0.0,0.0,30.7,0.0,14.2,0.0,0.0,0.0,0.0,928.727,-0.58,1022.1,441.062,0.0,0.0,0.0,0.0,201.74,0.0,0.0,0.0,115.26,122.782,0.0,,0.03197,0.0,151.9,0.0
2023-11-13 00:30:00,0.18128,0.0,0.0,0.0,0.0,0.0,322.2,0.0,0.0,0.0,0.0,0.51634,263.72,0.0,0.0,0.0,534.623,0.0,0,0.0,1046.09,0.0,,0.0,0.0,0.0,-0.111,53.8375,0.0,0.0,20.09,747.652,0.0,0.0,0.009,0.0,44.5125,85.9423,0.02,848.875,0.0,0.0,0.0,0.0,31.9,0.0,14.2,0.0,0.0,0.0,0.0,924.586,-0.58,1044.7,441.25,0.0,0.0,0.0,0.0,201.92,0.0,0.0,0.0,114.35,116.051,0.0,,0.03197,0.0,155.1,3.00651
2023-11-13 00:35:00,0.18128,0.0,0.0,0.0,0.0,0.0,324.7,0.0,0.0,0.0,0.0,0.51634,258.2,0.0,0.0,0.0,534.02,0.0,0,0.0,1047.94,0.0,,0.0,0.0,0.0,-0.111,54.1925,0.0,0.0,18.77,747.652,0.0,0.0,0.009,0.0,44.4,91.263,0.02,846.998,0.0,0.0,0.0,0.0,33.2,0.0,14.2,0.0,0.0,0.0,0.0,927.919,-0.58,1024.3,442.0,0.42603,0.0,0.0,0.0,201.69,0.0,0.0,0.0,115.36,107.922,0.0,,0.03197,0.0,158.9,3.76122
2023-11-13 00:40:00,0.18128,0.0,0.0,0.0,0.0,0.0,324.5,0.0,0.0,0.0,0.0,0.51634,264.13,0.0,0.0,0.0,529.665,0.0,0,0.0,1052.45,0.0,,0.0,0.0,0.0,-0.111,54.1025,0.0,0.0,17.14,745.89,0.0,0.0,0.009,0.0,44.4937,90.878,0.02,851.85,0.0,0.0,0.0,0.0,30.5,0.0,14.2,0.0,0.0,0.0,0.0,932.264,-0.58,1021.6,441.812,0.13096,0.0,0.0,0.0,201.13,0.0,0.0,0.0,114.86,111.255,0.0,,0.03197,0.0,160.5,3.75494
2023-11-13 00:45:00,0.18128,0.0,0.0,0.0,0.0,0.0,323.2,0.0,0.0,0.0,0.0,0.51634,263.08,0.0,0.0,0.0,523.432,0.0,0,0.0,1047.42,0.0,,0.0,0.0,0.0,-0.111,53.755,0.0,0.0,17.58,743.137,0.0,0.0,0.009,0.0,44.4937,79.5034,0.02,850.416,0.0,0.0,0.0,0.0,30.9,0.0,14.2,0.0,0.0,0.0,0.0,924.42,-0.58,1025.9,440.688,0.0,0.0,0.0,0.0,200.49,0.0,0.0,0.0,114.6,116.213,0.0,,0.03197,0.0,153.0,3.37494
