SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB,WUNUSF,MOKOSF,KERNGSP
2025-03-31 00:00:00,0.0,108.1,,0.0,46.843,125.914,,0.0,35.0,53.09,-0.06,0.0,64.8356,161.3,0.0,0,7.1,201.45,102.88,62.66,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,893.0,907.5,123.851,0.02,7.59,262.66,0.0,85.06,97.7538,62.8,0.0,62.99,0.0,0.0,0.0,43.8,100.6,0.0,15.27,474.24,,0.0,179.907,0.0,0.0,0.0,676.75,24.1,0.0,87.75,14.8,87.0832,,,0.0,122.48,0.0,179.71,233.42,,0.0,0.0,0.0
2025-03-31 00:05:00,0.0,97.2,,0.0,48.63,128.527,,0.0,36.3,53.21,-0.05,0.0,65.5237,161.7,0.0,0,5.9,196.78,102.84,60.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,945.0,918.375,127.644,0.02,8.145,254.68,0.0,81.99,99.2584,63.4,0.0,176.32,0.0,0.0,0.0,44.4,103.7,0.0,15.04,483.07,,0.0,178.413,0.0,0.0,0.0,674.062,25.1,0.0,85.05,14.8,88.011,,,0.0,116.3,0.0,176.07,220.38,,0.0,0.0,0.0
2025-03-31 00:10:00,0.0,105.8,,0.0,50.85,142.626,,0.0,35.9,53.16,-0.06,0.0,64.0082,161.2,0.0,0,6.0,193.75,102.68,56.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,907.0,893.625,135.141,0.02,7.815,254.78,0.0,88.84,95.7671,60.0,0.0,175.91,0.0,0.0,0.0,43.7,98.5,0.0,13.42,483.72,,0.0,177.881,0.0,0.0,0.0,672.406,24.9,0.0,87.81,15.4,89.8604,,,0.0,109.12,0.0,181.38,208.79,,0.0,0.0,0.0
2025-03-31 00:15:00,0.0,102.6,,0.0,57.922,149.944,,0.0,36.7,53.05,-0.05,0.0,64.5509,162.3,0.0,0,6.7,181.81,102.68,56.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,907.0,848.625,138.418,0.02,7.395,247.48,0.0,83.7,94.026,64.2,0.0,25.4,0.0,0.0,0.0,43.3,102.2,0.0,1.19,490.22,,0.0,177.104,0.0,0.0,0.0,675.969,26.6,0.0,87.88,14.4,0.72328,,,0.0,115.72,0.0,175.14,208.24,,0.0,0.0,0.0
2025-03-31 00:20:00,0.0,95.9,,0.0,63.825,142.943,,0.0,37.0,53.0,-0.05,0.0,65.5073,162.3,0.0,0,6.7,161.07,102.72,55.97,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,815.625,150.852,0.02,8.13,248.7,0.0,86.32,98.2528,62.7,0.0,193.4,0.0,0.0,0.0,40.4,103.4,0.0,0.0,485.98,,0.0,177.69,0.0,0.0,0.0,672.906,26.1,0.0,98.42,18.1,0.0,,,0.0,119.28,0.0,170.77,224.7,,0.0,0.0,0.0
2025-03-31 00:25:00,0.0,86.4,,0.0,61.001,141.338,,0.0,38.1,53.04,-0.05,0.0,66.1463,161.9,0.0,0,6.8,148.17,102.48,59.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,907.0,909.375,157.134,0.02,8.235,260.39,0.0,82.02,98.3581,66.2,0.0,6.9,0.0,0.0,0.0,39.3,100.2,0.0,24.74,484.97,,0.0,178.559,0.0,0.0,0.0,677.344,25.6,0.0,98.29,18.3,91.4778,,,0.0,112.66,0.0,174.15,232.66,,0.0,0.0,0.0
2025-03-31 00:30:00,0.0,97.3,,0.0,65.246,135.906,,0.0,37.3,53.01,-0.05,0.0,63.9713,161.2,0.0,0,6.4,136.51,102.48,59.08,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,890.0,900.0,161.09,0.02,8.865,257.39,0.0,73.25,99.5926,64.9,0.0,51.08,0.0,0.0,0.0,41.1,106.3,0.0,21.38,480.57,,0.0,177.367,0.0,0.0,0.0,672.531,25.4,0.0,95.62,21.5,88.1575,,,0.0,96.92,0.0,169.97,238.75,,0.0,0.0,0.0
2025-03-31 00:35:00,0.0,100.4,,0.0,62.854,132.787,,0.0,34.6,53.13,-0.05,0.0,63.8443,162.4,0.0,0,6.6,135.32,79.68,61.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,907.0,904.125,168.019,0.02,8.925,249.55,0.0,69.36,98.6389,67.6,0.0,0.3,0.0,0.0,0.0,43.2,103.5,0.0,20.12,485.31,,0.0,178.064,0.0,0.0,0.0,676.281,23.4,0.0,99.21,22.2,87.4861,,,0.0,93.26,0.0,168.57,239.61,,0.0,0.0,0.0
2025-03-31 00:40:00,0.0,93.7,,0.0,57.294,127.788,,0.0,35.1,52.98,-0.05,0.0,65.7879,162.0,0.0,0,6.9,133.96,52.52,60.78,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,894.0,915.375,160.679,0.02,9.585,255.18,0.0,59.03,98.9441,68.7,0.0,0.0,0.0,0.0,0.0,44.9,101.8,0.0,18.8,488.44,,0.0,176.68,0.0,0.0,0.0,674.656,24.3,0.0,101.83,21.5,87.6143,,,0.0,96.48,0.0,171.82,239.96,,0.0,0.0,0.0
2025-03-31 00:45:00,0.0,97.1,,0.0,67.525,122.808,,0.0,34.6,53.1,-0.05,0.0,63.617,161.4,0.0,0,6.8,130.8,52.2,61.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,896.0,918.375,150.569,0.02,10.59,250.57,0.0,59.53,97.8622,72.3,0.0,19.1,0.0,0.0,0.0,43.0,103.0,0.0,19.73,479.03,,0.0,176.581,0.0,0.0,0.0,672.969,27.0,0.0,106.92,17.9,85.1423,,,0.0,97.7,0.0,180.35,239.82,,0.0,0.0,0.0
