SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB
2024-01-01 00:00:00,137.794,1653.65,0.0,0.0,18.53,96.5001,0.0,0.0,31.1294,0.0,0.0,120.706,15.1461,119.1,0.0,26.12,0.0,0,2068.23,0.0,0.0,0.0,0.0,0.001526,64.574,0.0,98.5489,41.2385,0.0,0.0,4.11752,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,351.946,0.0,0.0,0.0,0.00153,0.0,255.441,0.0,0.0,0.2041,0.0,168.539,0.0,47.0,135.249,0.0,0.0,0,39.8938,0.0,899.149,0.0,17.1035,0.0,16.9236,0.0,158.831,4.69543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0614,-0.24,23.88,149.98,0.0,0.0,0.0
2024-01-01 00:05:00,134.895,1679.02,0.0,0.0,19.52,97.9109,0.0,0.0,34.6685,0.0,0.0,116.417,13.276,119.998,0.0,25.55,0.0,0,2089.86,0.0,0.0,0.0,0.0,0.001526,62.794,0.0,102.186,39.377,0.0,0.0,4.11752,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,358.172,0.0,0.0,0.0,0.00153,0.0,255.615,0.0,0.0,0.25433,0.0,201.081,0.0,46.9,137.974,0.0,0.0,0,38.1433,0.0,899.564,0.0,10.9099,0.0,22.8475,0.0,157.964,2.48546,0.0,0.0,0.0,1.07518,1.36828,6.82344,0.0,0.0,14.0614,-0.25,24.09,148.058,0.0,0.0,0.0
2024-01-01 00:10:00,131.694,1687.1,0.0,0.0,22.62,96.6215,0.0,0.0,31.9145,0.0,0.0,107.175,14.0975,122.197,0.0,25.19,0.0,0,2080.95,0.0,0.0,0.0,0.0,0.001526,68.114,0.0,99.6788,39.6571,0.0,0.0,3.97294,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,361.517,0.0,0.0,0.0,0.00153,0.0,255.486,0.0,0.0,0.21414,0.0,228.015,0.0,47.1,137.458,0.0,0.0,0,36.9677,0.0,950.42,0.0,3.1098,0.0,17.0291,0.0,159.037,0.81349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0614,-0.24,24.27,143.164,0.0,0.0,0.0
2024-01-01 00:15:00,124.998,1653.89,0.0,0.0,23.69,87.8425,0.0,0.0,34.8013,0.0,0.0,106.525,13.8668,120.299,0.0,26.26,0.0,0,2065.33,0.0,0.0,0.0,0.0,0.001526,68.8139,0.0,96.2192,40.7117,0.0,0.0,3.85604,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,349.48,0.0,0.0,0.0,0.00153,0.0,259.24,0.0,0.0,0.19405,0.0,223.378,0.0,47.1,138.567,0.0,0.0,0,41.6663,0.0,909.525,0.0,0.0,0.0,17.073,0.0,159.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6612,-0.22,24.04,134.299,0.0,0.0,0.0
2024-01-01 00:20:00,121.696,1643.52,0.0,0.0,25.54,92.1001,0.0,0.0,42.3991,0.0,0.0,106.381,15.3671,126.698,0.0,25.87,0.0,0,2025.53,0.0,0.0,0.0,0.0,0.001526,71.4739,0.0,93.8071,40.9917,0.0,0.0,4.00062,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,346.526,0.0,0.0,0.0,0.00153,0.0,259.835,0.0,0.0,0.25433,0.0,121.981,0.0,47.0,138.567,0.0,0.0,0,42.1717,0.0,849.318,0.0,0.0,0.0,16.1502,0.0,159.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6612,-0.24,24.03,125.997,0.0,0.0,0.0
2024-01-01 00:25:00,130.394,1654.75,0.0,0.0,27.03,97.3918,0.0,0.0,39.778,0.0,0.0,110.738,15.6869,120.299,0.0,26.48,0.0,0,2067.43,0.0,0.0,0.0,0.0,0.001526,81.1138,0.0,91.8456,42.808,0.0,0.0,4.00062,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,351.873,0.0,0.0,0.0,0.00153,0.0,259.725,0.0,0.0,0.2041,0.0,102.724,0.0,47.0,139.908,0.0,0.0,0,37.6086,0.0,801.904,0.0,0.01582,0.0,18.0574,0.0,159.727,0.0145,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,13.6612,-0.23,23.84,115.193,0.0,0.0,0.0
2024-01-01 00:30:00,133.498,1653.7,0.0,0.0,30.1,97.2202,0.0,0.0,33.7505,0.0,0.0,108.458,17.1359,121.498,0.0,25.46,0.0,0,2085.08,0.0,0.0,0.0,0.0,0.001526,85.8637,0.0,89.9413,42.4144,0.0,0.0,3.94217,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,350.799,0.0,0.0,0.0,0.00153,0.0,259.496,0.0,0.0,0.19405,0.0,23.4292,0.0,47.0,141.347,0.0,0.0,0,40.1099,0.0,844.679,0.0,0.01024,0.0,13.865,0.0,158.571,0.0105,0.0,0.0,0.0,0.43815,0.0,0.09421,0.0,0.0,13.6612,-0.23,24.18,120.033,0.0,0.0,0.0
2024-01-01 00:35:00,139.595,1700.89,0.0,0.0,28.45,96.542,0.0,0.0,31.3286,0.0,0.0,111.772,17.0663,120.299,0.0,26.32,0.0,0,2077.78,0.0,0.0,0.0,0.0,0.001526,82.3238,0.0,99.4058,41.156,0.0,0.0,3.88373,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,350.237,0.0,0.0,0.0,0.00153,0.0,258.901,0.0,0.0,0.23424,0.0,1.33488,0.0,47.1,141.281,0.0,0.0,0,36.8066,0.0,797.07,0.0,5.66206,0.0,16.0447,0.0,159.008,4.79843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6612,-0.22,23.98,115.591,0.0,0.0,0.0
2024-01-01 00:40:00,139.598,1751.14,0.0,0.0,30.07,97.1532,0.0,0.0,28.3793,0.0,0.0,106.839,14.3465,120.396,0.0,25.66,0.0,0,2074.04,0.0,0.0,0.0,0.0,0.001526,88.6836,0.0,94.7847,41.4464,0.0,0.0,3.91449,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,346.429,0.0,0.0,0.0,0.00153,0.0,259.387,0.0,0.0,0.184,0.0,0.0,0.0,47.3,141.127,0.0,0.0,0,37.29,0.0,735.447,0.0,5.62669,0.0,12.6696,0.0,159.948,4.94742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6612,-0.23,24.16,120.613,0.0,0.0,0.0
2024-01-01 00:45:00,135.396,1788.08,0.0,0.0,29.2,96.4227,0.0,0.0,28.7036,0.0,0.0,96.817,18.9169,125.096,0.0,26.13,0.0,0,2059.49,0.0,0.0,0.0,0.0,0.001526,76.9238,0.0,95.6543,43.2563,0.0,0.0,3.91449,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,346.551,0.0,0.0,0.0,0.00153,0.0,259.103,0.0,0.0,0.2041,0.0,0.0,0.0,47.1,140.644,0.0,0.0,0,34.4482,0.0,696.774,0.0,5.43867,0.0,14.2517,0.0,158.34,1.01048,0.0,0.0,0.0,0.0,0.0,0.01944,0.0,0.0,13.3183,-0.24,24.02,127.048,0.0,0.0,0.0
