SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB
2024-09-30 00:00:00,0.0,11.3,,0.0,48.768,144.353,2.32,34.52,8.1,0.0,0.0,0.0,6.90816,174.7,0.0,0,7.3,231.74,120.2,29.54,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,20.3,0.0,1914.0,1080.38,154.3,0.0,15.33,102.19,0.0,103.31,68.894,57.4,0.0,173.6,0.0,0.0,0.0,36.7,91.4,0.9,28.27,181.26,0.0,0.0,75.033,0.0,0.0,54.2,1032.6,14.4,0.0,27.1,16.4,69.4438,,,0.0,156.02,0.0,114.6,0.0,
2024-09-30 00:05:00,0.0,9.7,,0.0,44.709,146.612,0.0,33.72,8.0,0.0,0.0,0.0,7.62189,173.8,0.0,0,7.3,229.53,119.84,30.4,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,20.9,0.0,1878.0,1117.88,155.8,0.0,15.36,101.59,0.0,99.55,77.926,57.6,0.0,167.0,0.0,0.0,0.0,38.4,92.6,0.9,26.19,182.37,0.0,0.0,71.198,0.0,0.0,54.3,1031.6,14.7,0.0,26.82,17.7,74.5159,,,0.0,155.38,0.0,115.51,0.0,
2024-09-30 00:10:00,0.0,8.9,,0.0,43.428,150.317,0.0,36.25,8.0,0.03,0.0,0.0,9.61536,173.1,0.0,0,7.3,228.93,119.92,27.81,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,19.7,0.0,1856.0,1098.75,154.2,0.0,15.54,100.64,0.0,97.81,85.9691,59.8,0.0,170.9,0.0,0.0,0.0,40.6,89.3,0.9,27.51,194.05,0.0,0.0,63.193,0.0,0.0,53.9,1032.82,14.2,0.0,28.58,16.7,75.9625,,,0.0,153.68,0.0,116.68,0.0,
2024-09-30 00:15:00,0.0,10.5,,0.0,43.258,157.476,0.0,34.46,6.8,0.0,0.0,0.0,12.9725,172.9,0.0,0,7.3,229.37,119.64,28.15,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,23.3,0.0,1861.0,1127.25,148.8,0.0,14.475,103.56,0.0,97.49,88.8089,61.8,0.0,172.9,0.0,0.0,0.0,38.5,91.0,0.9,28.71,196.89,0.0,0.0,63.576,0.0,0.0,53.9,1033.98,14.5,0.0,28.99,15.6,78.0926,,,0.0,157.6,0.0,115.5,0.0,
2024-09-30 00:20:00,0.0,12.9,,0.0,42.135,162.066,0.0,35.34,6.0,0.0,0.0,0.0,15.6826,172.8,0.0,0,7.3,227.11,119.68,26.29,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.6,0.0,1856.0,1044.75,146.5,0.0,14.385,103.37,0.0,98.31,87.579,72.6,0.0,162.1,0.0,0.0,0.0,38.7,88.8,0.9,29.0,192.77,0.0,0.0,62.44,0.0,0.0,53.9,1030.72,13.8,0.0,27.94,16.0,75.0347,,,0.0,156.32,0.0,119.1,0.0,
2024-09-30 00:25:00,0.0,11.9,,0.0,43.014,158.349,0.0,32.41,3.5,0.0,0.0,0.0,17.9876,173.5,0.0,0,7.3,227.87,119.68,23.78,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,27.5,0.0,1850.0,1015.12,154.6,0.0,13.455,96.95,0.0,99.14,93.2798,77.0,0.0,155.5,0.0,0.0,0.0,37.4,77.7,0.9,31.04,189.12,0.0,0.0,62.735,0.0,0.0,54.0,1031.69,12.1,0.0,28.23,17.2,76.0601,,,0.0,151.34,0.0,115.79,0.0,
2024-09-30 00:30:00,0.0,11.6,,0.0,44.184,154.852,0.0,29.92,3.2,0.0,0.0,0.0,15.9739,173.2,0.0,0,7.3,240.3,119.88,22.48,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.7,0.0,1861.0,1038.0,159.6,0.0,14.76,93.98,0.0,101.82,86.0546,78.4,0.0,153.0,0.0,0.0,0.0,38.8,74.2,0.9,31.9,179.06,0.0,0.0,64.602,0.0,0.0,54.0,1036.55,12.8,0.0,28.68,16.3,74.9309,,,0.0,145.86,0.0,113.86,0.0,
2024-09-30 00:35:00,0.0,13.7,,0.0,42.333,149.224,0.28,26.31,4.1,0.0,0.0,0.0,14.8521,174.5,0.0,0,7.0,252.9,119.92,20.95,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.9,0.0,1851.0,1023.75,159.8,0.0,15.03,99.52,0.0,103.87,80.2805,74.9,0.0,147.9,0.0,0.0,0.0,39.2,72.5,0.9,31.92,172.13,21.0,0.0,65.167,0.0,0.0,4.3,1036.92,10.9,0.0,29.54,15.7,75.3582,,,0.0,144.52,0.0,112.45,0.0,
2024-09-30 00:40:00,0.0,11.2,,0.0,36.175,144.427,0.07,21.37,4.6,0.0,0.0,0.0,17.7173,174.3,0.0,0,7.0,263.68,119.64,23.07,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,29.6,0.0,1829.0,1022.25,167.3,0.02,14.835,100.31,0.0,104.25,72.8904,71.1,0.0,145.8,0.0,0.0,0.0,36.9,72.3,0.9,31.33,162.63,21.7,0.0,67.858,0.0,0.0,0.0,1035.73,11.1,0.0,32.79,15.1,69.218,,,0.0,146.54,0.0,108.88,0.0,
2024-09-30 00:45:00,0.0,9.7,,0.0,33.422,140.624,0.0,18.05,5.6,0.0,0.0,0.0,17.2267,173.9,0.0,0,7.2,264.49,119.8,23.76,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.0,0.0,1842.0,1020.0,167.5,0.075,15.075,103.39,0.0,103.36,69.1916,72.1,0.0,132.7,0.0,0.0,0.0,37.6,71.8,0.9,30.81,152.66,0.0,0.0,68.379,0.0,0.0,0.0,1028.9,11.6,0.0,36.79,16.0,67.0207,,,0.0,149.26,0.0,106.43,0.0,
