SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY
2023-07-24 00:00:00,0.33234,0.0,0.1,56.28,0.0,0.0,642.1,0.0,0.0,0.0,0.0,0.0,372.72,0.0,0.0,0.0,256.317,0.0,0,0.0,541.16,0.0,11.4,0.0,0.0,0.0,-0.174,4.46,0.0,0.0,27.25,758.646,0.0,0.0,-0.003,0.0,46.8562,0.0,0.0,844.801,0.0,0.0,0.0,0.0,32.7,0.51433,-0.2,0.0,0.0,0.0,0.0,582.851,0.2175,1305.4,438.438,0.0,0.0,0.0,0.0,157.68,0.0,0.0,0.0,117.38,30.426,0.32967,,0.0,0.0,58.0,0.0
2023-07-24 00:05:00,0.33234,0.0,0.1,46.72,0.0,0.0,638.4,0.0,0.0,0.0,0.0,0.0,371.09,0.0,0.0,0.0,254.341,0.0,0,0.0,507.486,0.0,11.0,0.0,0.0,0.0,-0.174,4.655,0.0,0.0,27.24,765.26,0.0,0.0,-0.003,0.0,46.8188,0.0,0.0,842.954,0.0,0.0,0.0,0.0,28.1,0.51433,-0.2,0.0,0.0,0.0,0.0,581.236,0.2175,1306.0,440.688,5.25142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.68,50.04,0.32967,,0.0,0.0,58.7,0.0
2023-07-24 00:10:00,0.33234,0.0,0.1,36.6,0.0,0.0,639.5,0.0,0.0,0.0,0.0,0.0,364.63,0.0,0.0,0.0,258.363,0.0,0,0.0,501.915,0.0,11.3,0.0,0.0,0.0,-0.174,4.5675,0.0,0.0,25.27,764.706,0.0,0.0,-0.003,0.0,46.8,0.0,0.0,844.846,0.0,0.0,0.0,0.0,23.5,0.51433,-0.2,0.0,0.0,0.0,0.0,583.697,0.2175,1306.9,440.875,7.93071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.28,41.304,0.32967,,0.0,0.0,58.4,0.0
2023-07-24 00:15:00,0.33234,0.0,0.1,28.48,0.0,0.0,641.7,0.0,0.0,0.0,0.0,0.0,366.24,0.0,0.0,0.0,258.567,0.0,0,0.0,499.099,0.0,11.4,0.0,0.0,0.0,-0.174,4.5875,0.0,0.0,25.2,764.706,0.0,0.0,-0.003,0.0,46.8188,0.0,0.0,846.067,0.0,0.0,0.0,0.0,18.6,0.51433,-0.2,0.0,0.0,0.0,0.0,587.837,0.2175,1307.2,442.0,9.75263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.38,46.348,0.32967,,0.0,0.0,57.7,0.0
2023-07-24 00:20:00,0.33234,0.0,0.1,28.2,0.0,0.0,644.1,0.0,0.0,0.0,0.0,0.0,345.82,0.0,0.0,0.0,257.549,0.0,0,0.0,456.08,0.0,11.2,0.0,0.0,0.0,-0.174,4.5325,0.0,0.0,25.13,767.559,0.0,0.0,-0.003,0.0,46.8562,0.0,0.0,847.135,0.0,0.0,0.0,0.0,24.3,0.51433,-0.2,0.0,0.0,0.0,0.0,591.234,0.2175,1311.4,442.0,9.21677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.18,46.323,0.43595,,0.0,0.0,58.3,0.0
2023-07-24 00:25:00,0.33234,0.0,0.1,28.2,0.0,0.0,638.7,0.0,0.0,0.0,0.0,0.0,319.5,0.0,0.0,0.0,254.225,0.0,0,0.0,456.736,0.0,11.3,0.0,0.0,0.0,-0.174,4.6325,0.0,0.0,25.21,772.847,0.0,0.0,-0.003,0.0,46.8188,0.0,0.0,848.356,0.0,0.0,0.0,0.0,29.1,0.51433,-0.2,0.0,0.0,0.0,0.0,579.852,0.2175,1306.8,440.875,7.71637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.74,51.588,0.43595,,0.0,0.0,58.7,0.0
2023-07-24 00:30:00,0.33234,0.0,0.1,28.2,0.0,0.0,638.6,0.0,0.0,0.0,0.0,0.0,316.83,0.0,0.0,0.0,253.802,0.0,0,0.0,452.225,0.0,11.3,0.0,0.0,0.0,-0.174,4.4925,0.0,0.0,25.22,768.768,0.0,0.0,-0.003,0.0,46.7812,0.0,0.0,845.487,0.0,0.0,0.0,0.0,28.3,0.51433,-0.2,0.0,0.0,0.0,0.0,567.816,0.2175,1282.6,439.188,5.35859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.77,50.633,0.43595,,0.0,0.0,58.6,0.0
2023-07-24 00:35:00,0.33234,0.0,0.1,28.2,0.0,0.0,642.2,0.0,0.0,0.0,0.0,0.0,302.45,0.0,0.0,0.0,256.322,0.0,0,0.0,450.235,0.0,11.1,0.0,0.0,0.0,-0.174,4.4725,0.0,0.0,25.23,772.175,0.0,0.0,-0.003,0.0,46.8375,0.0,0.0,845.64,0.0,0.0,0.0,0.0,26.2,0.51433,-0.2,0.0,0.0,0.0,0.0,584.953,0.2175,1311.4,442.0,9.53829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.94,52.527,0.43595,,0.0,0.0,58.2,0.0
2023-07-24 00:40:00,0.33234,0.0,0.1,28.2,0.0,0.0,640.6,0.0,0.0,0.0,0.0,0.0,294.43,0.0,0.0,0.0,256.133,0.0,0,0.0,448.253,0.0,11.1,0.0,0.0,0.0,-0.174,4.4275,0.0,0.0,25.17,766.787,0.0,0.0,-0.003,0.0,46.95,0.0,0.0,846.082,0.0,0.0,0.0,0.0,22.8,0.51433,-0.2,0.0,0.0,0.0,0.0,580.493,0.2175,1307.6,442.0,8.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.83,38.656,0.59194,,0.0,0.0,58.6,0.0
2023-07-24 00:45:00,0.33234,0.0,0.1,28.2,0.0,0.0,639.4,0.0,0.0,0.0,0.0,0.0,288.49,0.0,0.0,0.0,252.899,0.0,0,0.0,443.529,0.0,11.1,0.0,0.0,0.0,-0.174,4.35,0.0,0.0,25.25,765.797,0.0,0.0,-0.003,0.0,47.3625,0.0,0.0,844.892,0.0,0.0,0.0,0.0,24.7,0.51433,-0.2,0.0,0.0,0.0,0.0,582.441,0.2175,1307.2,440.875,9.32395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.93,38.878,0.59194,,0.0,0.0,58.2,0.0
