SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF
2022-10-03 00:00:00,1.99366,2393.2,0.0,0,0.0,58.0516,0.0,0.0,0.0,0.0,0.0,33.4813,10.5538,14.4989,0.0,8.47,0.0,0,1199.53,0.0,0.0,0.0,0.0,0.001526,23.9046,0.0,24.2992,15.8967,0.0,0.0,55.1951,0.0,0.0,663.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.254,119.029998779,0.0,0.0,0.00153,0.0,124.555,0.0,0.0,0.13376,120.38,299.386,67.4,59.1,148.455,0.0,0.0,332,0.95583,0.0,1277.33,0.0,0.02513,0.0,2.42142,0.0,39.1113,0.0,0.05551
2022-10-03 00:05:00,0.59792,2365.0,0.0,0,0.0,59.8727,0.0,0.0,0.0,0.0,0.0,31.487,10.284,15.8972,0.0,8.2,0.0,0,1211.74,0.0,0.0,0.0,0.0,0.001526,25.0746,0.0,25.2894,15.9983,0.0,0.0,55.958,0.0,0.0,654.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.692,248.490005493,0.0,0.0,0.00153,0.0,118.393,0.0,0.0,0.12371,-0.87,206.105,67.7,59.1,155.058,0.0,0.0,366,1.84207,0.0,1280.14,0.0,0.00093,0.0,2.05228,0.0,34.7643,0.0,0.04968
2022-10-03 00:10:00,0.0,2340.54,0.0,0,0.0,57.3127,0.0,0.0,0.0,0.0,0.0,31.8288,11.1934,13.397,0.0,7.91,0.0,0,1241.18,0.0,0.0,0.0,0.0,0.001526,25.1646,0.0,24.9276,15.2572,0.0,0.0,56.1025,0.0,0.0,659.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.522,128.210006714,0.0,0.0,0.00153,0.0,114.392,0.0,0.0,0.15386,0.0,205.027,68.0,59.2,160.397,0.0,0.0,404,2.74479,0.0,1280.63,0.0,8.5736,0.0,1.61282,0.0,31.0643,0.0,0.04839
2022-10-03 00:15:00,0.0,2301.99,0.0,0,0.0,58.9936,0.0,0.0,0.0,0.0,0.0,31.8593,12.8743,14.2998,0.0,8.1,0.0,0,1259.52,0.0,0.0,0.0,0.0,0.001526,25.4546,0.0,23.7025,14.6129,0.0,0.0,55.4012,0.0,0.0,656.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.669,132.440002441,0.0,0.0,0.00153,0.0,110.41,0.0,0.0,0.13376,0.0,198.789,67.7,59.1,161.133,0.0,0.0,400,3.20256,0.0,1276.38,0.0,12.3601,0.0,1.4634,0.0,30.7469,0.0,0.05696
2022-10-03 00:20:00,0.0,2307.8,0.0,0,0.0,58.9622,0.0,0.0,0.0,0.0,0.0,31.4977,12.264,14.9989,0.0,8.34,0.0,0,1250.31,0.0,0.0,0.0,0.0,0.001526,22.3747,0.0,27.7587,15.0644,0.0,0.0,55.7211,0.0,0.0,665.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.695,137.399993896,0.0,0.0,0.00153,0.0,109.458,0.0,0.0,0.08352,0.0,209.162,68.3,59.2,168.439,0.0,0.0,399,3.5285,0.0,1277.09,0.0,0.00093,0.0,1.71829,0.0,29.1673,0.0,0.05031
2022-10-03 00:25:00,0.0,2309.07,0.0,0,0.0,60.9738,0.0,0.0,0.0,0.0,0.0,30.2159,11.7244,13.397,0.0,8.58,0.0,0,1263.79,0.0,0.0,0.0,0.0,0.001526,21.5047,0.0,25.2196,14.3391,0.0,0.0,56.5148,0.0,0.0,659.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.523,96.9899978638,0.0,0.0,0.00153,0.0,108.707,0.0,0.0,0.15386,0.0,208.534,67.8,59.0,167.517,0.0,0.0,406,2.7924,0.0,1276.97,0.0,0.00093,0.0,1.41946,0.0,27.5376,0.0015,0.05124
2022-10-03 00:30:00,0.0,2278.28,0.0,0,0.0,61.3213,0.0,0.0,0.0,0.0,0.0,26.9551,12.7437,14.698,0.0,9.5,0.0,0,1287.15,0.0,0.0,0.0,0.0,0.001526,22.1347,0.0,23.8358,12.5673,0.0,0.0,55.6626,0.0,0.0,655.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.352,24.8999996185,0.0,0.0,0.00153,0.0,118.824,0.0,0.0,0.14381,0.0,198.236,67.2,58.9,169.868,0.0,0.0,402,2.32914,0.0,1280.12,0.0,0.86658,0.0,1.65676,0.0,24.2966,0.0005,0.04956
2022-10-03 00:35:00,0.0,2248.13,0.0,0,0.0,62.5102,0.0,0.0,0.0,0.0,0.0,24.1413,10.8943,14.4989,0.0,8.88,0.0,0,1283.98,0.0,0.0,0.0,0.0,0.001526,21.9247,0.0,19.8621,12.6379,0.0,0.0,55.9856,0.0,0.0,644.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.449,227.380004883,0.0,0.0,0.00153,0.0,122.467,0.0,0.0,0.12371,0.0,100.899,67.8,59.0,170.428,0.0,0.0,401,2.23392,0.0,1278.77,0.0,13.168,0.0,1.55129,0.0,23.9451,0.0,0.04778
2022-10-03 00:40:00,0.0,2247.5,0.0,0,0.0,63.965,0.0,0.0,0.0,0.0,0.0,23.6225,11.3936,13.397,0.0,7.61,0.0,0,1285.91,0.0,0.0,0.0,0.0,0.001526,21.2447,0.0,16.72,12.58,0.0,0.0,56.1917,0.0,0.0,642.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.475,188.050003052,0.0,0.0,0.00153,0.0,122.806,0.0,0.0,0.12371,0.0,105.248,67.8,59.2,172.746,0.0,0.0,407,2.75029,0.0,1276.53,0.0,21.4615,0.0,1.19973,0.0,23.7571,0.0005,0.04961
2022-10-03 00:45:00,0.0,2284.97,0.0,0,0.0,66.1336,0.0,0.0,0.0,0.0,0.0,22.8611,11.6829,13.698,0.0,7.54,0.0,0,1315.89,0.0,0.0,0.0,0.0,0.001526,21.5547,0.0,16.136,11.8294,0.0,0.0,55.0197,0.0,0.0,637.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.793,59.4599990845,0.0,0.0,0.00153,0.0,117.89,0.0,0.0,0.15386,0.0,102.937,67.9,59.0,174.559,0.0,0.0,408,2.41154,0.0,1275.11,0.0,14.836,0.0,1.32277,0.0,22.9929,0.0025,0.05498
2022-10-03 00:50:00,0.0,2257.85,0.0,0,0.0,67.1509,0.0,0.0,0.0,0.0,0.0,22.2263,11.6536,11.4987,0.0,7.49,0.0,0,1290.13,0.0,0.0,0.0,0.0,0.001526,20.7347,0.0,13.781,11.6945,0.0,0.0,55.5181,0.0,0.0,632.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.328,118.150001526,0.0,0.0,0.00153,0.0,114.191,0.0,0.0,0.14381,0.0,101.831,67.9,59.0,174.724,0.0,0.0,404,2.27054,0.0,1274.09,0.0,17.5149,0.0,0.98,0.0,22.3264,0.0025,0.0528
2022-10-03 00:55:00,0.0,2233.95,0.0,0,0.0,68.4236,0.0,0.0,0.0,0.0,0.0,19.4934,12.5533,10.2995,0.0,7.56,0.0,0,1284.35,0.0,0.0,0.0,0.0,0.001526,20.5347,0.0,11.4577,10.1948,0.0,0.0,55.4288,0.0,0.0,639.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.768,94.2099990845,0.0,0.0,0.00153,0.0,113.651,0.0,0.0,0.13376,0.0,99.9663,67.6,59.2,172.735,0.0,0.0,404,2.27054,0.0,1275.19,0.0,10.653,0.0,0.75148,0.0,20.9079,0.0015,0.05128
2022-10-03 01:00:00,0.0,2207.72,0.0,0,0.0,67.0127,0.0,0.0,0.0,0.0,0.0,19.8871,11.8343,7.79927,0.0,7.08,0.0,0,1275.9,0.0,0.0,0.0,0.0,0.001526,21.3947,0.0,8.53773,9.3236,0.0,0.0,56.2779,0.0,0.0,635.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.89,80.1399993896,0.0,0.0,0.00153,0.0,112.717,0.0,0.0,0.13376,0.0,96.2716,67.3,58.9,171.483,0.0,0.0,399,1.46487,0.0,1280.43,0.0,0.0,0.0,0.0,0.0,21.3779,0.0,0.05003
2022-10-03 01:05:00,0.0,2180.04,0.0,0,0.0,71.7225,0.0,0.0,0.0,0.0,0.0,16.4767,11.5145,7.9984,0.0,6.21,0.0,0,1245.01,0.0,0.0,0.0,0.0,0.001526,22.5347,0.0,6.76353,8.43491,0.0,0.0,55.1643,0.0,0.0,639.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.011,200.520004272,0.0,0.0,0.00153,0.0,110.813,0.0,0.0,0.14381,0.0,79.33,67.9,59.2,171.626,0.0,0.0,371,1.17555,0.0,1274.7,0.0,11.1407,0.0,0.0,0.0,22.2385,0.0,0.05317
