SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS,MCINTYR,TULLYSM1,KINGASF
2024-09-23 00:00:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,600.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,624.675,0.0,9.588,0.0,0.0,0.0,-0.11,85.8325,0.0,0.0,33.43,701.224,0.0,0.0,0.037,0.0,32.1188,57.0593,0.0,781.017,0.0,21.0300006866,0.0,0.0,41.8,0.0,4.3,0.0,0.0,0.0,0.0,1163.77,0.2175,675.2,396.25,,0.0,0.0,0.0,195.55,0.0,0.0,0.0,115.41,74.209,0.0,,0.0,0.0,57.2,0.0,0.0,0.03064,0.0,9.984,0.0
2024-09-23 00:05:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,604.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,658.164,0.0,9.705,0.0,0.0,0.0,-0.11,86.205,0.0,0.0,34.82,705.739,0.0,0.0,0.037,0.0,35.6438,53.93,0.0,780.3,0.0,103.980003357,0.0,0.0,41.7,0.0,4.3,0.0,0.0,0.0,0.0,1160.36,0.2175,677.6,400.375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.6,80.199,0.0,,0.0,0.0,59.8,-0.03593,-0.16034,0.03064,0.0,9.896,0.0
2024-09-23 00:10:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,601.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,684.968,0.0,9.57,0.0,0.0,0.0,-0.11,85.9375,0.0,0.0,35.47,701.896,0.0,0.0,0.037,0.0,35.7375,53.9197,0.0,777.644,0.0,26.9599990845,0.0,0.0,41.4,0.0,5.4,0.0,0.0,0.0,0.0,1167.64,0.2175,688.3,397.75,,0.0,0.0,0.0,29.23,0.0,0.0,0.0,114.35,81.23,0.0,,0.0,0.0,58.8,-0.14166,-0.06065,0.03064,0.0,9.924,0.0
2024-09-23 00:15:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,602.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,687.442,0.0,9.632,0.0,0.0,0.0,-0.11,86.145,0.0,0.0,36.08,701.896,0.0,0.0,0.037,0.0,35.7375,56.3896,0.0,779.613,0.0,4.90000009537,0.0,0.0,41.1,0.0,5.4,0.0,0.0,0.0,0.0,1160.47,0.2175,682.1,399.625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.55,86.461,0.0,,0.0,0.0,59.4,0.01499,-0.11886,0.03064,0.0,10.154,0.0
2024-09-23 00:20:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,600.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,684.482,0.0,9.589,0.0,0.0,0.0,-0.11,86.23,0.0,0.0,36.18,702.55,0.0,0.0,0.037,0.0,35.4563,54.1471,0.0,780.315,0.0,20.3299999237,0.0,0.0,41.6,0.0,6.5,0.0,0.0,0.0,0.0,1186.25,0.2175,680.3,399.438,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.01,90.13,0.0,,0.0,0.0,57.5,0.0,-0.01038,0.03064,0.0,9.937,0.0
2024-09-23 00:25:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,600.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,681.55,0.0,9.571,0.0,0.0,0.0,-0.11,86.0975,0.0,0.0,35.36,703.658,0.0,0.0,0.037,0.0,35.475,52.6623,0.0,781.597,0.0,117.11000061,0.0,0.0,43.1,0.0,6.5,0.0,0.0,0.0,0.0,1160.01,0.2175,671.4,397.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.02,91.892,0.0,,0.0,0.0,54.5,0.0,0.0,0.03064,0.0,9.665,0.0
2024-09-23 00:30:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,624.367,0.0,9.597,0.0,0.0,0.0,-0.11,85.745,0.0,0.0,35.92,698.488,0.0,0.0,0.037,0.0,35.6625,51.3597,0.0,780.33,0.0,81.0400009155,0.0,0.0,41.7,0.0,6.5,0.0,0.0,0.0,0.0,1150.54,0.2175,672.5,397.938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7,93.847,0.0,,0.0,0.0,57.4,-0.62349,-0.44416,0.03064,0.0,10.039,0.0
2024-09-23 00:35:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,604.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,618.646,0.0,9.584,0.0,0.0,0.0,-0.11,86.155,0.0,0.0,35.84,705.857,0.0,0.0,0.037,0.0,35.7375,51.458,0.0,779.537,0.0,0.0,0.0,0.0,43.3,0.0,6.5,0.0,0.0,0.0,0.0,1158.5,0.2175,679.9,398.688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.81,85.527,0.0,,0.0,0.0,49.7,0.0,0.0,0.03064,0.0,10.025,0.0
2024-09-23 00:40:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,602.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,614.182,0.0,9.681,0.0,0.0,0.0,-0.11,86.32,0.0,0.0,35.1,705.303,0.0,0.0,0.037,0.0,35.6625,57.4689,0.0,777.706,0.0,34.5800018311,0.0,0.0,43.5,0.0,6.5,0.0,0.0,0.0,0.0,1162.56,0.2175,679.0,399.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.06,84.66,0.0,,0.0,0.0,49.5,0.48937,0.30609,0.03064,0.06832,9.889,0.0
2024-09-23 00:45:00,0.2115,0.0,0.0,0.0,0.0,0.0,0.0,601.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,610.88,0.0,9.507,0.0,0.0,0.0,-0.11,85.995,0.0,0.0,35.47,699.478,0.0,0.0,0.037,0.0,35.6062,60.1805,0.0,777.583,0.0,22.0900001526,0.0,0.0,43.8,0.0,9.1,0.0,0.0,0.0,0.0,1144.8,0.2175,671.2,397.188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.91,81.942,0.0,,0.0,0.0,48.7,-0.58135,-0.39472,0.03064,0.0,9.828,0.0
