SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF
2024-08-19 00:00:00,54.1954,2617.52,0.0,0.0,0.0,4.2231,0.0,0.0,0.0,0.0,0.0,15.5428,0.71778,7.39658,0.0,5.8,0.0,0,1377.02,0.0,0.0,0.0,0.0,0.001526,10.7448,0.0,32.9131,11.393,0.0,0.0,18.0097,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1387.3,484.269989014,0.0,0.0,0.00153,0.0,12.6574,0.0,0.0,0.2041,0.0,60.2286,30.9,11.0,85.6672,0.0,0.0,296.0,0.77272,0.0,1037.07,0.0,0.0,0.0,1.2173,0.0,45.37,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,15.1474,16.42,2.9,55.4436,0.0,45.35,,0.0
2024-08-19 00:05:00,50.095,2623.06,0.0,0.0,0.0,5.77314,0.0,0.0,0.0,0.0,0.0,16.3317,0.89845,7.69749,0.0,5.36,0.0,0,1376.97,0.0,0.0,0.0,0.0,0.001526,11.5048,0.0,29.7392,10.5924,0.0,0.0,18.1851,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1389.52,498.130004883,0.0,0.0,0.00153,0.0,13.0236,0.0,0.0,0.23424,0.0,62.2966,0.9,11.0,86.612,0.0,0.0,264.0,1.03639,0.0,1049.03,0.0,0.0,0.0,1.34914,0.0,47.7101,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,15.1474,16.72,2.6,63.0029,0.0,45.775,,0.0
2024-08-19 00:10:00,46.8987,2626.33,0.0,0.0,0.0,8.34362,0.0,0.0,0.0,0.0,0.0,16.936,1.15846,9.49851,0.0,5.22,0.0,0,1376.27,0.0,0.0,0.0,0.0,0.001526,11.9548,0.0,27.6064,12.2293,0.0,0.0,18.0682,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1392.38,411.799987793,0.0,0.0,0.00153,0.0,14.1863,0.0,0.0,0.184,0.0,113.898,0.0,11.0,82.0087,0.0,0.0,227.0,0.95216,0.0,1005.69,0.0,0.00093,0.0,1.19094,0.0,48.9943,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,15.1474,16.78,2.92,68.4231,0.0,45.6,,0.0
2024-08-19 00:15:00,44.1994,2616.18,0.0,0.0,0.0,11.0816,0.0,0.0,0.0,0.0,0.0,15.2422,0.6067,8.39666,0.0,5.41,0.0,0,1377.24,0.0,0.0,0.0,0.0,0.001526,12.8748,0.0,26.2353,12.1912,0.0,0.0,18.0959,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1386.01,437.019989014,0.0,0.0,0.00153,0.0,14.3694,0.0,0.0,0.17395,0.0,98.5388,0.0,11.0,83.7446,0.0,0.0,189.0,1.20851,0.0,1016.78,0.0,0.0,0.0,1.41067,0.0,52.3452,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,15.1474,16.8,2.97,65.5408,0.0,45.725,,0.0
2024-08-19 00:20:00,44.5955,2620.96,0.0,0.0,0.0,13.1518,0.0,0.0,0.0,0.0,0.0,15.4681,1.06691,7.69749,0.0,4.95,0.0,0,1377.49,0.0,0.0,0.0,0.0,0.001526,13.0548,0.0,25.683,12.219,0.0,0.0,18.2127,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1390.48,478.510009766,0.0,0.0,0.00153,0.0,17.821,0.0,0.0,0.19405,0.0,77.2091,0.0,11.0,82.613,0.0,0.0,132.0,1.44656,0.0,1004.21,0.0,0.0,0.0,1.53371,0.0,53.5451,0.0235,0.0,0.0,0.0,0.07028,,,0.0,0.0,14.7473,16.47,3.22,64.4894,0.0,45.4,,0.0
2024-08-19 00:25:00,47.2966,2627.02,0.0,0.0,0.0,15.3518,0.0,0.0,0.0,0.0,0.0,14.6487,1.33791,7.9984,0.0,4.66,0.0,0,1376.95,0.0,0.0,0.0,0.0,0.001526,13.9248,0.0,24.9657,13.6036,0.0,0.0,18.1543,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1391.16,521.859985352,0.0,0.0,0.00153,0.0,22.0233,0.0,0.0,0.23424,0.0,51.1415,0.0,11.1,80.3278,0.0,0.0,31.0,1.56741,0.0,1019.66,0.0,0.0,0.0,1.09425,0.0,54.5596,0.0,0.0,0.0,0.0,0.27066,,,0.0,0.0,14.7473,16.83,3.57,66.5197,0.0,45.275,,0.0
2024-08-19 00:30:00,53.898,2624.41,0.0,0.0,0.0,17.7527,0.0,0.0,0.0,0.0,0.0,14.2809,1.12795,9.49851,0.0,4.73,0.0,0,1377.15,0.0,0.0,0.0,0.0,0.001526,14.5948,0.0,25.0292,12.1222,0.0,0.0,18.0959,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1389.01,541.070007324,0.0,0.0,0.00153,0.0,21.3001,0.0,0.0,0.2041,0.0,38.545,0.0,11.1,77.0867,0.0,0.0,0.0,2.13138,0.0,1030.5,0.0,0.0,0.0,1.50735,0.0,53.3742,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.7473,16.51,5.12,67.1541,0.0,45.0,,0.0
2024-08-19 00:35:00,53.1936,2624.87,0.0,0.0,0.0,23.3814,0.0,0.0,0.0,0.0,0.0,15.1049,1.0071,9.09583,0.0,4.63,0.0,0,1377.02,0.0,0.0,0.0,0.0,0.001526,13.7948,0.0,26.0512,11.2263,0.0,0.0,17.8621,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1389.43,519.479980469,0.0,0.0,0.00153,0.0,23.6988,0.0,0.0,0.17395,0.0,29.4092,0.0,11.1,76.4276,0.0,0.0,0.0,2.05081,0.0,1041.51,0.0,0.01396,0.0,1.0591,0.0,56.8765,0.0245,0.0,0.0,0.0,0.0015,,,0.0,0.0,14.7473,16.74,7.9,66.429,0.0,45.4,,0.0
2024-08-19 00:40:00,49.0948,2624.45,0.0,0.0,0.0,29.2718,0.0,0.0,0.0,0.0,0.0,15.7366,0.88746,8.09575,0.0,4.72,0.0,0,1378.46,0.0,0.0,0.0,0.0,0.001526,12.7648,0.0,23.9183,9.72271,0.0,0.0,18.1266,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1391.13,557.950012207,0.0,0.0,0.00153,0.0,26.1341,0.0,0.0,0.184,0.0,0.07523,0.0,11.1,74.5928,0.0,0.0,0.0,1.33303,0.0,1033.92,0.0,0.0,0.0,0.68116,0.0,52.7956,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.7473,16.74,9.19,64.0362,0.0,45.05,,0.0
2024-08-19 00:45:00,48.0979,2625.58,0.0,0.0,0.0,35.1223,0.0,0.0,0.0,0.0,0.0,17.0031,1.02663,8.79934,0.0,4.2,0.0,0,1376.36,0.0,0.0,0.0,0.0,0.001526,12.5748,0.0,24.0263,10.4194,0.0,0.0,17.979,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1391.87,515.33001709,0.0,0.0,0.00153,0.0,28.4871,0.0,0.0,0.2041,0.0,0.0,0.0,11.1,80.2399,0.0,0.0,0.0,1.25978,0.0,1020.81,0.0,0.02327,0.0,0.70753,0.0,49.1725,0.0175,0.0,0.0,0.0,0.0,,,0.0,0.0,14.5758,16.85,9.75,63.8005,0.0,45.4,,0.0
