SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS
2024-07-01 00:00:00,0.28199,0.0,0.0,0.0,0.0,0.0,564.1,405.625,0.0,0.0,0.0,0.0,49.45,0.0,0.0,0.0,22.3921,0.0,0,0.0,662.088,0.0,20.388,0.0,0.0,0.0,-0.082,86.0125,0.0,0.0,37.95,761.953,0.0,0.0,0.0,0.0,36.0938,65.6118,0.04,853.483,0.0,0.0,0.0,0.0,25.9,0.0,-0.1,0.0,0.0,0.0,0.0,963.886,-0.58,929.9,438.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3,46.504,0.0,,0.0,0.0,0.0,-0.5926,-0.13986,0.0
2024-07-01 00:05:00,0.28199,0.0,0.0,0.0,0.0,0.0,568.5,408.65,0.0,0.0,0.0,0.0,47.36,0.0,0.0,0.0,0.0,0.0,0,0.0,594.802,0.0,20.496,0.0,0.0,0.0,-0.082,86.34,0.0,0.0,38.2,763.715,0.0,0.0,0.0,0.0,34.5,67.3178,0.04,859.984,0.0,0.0,0.0,0.0,26.1,0.0,-0.1,0.0,0.0,0.0,0.0,908.795,-0.58,954.1,441.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.5,37.57,0.0,,0.0,0.0,0.3,1.08922,-0.14468,0.0
2024-07-01 00:10:00,0.28199,0.0,0.0,0.0,0.0,0.0,563.2,405.35,0.0,0.0,0.0,0.0,49.16,0.0,0.0,0.0,0.0,0.0,0,0.0,562.181,0.0,20.263,0.0,0.0,0.0,-0.082,86.415,0.0,0.0,38.17,768.55,0.0,0.0,0.0,0.0,36.2437,67.7192,0.04,855.818,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,845.526,-0.58,995.4,437.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.5,29.749,0.0,,0.0,0.0,0.7,0.0,-0.13589,0.0
2024-07-01 00:15:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.7,407.55,0.0,0.0,0.0,0.0,48.64,0.0,0.0,0.0,0.0,0.0,0,0.0,558.407,0.0,20.095,0.0,0.0,0.0,-0.082,86.3025,0.0,0.0,38.03,767.458,0.0,0.0,0.0,0.0,36.5625,55.2571,0.04,845.182,0.0,0.0,0.0,0.0,25.6,0.0,-0.1,0.0,0.0,0.0,0.0,825.082,-0.58,1009.1,440.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.81,39.499,0.0,,0.0,0.0,0.0,0.0,-0.136,0.0
2024-07-01 00:20:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.1,405.35,0.0,0.0,0.0,0.0,46.19,0.0,0.0,0.0,0.0,0.0,0,0.0,551.852,0.0,20.472,0.0,0.0,0.0,-0.082,86.27,0.0,0.0,38.3,754.249,0.0,0.0,0.0,0.0,35.925,61.3069,0.04,853.483,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,812.725,-0.58,996.1,440.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65,46.402,0.0,,0.0,0.0,0.1,0.26411,-0.13959,0.0
2024-07-01 00:25:00,0.28199,0.0,0.0,0.0,0.0,0.0,564.8,404.25,0.0,0.0,0.0,0.0,46.84,0.0,0.0,0.0,0.0,0.0,0,0.0,553.95,0.0,20.136,0.0,0.0,0.0,-0.082,86.3525,0.0,0.0,38.44,759.099,0.0,0.0,0.0,0.0,34.7813,76.4273,0.04,859.907,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,809.918,-0.58,991.8,440.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56,48.592,0.0,,0.0,0.0,0.0,-0.62018,-0.13883,0.0
2024-07-01 00:30:00,0.28199,0.0,0.0,0.0,0.0,0.0,563.5,406.175,0.0,0.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0,0.0,556.097,0.0,20.357,0.0,0.0,0.0,-0.082,86.3025,0.0,0.0,38.41,760.526,0.0,0.0,0.0,0.0,36.9562,80.6543,0.04,861.616,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,806.611,-0.58,972.5,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.26,44.45,0.0,,0.0,0.0,0.0,-0.6573,-0.13883,0.0
2024-07-01 00:35:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.0,406.725,0.0,0.0,0.0,0.0,44.39,0.0,0.0,0.0,0.0,0.0,0,0.0,556.165,0.0,20.191,0.0,0.0,0.0,-0.082,86.115,0.0,0.0,38.39,759.637,0.0,0.0,0.0,0.0,36.5438,86.1594,0.04,857.863,0.0,0.0,0.0,0.0,25.6,0.0,-0.1,0.0,0.0,0.0,0.0,815.571,-0.58,977.1,440.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.21,50.316,0.0,,0.0,0.0,0.0,0.25016,-0.13883,0.0
2024-07-01 00:40:00,0.28199,0.0,0.0,0.0,0.0,0.0,559.3,405.075,0.0,0.0,0.0,0.0,34.29,0.0,0.0,0.0,0.0,0.0,0,0.0,553.137,0.0,20.248,0.0,0.0,0.0,-0.082,85.885,0.0,0.0,38.47,766.132,0.0,0.0,0.0,0.0,35.7,76.6894,0.04,856.077,0.0,0.0,0.0,0.0,26.0,0.0,-0.1,0.0,0.0,0.0,0.0,812.251,-0.58,972.8,440.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.96,59.834,0.0,,0.0,0.0,0.0,-0.50144,-0.13883,0.0
2024-07-01 00:45:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.1,407.275,0.0,0.0,0.0,0.0,29.56,0.0,0.0,0.0,0.0,0.0,0,0.0,556.89,0.0,19.984,0.0,0.0,0.0,-0.082,86.1925,0.0,0.0,37.78,762.054,0.0,0.0,0.0,0.0,34.7437,65.835,0.04,851.042,0.0,0.0,0.0,0.0,25.9,0.0,-0.1,0.0,0.0,0.0,0.0,808.739,-0.58,973.0,441.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.91,68.273,0.0,,0.0,0.0,0.0,-0.61538,-0.13962,0.0
2024-07-01 00:50:00,0.28199,0.0,0.0,0.0,0.0,0.0,567.2,408.1,0.0,0.0,0.0,0.0,31.58,0.0,0.0,0.0,0.0,0.0,0,0.0,561.101,0.0,19.981,0.0,0.0,0.0,-0.082,86.1725,0.0,0.0,37.96,768.667,0.0,0.0,0.0,0.0,39.675,56.8443,0.04,849.775,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,812.431,-0.58,977.7,440.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65,66.641,0.0,,0.0,0.0,0.0,0.0,-0.1318,0.0
2024-07-01 00:55:00,0.28199,0.0,0.0,0.0,0.0,0.0,568.3,402.875,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0,0.0,554.709,0.0,20.305,0.0,0.0,0.0,-0.082,85.9275,0.0,0.0,38.52,766.569,0.0,0.0,0.0,0.0,36.6187,56.6784,0.04,847.944,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,797.229,-0.58,933.2,437.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65,72.175,0.0,,0.0,0.0,0.0,-1.2291,-0.132,0.0
2024-07-01 01:00:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.2,406.45,0.0,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0,0.0,557.922,0.0,20.216,0.0,0.0,0.0,-0.082,85.925,0.0,0.0,38.56,761.617,0.0,0.0,0.0,0.0,36.2062,60.076,0.04,848.524,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,809.06,-0.58,933.0,441.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.76,77.463,0.0,,0.0,0.0,0.0,-0.57265,-0.13982,0.0
2024-07-01 01:05:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.3,406.725,0.0,0.0,0.0,0.0,28.75,0.0,0.0,0.0,0.0,0.0,0,0.0,555.242,0.0,20.508,0.0,0.0,0.0,-0.082,86.0275,0.0,0.0,38.62,764.034,0.0,0.0,0.0,0.0,35.625,67.2195,0.04,852.659,0.0,0.0,0.0,0.0,25.9,0.0,-0.1,0.0,0.0,0.0,0.0,812.597,-0.58,932.1,441.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,79.526,0.0,,0.0,0.0,0.0,0.0,-0.13357,0.0
2024-07-01 01:10:00,0.28199,0.0,0.0,0.0,0.0,0.0,564.6,407.275,0.0,0.0,0.0,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0,0.0,554.709,0.0,20.2,0.0,0.0,0.0,-0.082,86.44,0.0,0.0,38.58,767.005,0.0,0.0,0.0,0.0,38.5875,72.6999,0.04,849.577,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,810.995,-0.58,932.7,441.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.41,84.209,0.0,,0.0,0.0,0.8,0.0,-0.1413,0.0
2024-07-01 01:15:00,0.28199,0.0,0.0,0.0,0.0,0.0,564.5,407.55,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,556.172,0.0,20.153,0.0,0.0,0.0,-0.082,85.8675,0.0,0.0,38.67,760.963,0.0,0.0,0.0,0.0,36.5063,81.1541,0.04,851.24,0.0,0.0,0.0,0.0,25.5,0.0,-0.1,0.0,0.0,0.0,0.0,812.841,-0.58,931.6,441.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.49,82.396,0.0,,0.0,0.0,0.9,0.0,-0.13206,0.0
2024-07-01 01:20:00,0.28199,0.0,0.0,0.0,0.0,0.0,564.8,406.45,0.0,0.0,0.0,0.0,28.88,0.0,0.0,0.0,0.0,0.0,0,0.0,554.771,0.0,20.149,0.0,0.0,0.0,-0.082,86.035,0.0,0.0,38.62,759.637,0.0,0.0,0.0,0.0,38.6812,83.5461,0.04,850.416,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,811.841,-0.58,931.4,438.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.71,79.916,0.0,,0.0,0.0,1.4,-1.04232,-0.14491,0.0
2024-07-01 01:25:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.7,405.625,0.0,0.0,0.0,0.0,23.93,0.0,0.0,0.0,0.0,0.0,0,0.0,558.612,0.0,20.259,0.0,0.0,0.0,-0.082,86.085,0.0,0.0,38.49,763.497,0.0,0.0,0.0,0.0,36.6,80.2038,0.04,850.95,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,813.007,-0.58,931.1,439.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.56,75.736,0.0,,0.0,0.0,0.0,0.0,-0.13771,0.0
2024-07-01 01:30:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.3,404.525,0.0,0.0,0.0,0.0,20.64,0.0,0.0,0.0,0.0,0.0,0,0.0,555.399,0.0,20.29,0.0,0.0,0.0,-0.082,85.8,0.0,0.0,38.77,764.588,0.0,0.0,0.0,0.0,36.0188,81.3261,0.04,850.385,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,811.482,-0.58,931.4,439.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.86,74.318,0.0,,0.0,0.0,0.0,0.0,-0.13771,0.0
2024-07-01 01:35:00,0.28199,0.0,0.0,0.0,0.0,0.0,566.0,408.375,0.0,0.0,0.0,0.0,17.14,0.0,0.0,0.0,0.0,0.0,0,0.0,556.097,0.0,20.187,0.0,0.0,0.0,-0.082,86.455,0.0,0.0,38.58,764.152,0.0,0.0,0.0,0.0,38.1,81.6128,0.04,853.056,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,815.097,-0.58,935.1,441.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.75,66.136,0.0,,0.0,0.0,0.0,0.0,-0.1492,0.0
2024-07-01 01:40:00,0.28199,0.0,0.0,0.0,0.0,0.0,563.1,407.275,0.0,0.0,0.0,0.0,17.48,0.0,0.0,0.0,0.0,0.0,0,0.0,556.541,0.0,20.117,0.0,0.0,0.0,-0.082,86.1475,0.0,0.0,38.65,763.497,0.0,0.0,0.0,0.0,37.65,85.0616,0.04,846.266,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,801.177,-0.58,927.3,438.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65,64.028,0.0,,0.0,0.0,0.0,0.0,-0.13776,0.0
2024-07-01 01:45:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.1,393.25,0.0,0.0,0.0,0.0,18.46,0.0,0.0,0.0,0.0,0.0,0,0.0,557.252,0.0,20.374,0.0,0.0,0.0,-0.082,85.47,0.0,0.0,38.77,759.754,0.0,0.0,0.0,0.0,36.8625,76.0627,0.04,850.447,0.0,0.0,0.0,0.0,25.6,0.0,-0.1,0.0,0.0,0.0,0.0,813.161,-0.58,932.8,440.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.35,53.419,0.0,,0.0,0.0,0.2,0.0,-0.13776,0.0
2024-07-01 01:50:00,0.28199,0.0,0.0,0.0,0.0,0.0,566.8,375.375,0.0,0.0,0.0,0.0,16.93,0.0,0.0,0.0,0.0,0.0,0,0.0,562.215,0.0,20.379,0.0,0.0,0.0,-0.082,86.405,0.0,0.0,38.79,759.2,0.0,0.0,0.0,0.0,36.9188,75.7064,0.04,852.43,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,813.02,-0.58,932.2,440.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.45,53.524,0.0,,0.0,0.0,1.5,0.0,-0.13776,0.0
2024-07-01 01:55:00,0.28199,0.0,0.0,0.0,0.0,0.0,562.6,356.675,0.0,0.0,0.0,0.0,16.45,0.0,0.0,0.0,0.0,0.0,0,0.0,555.639,0.0,20.144,0.0,0.0,0.0,-0.082,86.06,0.0,0.0,38.72,758.109,0.0,0.0,0.0,0.0,37.1625,77.8691,0.04,848.173,0.0,0.0,0.0,0.0,25.8,0.0,-0.1,0.0,0.0,0.0,0.0,797.357,-0.58,955.0,437.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.65,46.132,0.0,,0.0,0.0,0.1,0.0,-0.13983,0.0
2024-07-01 02:00:00,0.28199,0.0,0.0,0.0,0.0,0.0,565.3,341.55,0.0,0.0,0.0,0.0,12.72,0.0,0.0,0.0,0.0,0.0,0,0.0,556.281,0.0,20.178,0.0,0.0,0.0,-0.082,86.2025,0.0,0.0,38.7,758.646,0.0,0.0,0.0,0.0,36.6937,72.6671,0.04,849.989,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,810.623,-0.58,956.8,440.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.21,42.497,0.0,,0.0,0.0,0.0,0.0,-0.13985,0.0
