SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF
2024-04-01 00:00:00,0.0,43.7,0.0,0.0,14.907,62.7848,0.28,51.51,5.7,1.66,-0.01,0.0,36.6039,0.0,0.0,0,0.0,50.82,60.32,2.55,0.02129,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.0,0.0,2214.0,866.157,71.8983,0.02,4.32,28.08,0.0,45.94,60.358,6.4,0.0,284.9,0.0,0.0,0.0,2.9,60.2,0.405,15.65,224.96,0.0,0.0,81.072,0.0,0.0,0.0,1011.67,7.4,0.0,34.39,2.4,46.2623,0.5,0.0,0.0
2024-04-01 00:05:00,0.0,46.5,0.0,0.0,14.841,64.5365,0.01,49.67,5.7,1.82,-0.01,0.0,40.2309,0.0,0.0,0,0.0,48.46,60.16,1.99,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.3,0.0,2218.0,865.405,70.2984,0.02,4.845,24.68,0.0,46.68,60.5045,6.6,0.0,281.67,0.0,0.0,0.0,3.9,56.5,0.405,13.99,236.06,16.1,0.0,75.372,0.0,0.0,0.0,1015.62,8.3,0.0,33.98,2.2,49.9794,0.0,0.0,0.0
2024-04-01 00:10:00,0.0,48.2,0.0,0.0,15.538,64.7379,0.0,47.14,7.2,1.4,0.0,0.0,39.2786,0.0,0.0,0,0.0,46.72,60.28,1.86,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.2,0.0,2215.0,865.781,75.7982,0.02,5.25,24.95,0.0,47.57,58.4109,5.5,0.0,256.21,0.0,0.0,0.0,4.5,51.8,0.405,12.66,244.13,6.8,0.0,75.049,0.0,0.0,0.0,1021.79,8.3,0.0,36.04,1.9,50.6508,0.0,0.5,0.0
2024-04-01 00:15:00,0.0,49.5,0.0,0.0,16.116,65.3727,0.0,45.74,7.9,1.38,0.0,0.0,42.025,0.0,0.0,0,0.0,51.19,60.36,2.55,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.0,0.0,2212.0,865.029,79.5982,0.02,5.055,27.3,0.0,46.13,57.2527,4.0,0.0,221.53,0.0,0.0,0.0,4.4,50.7,0.405,11.53,256.99,2.4,0.0,80.742,0.0,0.0,0.0,1014.3,8.7,0.0,39.34,1.6,52.1462,0.0,0.626,0.0
2024-04-01 00:20:00,0.0,50.1,0.0,0.0,16.8,65.7939,0.0,41.56,7.7,1.32,0.0,0.0,43.8047,0.0,0.0,0,0.0,50.62,60.36,3.49,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,25.2,0.0,2199.0,862.397,78.7982,0.02,5.07,29.89,0.0,45.97,58.7786,3.5,0.0,211.24,0.0,0.0,0.0,4.9,50.8,0.405,10.67,256.36,0.0,0.0,84.022,0.0,0.0,0.0,1013.77,8.4,0.0,45.06,1.3,51.8715,0.0,0.0,0.0
2024-04-01 00:25:00,0.0,50.0,0.0,0.0,16.329,64.6647,0.0,38.37,7.9,1.32,-0.01,0.0,43.3213,0.0,0.0,0,0.0,51.62,60.32,3.61,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,25.4,0.0,2204.0,863.901,78.8982,0.02,5.685,32.21,0.0,46.05,58.3483,3.5,0.0,211.81,0.0,0.0,0.0,5.1,47.7,0.405,12.6,258.42,4.1,0.0,82.8,0.0,0.0,0.0,1014.46,7.4,0.0,50.05,1.3,52.8847,0.0,0.242,0.0
2024-04-01 00:30:00,0.0,48.7,0.95,0.0,16.86,61.8265,0.0,37.38,0.0,1.37,0.0,0.0,45.398,0.0,0.0,0,0.0,56.09,60.24,3.9,0.87151,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.9,0.0,2198.0,863.901,80.6981,0.02,5.4,33.13,0.0,44.63,57.1917,4.8,0.0,207.17,0.0,0.0,0.0,6.6,42.4,0.405,13.55,282.26,29.2,0.0,86.16,0.0,0.0,0.0,1013.27,7.2,0.0,54.36,1.5,49.5277,0.1,0.099,0.0
2024-04-01 00:35:00,0.0,48.2,0.0,0.0,18.268,56.7605,0.32,35.56,0.0,1.2,-0.02,0.0,47.3641,0.0,0.0,0,0.0,55.38,60.24,3.72,0.47845,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.1,0.0,2210.0,866.533,84.1981,0.02,5.7,33.34,0.0,43.12,60.3534,6.8,0.0,196.16,0.0,0.0,0.0,7.4,41.4,0.405,13.32,295.67,42.2,0.0,81.458,0.0,0.0,0.0,1025.58,7.5,0.0,56.04,1.5,46.3783,0.9,0.225,0.0
2024-04-01 00:40:00,0.0,46.4,0.0,0.0,18.357,47.361,0.01,36.8,10.2,1.34,-0.01,0.0,48.0379,0.0,0.0,0,0.0,49.39,60.36,4.87,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.9,0.0,2200.0,863.525,85.398,0.02,5.895,34.03,0.0,40.19,60.4709,6.6,0.0,180.53,0.0,0.0,0.0,7.9,40.6,0.405,13.73,299.37,56.2,0.0,79.656,0.0,0.0,0.0,1030.94,8.5,0.0,57.99,1.6,40.6165,0.0,0.0,0.0
2024-04-01 00:45:00,0.0,44.4,0.0,0.0,19.223,42.8199,0.0,38.55,8.0,1.7,0.0,0.0,48.2775,0.0,0.0,0,0.0,47.5,60.36,4.42,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.8,0.0,2200.0,864.277,91.0979,0.02,6.42,33.24,0.0,36.57,61.7344,9.4,0.0,155.29,0.0,0.0,0.0,8.4,41.6,0.405,12.46,319.77,54.9,0.0,77.612,0.0,0.0,0.0,1036.17,7.9,0.0,60.58,1.9,37.6379,0.0,0.088,0.0
