SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB
2024-11-11 00:00:00,0.0,0.0,,0.0,16.398,110.619,,12.52,14.4,30.49,0.0,0.0,10.7633,170.7,0.0,0,7.3,136.55,60.32,27.65,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,1647.0,1163.25,60.5,0.02,5.745,48.49,0.0,31.58,38.0718,34.9,200.0,235.18,0.0,0.0,0.0,14.7,46.1,0.72,17.42,198.42,,0.0,11.907,0.0,0.0,0.0,735.469,3.4,0.0,27.17,3.0,73.3684,,,0.0,53.66,0.0,23.87,11.94,
2024-11-11 00:05:00,0.0,0.0,,0.0,17.389,109.783,,12.32,13.6,31.14,0.0,0.0,10.5482,170.9,0.0,0,7.3,139.12,60.36,25.38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,1651.0,1162.12,63.2,0.02,6.09,52.29,0.0,33.27,36.6619,32.6,113.7,233.9,0.0,0.0,0.0,14.8,45.0,0.81,17.15,190.76,,0.0,10.988,0.0,0.17,0.0,735.75,2.8,0.0,28.81,3.3,74.4976,,,0.0,54.48,0.0,21.99,11.99,
2024-11-11 00:10:00,0.0,0.0,,0.0,17.887,114.0,,11.54,12.5,32.08,0.0,0.0,9.94765,171.2,0.0,0,7.3,132.78,60.24,24.77,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,1636.0,1158.38,64.3,0.02,6.495,52.42,0.0,33.84,39.1736,32.2,93.7,227.31,0.0,0.0,0.0,15.5,47.2,0.72,15.8,182.61,,0.0,9.206,0.0,0.0,0.0,734.062,2.9,0.0,30.23,3.7,73.3929,,,0.0,53.6,0.0,24.11,12.03,
2024-11-11 00:15:00,0.0,0.0,,0.0,16.747,112.676,,12.11,11.1,32.68,0.0,0.0,9.68499,171.6,0.0,0,7.3,126.28,60.32,21.61,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,1643.0,1160.62,67.1,0.02,6.12,51.08,0.0,33.03,41.3755,30.8,94.1,224.26,0.0,0.0,0.0,14.6,47.2,0.72,14.44,176.21,,0.0,7.737,0.0,0.0,0.0,732.938,3.0,0.0,30.12,3.2,74.6807,,,0.0,52.96,0.0,30.2,11.98,
2024-11-11 00:20:00,0.0,0.0,,0.0,15.942,107.689,,10.98,11.5,34.51,0.0,0.0,9.32301,170.9,0.0,0,7.3,126.4,60.4,21.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,1636.0,1159.5,69.5,0.02,5.97,50.11,0.0,34.31,41.6684,31.1,93.8,223.4,0.0,0.0,0.0,15.3,43.3,0.72,14.92,176.18,,0.0,8.074,0.0,0.0,0.0,734.344,2.9,0.0,31.04,2.9,76.9635,,,0.0,53.56,0.0,34.55,12.0,
2024-11-11 00:25:00,0.0,0.0,,0.0,17.196,99.1623,,10.39,10.7,31.36,0.0,0.0,8.88576,171.2,0.0,0,7.3,130.45,60.36,20.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,1627.0,1154.25,65.2,0.02,5.64,47.18,0.0,37.63,38.4579,31.2,93.3,222.46,0.0,0.0,0.0,14.2,43.4,0.81,14.49,174.48,,0.0,7.465,0.0,0.0,0.1,731.25,1.5,0.0,30.01,2.8,74.4793,,,0.0,55.2,0.0,39.89,12.05,
2024-11-11 00:30:00,0.0,0.0,,0.0,16.271,100.969,,9.38,10.6,33.45,0.0,0.0,8.70451,171.0,0.0,0,7.3,132.88,60.28,21.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,1634.0,1155.38,65.0,0.02,5.715,44.19,0.0,38.46,38.5998,30.1,93.7,218.18,0.0,0.0,0.0,13.5,39.1,0.81,14.59,174.54,,0.0,6.969,0.0,0.14,0.1,732.375,1.5,0.0,28.83,2.8,70.2129,,,0.0,57.2,0.0,45.31,11.96,
2024-11-11 00:35:00,0.0,0.0,,0.0,16.507,96.7269,,9.18,9.7,35.58,0.0,0.0,8.1088,170.9,0.0,0,7.3,129.81,60.2,21.59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,1638.0,1156.5,66.8,0.02,6.27,37.98,0.0,35.93,40.1502,30.0,58.6,211.78,0.0,0.0,0.0,13.9,37.6,0.72,14.82,168.36,,0.0,7.488,0.0,0.0,0.0,733.781,1.2,0.0,26.15,3.2,68.5588,,,0.0,54.22,0.0,47.51,11.94,
2024-11-11 00:40:00,0.0,0.0,,0.0,18.442,97.1176,,10.66,9.4,35.52,0.0,0.0,8.48179,170.9,0.0,0,7.3,130.5,60.32,22.22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,1635.0,1155.0,72.2,0.02,5.745,33.73,0.0,39.13,41.6211,30.1,59.1,203.84,0.0,0.0,0.0,11.6,39.1,0.81,14.98,161.85,,0.0,7.424,0.0,0.0,0.0,732.656,1.3,0.0,26.32,2.9,66.9474,,,0.0,57.1,0.0,52.47,11.94,
2024-11-11 00:45:00,0.0,0.0,,0.0,18.831,93.5836,,10.92,9.4,36.35,0.0,0.0,7.11322,170.7,0.0,0,7.3,130.18,60.2,22.88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,1642.0,1158.75,78.6,0.02,5.325,37.54,0.0,39.96,40.6003,29.3,59.8,199.07,0.0,0.0,0.0,11.4,37.2,0.81,15.12,163.88,,0.0,6.198,0.0,0.0,0.0,735.75,2.0,0.0,27.25,2.3,69.8589,,,0.0,63.84,0.0,51.47,11.96,
2024-11-11 00:50:00,0.0,0.0,,0.0,18.415,91.7525,,10.34,9.4,34.51,0.0,0.0,6.18778,171.1,0.0,0,7.3,128.95,60.36,21.28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,1648.0,1159.12,86.4,0.02,4.785,42.77,0.0,42.44,42.6084,27.6,60.2,196.61,0.0,0.0,0.0,11.4,39.0,0.81,14.51,164.97,,0.0,5.118,0.0,0.0,0.0,733.5,2.8,0.0,24.2,1.8,69.1264,,,0.0,69.0,0.0,43.82,12.03,
2024-11-11 00:55:00,0.0,0.0,,0.0,16.984,94.255,,9.18,8.0,32.2,0.0,0.0,5.86829,171.1,0.0,0,7.3,121.84,60.48,21.27,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,1637.0,1155.75,92.4,0.02,4.155,41.54,0.0,42.35,43.2447,27.5,59.3,198.46,0.0,0.0,0.0,11.8,34.9,0.72,14.89,169.15,,0.0,4.657,0.0,0.0,0.0,732.375,2.8,0.0,24.65,1.9,68.51,,,0.0,68.6,0.0,41.43,11.97,
2024-11-11 01:00:00,0.0,0.0,,0.0,17.02,96.8734,,8.35,8.2,31.55,0.0,0.0,5.57005,171.3,0.0,0,7.3,119.81,60.2,20.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,0.0,1635.0,1152.75,96.6,0.02,3.825,42.62,0.0,43.09,44.2961,28.6,59.1,197.49,0.0,0.0,0.0,12.2,33.1,0.72,15.03,165.19,,0.0,4.157,0.0,0.0,0.0,734.062,3.0,0.0,21.52,2.4,68.1498,,,0.0,74.52,0.0,36.12,11.98,
2024-11-11 01:05:00,0.0,0.0,,0.0,17.884,103.398,,6.6,7.2,31.25,0.0,0.0,5.0601,170.8,0.0,0,7.3,120.83,60.36,20.62,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,1640.0,1154.25,107.7,0.02,3.315,40.05,0.0,51.58,44.496,25.5,54.8,197.39,0.0,0.0,0.0,11.8,30.4,0.72,14.88,163.33,,0.0,4.218,0.0,0.0,0.0,734.625,3.5,0.0,18.62,2.9,68.9921,,,0.0,73.7,0.0,28.69,11.96,
2024-11-11 01:10:00,0.0,0.0,,0.0,18.215,101.244,,6.91,6.5,32.39,0.0,0.0,4.55245,171.1,0.0,0,7.3,118.47,60.4,21.78,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,1637.0,1154.62,115.4,0.02,3.39,35.73,0.0,53.98,41.8867,26.9,0.0,197.65,0.0,0.0,0.0,11.7,27.6,0.72,14.15,156.84,,0.0,4.31,0.0,0.0,0.0,732.375,4.9,0.0,17.87,3.2,71.3726,,,0.0,86.38,0.0,25.62,12.03,
2024-11-11 01:15:00,0.0,0.0,,0.0,18.131,98.8022,,7.27,5.9,32.24,0.0,0.0,4.02432,171.2,0.0,0,7.3,124.17,60.2,23.37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,1644.0,1156.12,118.1,0.02,3.27,33.64,0.0,55.7,40.8246,28.5,0.0,200.77,0.0,0.0,0.0,12.7,25.6,0.81,13.42,153.33,,0.0,3.917,0.0,0.0,0.1,733.781,5.1,0.0,16.58,3.0,70.3777,,,0.0,92.56,0.0,24.61,12.01,
2024-11-11 01:20:00,0.0,0.0,,0.0,18.737,96.9589,,6.78,5.2,31.12,0.0,0.0,3.56198,171.0,0.0,0,7.3,125.03,60.28,20.95,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,1654.0,1159.88,118.4,0.02,2.955,32.23,0.0,56.26,40.3577,29.4,0.0,202.22,0.0,0.0,0.0,13.7,24.5,0.81,13.48,151.21,,0.0,3.071,0.0,0.0,0.0,734.625,4.0,0.0,18.01,1.9,67.8325,,,0.0,95.02,0.0,26.56,11.89,
2024-11-11 01:25:00,0.0,0.0,,0.0,21.704,91.3375,,6.29,4.3,30.51,0.0,0.0,3.06522,170.9,0.0,0,7.3,122.26,60.12,21.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1642.0,1158.38,117.2,0.02,2.805,30.56,0.0,55.51,42.0316,29.6,0.0,194.68,0.0,0.0,0.0,13.6,25.4,0.72,12.64,141.53,,0.0,2.673,0.0,0.02,0.0,735.469,2.2,0.0,19.28,1.8,63.6759,,,0.0,100.02,0.0,27.48,11.96,
