SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA,PAREPS,BOLIVPS,TB2B,TB2SF,TI,GSWF
2023-12-11 00:00:00,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,34.7405,12.2,20.0257,0.0,0,0.17624,7.75,12.95,74.0,71.0,68.4,6.3,0.0,0.0,0.01,0.0,46.29,30.61,28.9363,25.734,102.683,0.0,0.0,0.0,0.0,31.2412,4.8,0.0,56.1,198.740005493,0.0,0.0,24.73,0.0,0.0,0.0,43.7,74.6,68.7597,0.0,0.0,0.01,0.0,44.0,78.5,34.1,72.45,0.0,0.0,0.0,0.0,0.0,4.72,0.0
2023-12-11 00:05:00,0.001,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,0.0,24.9291,16.4,18.2969,0.0,0,0.17624,20.52,9.57,85.0,68.5,77.0,1.6,0.0,0.0,0.01,0.15,44.38,29.75,26.7035,23.222,91.0725,0.0,0.0,0.0,0.0,30.6003,12.4,0.0,61.5,237.899993896,0.0,0.0,40.72,0.0,0.0,0.0,38.1,75.2,79.6892,0.0,0.0,0.01,0.0,42.0,56.3,31.7,72.59,0.0,0.0,0.0,0.0,0.0,4.39,0.0
2023-12-11 00:10:00,0.001,0.0,0.0,-0.1,0.0,2.1,0.0,0.0,0.0,25.0292,12.9,19.3054,0.0,0,0.17624,19.79,10.71,94.3,79.2,73.8,0.0,0.0,0.0,0.0,0.0,45.3,28.66,28.3111,21.6031,95.7727,0.0,0.0,0.0,0.0,28.7161,10.0,0.0,58.9,344.869995117,0.0,0.0,51.08,0.0,0.0,0.0,35.8,69.9,77.8946,0.0,0.0,0.01,0.0,40.0,37.9,34.5,71.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-11 00:15:00,0.0,0.0,0.0,-0.1,0.0,2.3,0.0,0.0,0.0,31.8371,27.5,20.4579,0.0,0,0.17624,20.51,10.86,90.0,56.6,77.1,0.0,0.0,0.0,0.01,0.0,47.5,31.3,37.242,24.2826,105.005,0.0,0.0,0.0,0.0,29.7415,8.1,0.0,54.3,324.160003662,0.0,0.0,49.34,0.0,0.0,0.0,32.0,63.4,70.7866,0.0,0.0,0.01,0.0,40.0,54.1,45.4,72.42,0.0,0.0,0.0,0.0,0.0,0.26,0.0
2023-12-11 00:20:00,0.0,0.0,0.0,-0.1,0.0,4.3,0.0,0.0,0.0,35.8418,32.3,21.4664,0.0,0,0.17624,17.74,10.66,89.0,40.7,66.7,0.0,0.0,0.0,0.01,0.0,51.82,35.42,44.0295,22.9987,114.829,0.0,0.0,0.0,0.0,29.5706,9.6,0.0,58.7,328.279998779,0.0,0.0,45.41,0.0,0.0,0.0,31.1,64.6,55.8617,0.0,0.0,0.01,0.0,41.0,83.8,53.9,74.11,0.0,0.0,0.0,0.0,0.0,0.76,0.0
2023-12-11 00:25:00,0.0,0.0,0.0,-0.1,0.0,4.7,0.0,0.0,0.0,36.3424,39.7,23.4834,0.0,0,0.17624,15.95,9.93,77.1,34.2,58.8,3.6,0.0,0.0,0.01,0.0,54.75,42.47,42.6006,27.4086,124.848,0.0,0.0,0.0,0.0,30.4721,7.6,0.0,66.2,286.640014648,0.0,0.0,33.81,0.0,0.0,0.0,29.3,67.0,43.805,0.0,0.0,0.01,0.0,42.0,85.1,52.5,73.17,0.0,0.0,0.0,0.0,0.0,3.11,0.0
2023-12-11 00:30:00,0.0,0.0,0.0,-0.1,0.0,4.5,0.0,0.0,0.0,37.6439,41.8,31.8395,0.0,0,0.17624,15.3,12.73,66.7,32.2,54.7,0.0,0.0,0.0,0.01,0.0,64.33,51.06,41.5289,31.5953,132.305,0.0,0.0,0.0,0.0,29.357,7.6,0.0,71.5,294.899993896,0.0,0.0,20.54,0.0,0.0,0.0,28.9,58.6,36.0945,0.0,0.0,1.09968,0.0,40.0,66.3,40.5,58.5,0.0,0.0,0.0,0.0,0.0,0.22,0.0
2023-12-11 00:35:00,0.002,0.0,0.0,-0.1,0.0,5.4,0.0,0.0,0.0,37.0432,43.5,35.4412,0.0,0,0.17624,21.53,9.36,50.4,35.4,50.5,8.8,0.0,0.0,0.01,0.45,77.44,58.3,47.1554,31.4278,131.714,0.0,0.0,0.0,0.0,31.6257,7.2,0.0,70.4,342.320007324,0.0,0.0,24.24,0.0,0.0,0.0,18.2,45.5,25.112,0.0,0.0,0.79977,0.0,46.0,90.7,52.3,67.29,0.0,0.0,0.0,0.0,0.0,7.51,0.0
2023-12-11 00:40:00,0.002,0.0,0.0,-0.1,0.0,3.8,0.0,0.0,0.0,39.1457,46.5,38.4667,0.0,0,0.17624,20.11,8.97,37.8,29.0,37.0,5.5,0.0,0.0,0.0,0.0,78.11,55.68,60.909,25.9573,135.778,0.0,0.0,0.0,0.0,31.0275,8.6,0.0,68.1,348.519989014,0.0,0.0,23.21,0.0,0.0,0.0,23.6,33.5,34.7398,0.0,0.0,0.79977,0.0,43.0,101.8,48.5,74.26,0.0,0.0,0.0,0.0,0.0,3.32,0.0
2023-12-11 00:45:00,0.001,0.0,0.0,-0.1,0.0,1.3,0.0,0.0,0.0,41.0479,48.5,42.2125,0.0,0,0.17624,19.43,13.46,17.5,13.0,24.8,0.0,0.0,0.0,0.01,0.0,62.33,42.5,64.928,27.5203,139.78,0.0,0.0,0.0,0.0,29.827,7.2,0.0,64.3,323.029998779,0.0,0.0,28.81,0.0,0.0,0.0,31.1,36.5,43.8667,0.0,0.0,0.79977,0.0,41.0,79.9,43.0,74.23,0.0,0.0,0.0,0.0,0.0,0.23,0.0
