SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1
2023-11-06 00:00:00,167.099,1663.12,0.0,0.0,37.66,92.4727,0.0,0.0,11.5334,0.0,0.0,62.9038,40.4443,101.997,0.0,18.42,0.0,0,1299.21,0.0,0.0,0.0,0.0,0.001526,56.6741,0.0,96.7461,21.693,0.0,0.0,48.572,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,437.8,573.049987793,0.0,0.0,0.00153,0.0,252.392,0.0,0.0,0.13376,0.0,278.957,30.7,66.3,0.0,0.0,0.0,0,24.8862,0.0,1030.35,0.0,0.0,0.0,13.6101,0.0,159.589,0.0,0.0,0.0,0.0,0.04935,0.0,0.0,0.0,0.0,4.22984,-0.82,1.86,85.7169,0.0,22.0
2023-11-06 00:05:00,172.094,1646.96,0.0,0.0,39.52,94.6811,0.0,0.0,10.4201,0.0,0.0,63.7018,40.2026,97.8991,0.0,16.2,0.0,0,1305.9,0.0,0.0,0.0,0.0,0.001526,58.3641,0.0,96.7271,22.9586,0.0,0.0,48.6304,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,447.932,591.900024414,0.0,0.0,0.00153,0.0,252.474,0.0,0.0,0.14381,0.0,315.319,31.5,66.3,0.0,0.0,0.0,0,26.4903,0.0,997.369,0.0,1.0155,0.0,12.3356,0.0,158.15,0.0425,0.0,0.0,0.0,0.9705,0.0,0.03439,0.0,0.0,4.22984,-0.81,1.91,88.9618,0.0,22.0
2023-11-06 00:10:00,167.299,1633.09,0.0,0.0,43.13,95.2797,0.0,0.0,8.45521,0.0,0.0,70.0069,37.1228,96.6999,0.0,15.59,0.0,0,1304.24,0.0,0.0,0.0,0.0,0.001526,58.1041,0.0,102.021,22.3547,0.0,0.0,48.6027,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,449.128,536.609985352,0.0,0.0,0.00153,0.0,252.026,0.0,0.0,0.13376,0.0,315.195,31.5,66.3,0.0,0.0,0.0,0,24.7617,0.0,1004.01,0.0,0.68228,0.0,10.8063,0.0,152.232,0.1335,0.0,0.0,0.0,0.02542,0.08225,0.90172,0.0,0.0,4.22984,-0.84,1.91,84.1942,0.0,22.0
2023-11-06 00:15:00,158.798,1620.42,0.0,0.0,45.98,94.6622,0.0,0.0,11.2717,0.0,0.0,70.016,34.2541,103.798,0.0,16.45,0.0,0,1300.02,0.0,0.0,0.0,0.0,0.001526,58.0741,0.0,100.783,20.7964,0.0,0.0,49.0426,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,442.267,562.5,0.0,0.0,0.00153,0.0,251.879,0.0,0.0,0.12371,0.0,314.872,31.4,66.3,0.0,0.0,0.0,0,26.3181,0.0,1002.01,0.0,0.10332,0.0,12.1686,0.0,157.59,0.0295,0.0,0.0,0.0,0.0,0.0,0.09122,0.0,0.0,4.22984,-0.84,1.83,83.3966,0.0,22.0
2023-11-06 00:20:00,153.995,1627.72,0.0,0.0,46.52,95.9726,0.0,0.0,10.8146,0.0,0.0,74.432,30.4527,109.196,0.0,16.78,0.0,0,1301.31,0.0,0.0,0.0,0.0,0.001526,60.9741,0.0,99.1646,23.4545,0.0,0.0,48.5135,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,441.682,512.869995117,0.0,0.0,0.00153,0.0,251.696,0.0,0.0,0.12371,0.0,305.812,31.3,66.3,0.0,0.0,0.0,0,27.9625,0.0,997.662,0.0,0.0,0.0,10.235,0.0,146.918,0.0495,0.0,0.0,0.0,0.17496,0.18393,0.11514,0.0,0.0,4.22984,-0.83,1.89,90.8108,0.0,22.0
2023-11-06 00:25:00,150.898,1627.72,0.0,0.0,47.79,94.4906,0.0,0.0,14.0901,0.0,0.0,74.0047,24.8154,111.396,0.0,17.62,0.0,0,1298.85,0.0,0.0,0.0,0.0,0.001526,66.014,0.0,97.3999,24.7042,0.0,0.0,48.8365,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,441.584,509.5,0.0,0.0,0.00153,0.0,252.117,0.0,0.0,0.14381,0.0,305.936,31.3,66.4,0.0,0.0,0.0,0,24.3589,0.0,956.523,0.0,0.06795,0.0,9.47915,0.0,155.613,1.05548,0.0,0.0,0.0,0.0,0.0,0.08524,0.0,0.0,4.22984,-0.83,1.94,88.8711,0.0,22.0
2023-11-06 00:30:00,146.596,1617.27,0.0,0.0,47.67,95.8031,0.0,0.0,14.8752,0.0,0.0,70.3227,24.033,108.798,0.0,18.39,0.0,0,1298.7,0.0,0.0,0.0,0.0,0.001526,67.704,0.0,98.8472,25.0962,0.0,0.0,48.0152,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,439.069,476.600006104,0.0,0.0,0.00153,0.0,252.007,0.0,0.0,0.1639,0.0,280.946,30.7,66.3,0.0,0.0,0.0,0,27.0542,0.0,973.638,0.0,0.0,0.0,11.2809,0.0,153.229,0.0,0.0,0.0,0.0,0.0,0.07626,0.0,0.0,0.0,4.22984,-0.83,1.84,92.0435,0.0,22.0
2023-11-06 00:35:00,148.699,1592.54,0.0,0.0,45.66,94.9113,0.0,0.0,21.3636,0.0,0.0,69.7841,21.8943,106.099,0.0,18.1,0.0,0,1302.58,0.0,0.0,0.0,0.0,0.001526,65.624,0.0,94.9878,24.6169,0.0,0.0,49.0703,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,445.856,444.140014648,0.0,0.0,0.00153,0.0,255.66,0.0,0.0,0.13376,0.0,282.692,31.3,66.2,0.0,0.0,0.0,0,26.1314,0.0,947.392,0.0,0.65994,0.0,11.9753,0.0,152.161,0.68649,0.0,0.0,0.0,0.0,0.0,0.48899,0.0,0.0,4.22984,-0.82,1.93,94.0919,0.0,22.0
2023-11-06 00:40:00,140.496,1562.61,0.0,0.0,43.11,95.4116,0.0,0.0,21.2972,0.0,0.0,71.6655,25.5247,93.9961,0.0,17.55,0.0,0,1304.0,0.0,0.0,0.0,0.0,0.001526,65.154,0.0,97.4634,25.2565,0.0,0.0,48.5135,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,444.245,475.510009766,0.0,0.0,0.00153,0.0,251.513,0.0,0.0,0.12371,0.0,282.979,31.3,66.2,0.0,0.0,0.0,0,23.1394,0.0,1003.08,0.0,0.02885,0.0,10.1383,0.0,150.563,1.09548,0.0,0.0,0.0,0.64152,0.0,0.0,0.0,0.0,4.22984,-0.82,1.93,92.0797,0.0,22.0
2023-11-06 00:45:00,141.295,1554.5,0.0,0.0,43.51,95.6021,0.0,0.0,22.4808,0.0,0.0,77.3648,29.3834,101.497,0.0,17.9,0.0,0,1301.14,0.0,0.0,0.0,0.0,0.001526,67.674,0.0,95.5083,28.109,0.0,0.0,49.0119,0.0,0.0,,0.0,0.0,0.0,0.0,0.043,0.0,0.0,440.51,602.710021973,0.0,0.0,0.00153,0.0,250.817,0.0,0.0,0.17395,0.0,274.122,31.3,66.2,0.0,0.0,0.0,0,21.1069,0.0,970.611,0.0,0.01955,0.0,8.92543,0.0,154.311,1.10148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22984,-0.82,1.84,89.2881,0.0,22.0
