SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB
2024-10-14 00:00:00,0.0,0.0,,0.0,11.497,14.5785,,0.0,0.0,7.7,0.0,0.0,0.99952,172.7,0.0,0,3.3,6.71,59.88,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1057.0,1147.5,2.5,0.02,0.18,0.0,0.0,0.0,0.0,0.0,661.1,44.46,1.12999999523,0.0,0.0,0.0,6.8,0.81,0.0,23.78,,0.0,9.756,0.0,0.0,47.6,1054.28,3.0,0.0,3.58,0.0,5.14229,,,0.0,9.34,0.0,8.46,6.83,
2024-10-14 00:05:00,0.0,0.0,,0.0,13.913,8.93263,,0.0,0.0,11.17,0.0,0.0,1.83674,172.8,0.0,0,4.1,1.31,59.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1067.0,1153.5,3.0,0.02,0.18,0.0,0.0,0.0,0.0,0.0,617.6,44.88,21.8400001526,0.0,0.0,0.6,8.3,0.81,0.0,33.6,,0.0,7.5,0.0,0.0,47.9,1060.49,1.9,0.0,1.46,0.0,3.64691,,,0.0,12.46,0.0,8.74,6.18,
2024-10-14 00:10:00,0.0,0.0,,0.0,22.653,2.76188,,0.0,0.0,12.43,0.0,0.0,1.904,172.9,0.0,0,3.5,0.0,59.76,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,1066.0,1151.25,4.1,0.02,0.075,6.45,0.0,0.0,0.0,1.6,603.3,43.19,0.0,0.0,0.0,0.4,9.2,0.81,0.28,27.1,,0.0,9.246,0.0,0.0,47.8,1049.35,1.1,0.0,0.76,0.0,0.99184,,,0.0,12.84,0.0,9.59,3.73,
2024-10-14 00:15:00,0.0,0.0,,0.0,25.739,0.0,,0.0,0.0,12.46,0.0,0.0,1.05728,174.1,0.0,0,3.7,0.0,59.76,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,1075.0,1156.88,4.6,0.02,0.18,9.63,0.0,0.0,0.0,2.6,635.0,40.33,0.0,0.0,0.0,0.1,9.2,0.81,1.14,11.53,,0.0,15.316,0.0,0.0,48.2,1059.23,0.3,0.0,0.0,0.0,0.0,,,0.0,11.4,0.0,9.53,3.59,
2024-10-14 00:20:00,0.0,0.0,,0.0,32.698,0.0,,0.0,1.2,12.33,0.0,0.0,0.72538,173.4,0.0,0,3.5,0.0,59.48,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1061.0,1150.12,5.6,0.02,0.39,5.1,0.0,0.0,0.0,1.5,615.1,47.09,0.0,0.0,0.0,0.1,9.5,0.81,1.47,10.05,,0.0,12.784,0.0,0.0,47.7,1054.18,0.0,0.0,0.0,0.3,0.0,,,0.0,11.44,0.0,9.33,4.07,
2024-10-14 00:25:00,0.0,0.0,,0.0,35.345,0.0,,0.0,2.1,10.38,0.0,0.0,1.08154,172.9,0.0,0,2.9,0.0,59.64,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,1062.0,1150.5,6.2,0.02,0.495,1.19,0.0,0.0,0.0,2.4,619.1,49.73,0.0,0.0,0.0,0.0,11.2,0.81,0.83,6.6,,0.0,16.929,0.0,0.08,47.7,1047.72,0.0,0.0,6.27,0.0,0.0,,,0.0,11.42,0.0,7.49,3.03,
2024-10-14 00:30:00,0.0,0.0,,0.0,40.746,0.0,,0.0,2.7,9.95,0.0,0.0,0.04462,173.8,0.0,0,3.5,0.0,59.64,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1077.0,1158.75,5.2,0.02,0.6,0.0,0.0,0.0,0.0,7.7,633.8,51.29,0.0,0.0,0.0,0.0,12.4,0.81,1.13,0.0,,0.0,22.444,0.0,0.0,48.4,1063.47,0.4,0.0,4.3,0.0,0.0,,,0.0,10.92,0.0,4.46,1.43,
2024-10-14 00:35:00,0.0,0.0,,0.0,42.947,0.0,,0.0,4.0,9.79,0.0,0.0,0.0,172.9,0.0,0,3.3,0.0,59.64,0.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,1071.0,1153.12,4.6,0.02,0.705,0.0,0.0,0.0,0.0,7.9,518.1,53.36,127.269996643,0.0,0.0,0.0,13.2,0.81,0.71,6.29,,0.0,22.002,0.0,0.0,47.9,1062.68,1.1,0.0,0.03,0.0,0.0,,,0.0,10.44,0.0,2.01,0.79,
2024-10-14 00:40:00,0.0,0.0,,0.0,38.235,0.0,,0.0,3.1,7.84,0.0,0.0,0.0,173.0,0.0,0,3.7,0.0,59.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,1070.0,1153.5,3.6,0.02,0.795,11.08,0.0,0.0,0.0,2.1,509.3,48.74,23.6100006104,0.0,0.0,0.1,13.5,0.81,0.1,12.15,,0.0,18.151,0.0,0.0,47.9,1051.42,1.6,0.0,2.87,0.0,0.0,,,0.0,9.8,0.0,1.11,0.0,
2024-10-14 00:45:00,0.0,3.7,,0.0,47.763,0.0,,0.0,2.9,5.1,0.0,0.0,0.70806,173.0,0.0,0,3.7,0.0,36.44,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,1063.0,1150.12,4.1,0.02,0.795,4.14,0.0,0.0,0.0,0.9,497.1,52.5,14.25,0.0,0.0,0.0,12.8,0.81,0.0,23.86,,0.0,17.212,0.0,0.0,47.7,1053.49,3.1,0.0,5.31,1.3,0.0,,,0.0,10.34,0.0,0.0,0.0,
2024-10-14 00:50:00,0.0,13.6,,0.0,61.16,0.0,,0.0,1.8,4.49,0.0,0.0,0.0,172.0,0.0,0,3.9,0.0,11.76,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,1057.0,1150.88,5.1,0.02,0.48,0.36,0.0,0.0,0.21058,0.3,500.3,51.05,0.0,0.0,0.0,0.4,13.1,0.81,0.11,25.89,,0.0,13.672,0.0,0.0,47.6,1053.84,3.1,0.0,14.27,1.6,0.0,,,0.0,11.72,0.0,0.17,0.0,
2024-10-14 00:55:00,0.0,22.3,,0.0,76.546,0.0,,0.0,1.5,3.37,0.0,0.0,0.97965,172.6,0.0,0,3.9,0.0,0.08,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,1066.0,1152.38,5.7,0.02,0.465,4.32,0.0,0.0,1.31535,0.0,518.6,50.53,0.0,0.0,0.0,0.4,12.2,0.81,0.0,27.49,,0.0,8.347,0.0,0.12,47.9,1055.62,2.5,0.0,12.08,2.4,0.0,,,0.0,11.48,0.0,3.28,0.0,
2024-10-14 01:00:00,0.0,28.1,,0.0,87.533,0.0,,0.4,1.6,3.57,0.0,0.0,0.21516,173.0,0.0,0,3.5,0.0,0.0,0.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,1077.0,1158.0,5.7,0.02,0.57,5.83,0.0,0.0,5.18662,0.0,508.1,54.01,0.0,0.0,0.0,0.0,11.2,0.81,0.0,20.45,,0.0,4.637,0.0,0.0,48.2,1058.57,2.4,0.0,5.08,2.3,0.0,,,0.0,9.88,0.0,3.82,0.0,
2024-10-14 01:05:00,0.0,26.3,,0.0,94.34,0.0,,4.24,0.0,3.36,0.0,0.0,0.12935,173.0,0.0,0,3.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,1062.0,1150.5,6.7,0.02,0.675,19.79,0.0,0.0,3.78277,0.0,467.4,55.71,0.0,0.0,0.0,0.0,12.1,0.81,0.0,13.37,,0.0,1.447,0.0,0.0,47.8,1052.18,1.7,0.0,5.78,1.9,0.0,,,0.0,8.96,0.0,4.4,0.06,
2024-10-14 01:10:00,0.0,21.1,,0.0,92.017,0.0,,7.67,0.0,3.52,0.0,0.0,1.53715,172.0,0.0,0,3.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,1060.0,1151.25,5.7,0.02,0.885,31.42,0.0,0.0,4.17951,0.2,461.2,69.5,0.0,0.0,0.0,0.1,13.1,0.81,0.0,11.1,,0.0,0.0,0.0,0.0,47.6,1050.98,2.0,0.0,6.52,2.8,0.0,,,0.0,9.42,0.0,6.18,0.37,
2024-10-14 01:15:00,0.0,19.4,,0.0,94.585,0.0,,11.77,1.0,3.57,0.0,0.0,1.24058,174.1,0.0,0,3.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1078.0,1157.62,4.1,0.02,0.795,26.42,0.0,0.0,5.26597,0.0,482.6,71.27,0.0,0.0,0.0,0.3,13.6,0.81,0.0,10.18,,0.0,0.0,0.0,0.0,48.2,1055.03,2.7,0.0,3.15,2.8,0.0,,,0.0,11.0,0.0,9.14,0.44,
