SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB
2023-10-09 00:00:00,0.0,1617.96,0.0,0.0,0.0,76.0723,0.0,0.0,0.0,0.0,0.0,0.0,0.86732,17.0964,0.0,-0.03,0.0,0,2060.54,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.9106,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.108,723.789978027,0.0,0.0,0.00153,0.0,235.583,0.0,0.0,0.13376,0.0,0.0,33.7,68.9,0.0,0.0,0.0,0,3.94232,0.0,1003.45,0.0,2.37819,0.0,0.0,0.0,132.87,0.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.77,0.51,0.0,
2023-10-09 00:05:00,0.0,1629.65,0.0,0.0,0.0,75.4024,0.0,0.0,0.0,0.0,0.0,0.0,0.69825,16.4991,0.0,-0.05,0.0,0,2077.17,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.5292,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.68,618.099975586,0.0,0.0,0.00153,0.0,232.543,0.0,0.0,0.15386,0.0,41.2718,34.0,69.0,0.0,0.0,0.0,0,4.42573,0.0,999.298,0.0,11.5205,0.0,0.0,0.0,130.446,2.91546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.68,2.6,0.0,
2023-10-09 00:10:00,0.0,1598.06,0.0,0.0,0.0,70.5315,0.0,0.0,0.0,0.0,0.0,0.0,0.9369,15.999,0.0,-0.03,0.0,0,2054.71,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.7629,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.647,673.719970703,0.0,0.0,0.00153,0.0,221.877,0.0,0.0,0.04333,0.0,38.9558,33.7,69.0,0.0,0.0,0.0,0,5.29366,0.0,999.127,0.0,2.47127,0.0,0.0,0.0,123.691,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.32,3.33,0.0,
2023-10-09 00:15:00,0.0,1603.65,0.0,0.0,0.0,69.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.97597,15.3972,0.0,-0.04,0.0,0,2050.34,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.8521,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.22,664.710021973,0.0,0.0,0.00153,0.0,226.143,0.0,0.0,0.12371,0.0,39.3228,33.7,69.0,0.0,0.0,0.0,0,5.79171,0.0,1001.13,0.0,0.0,0.0,0.0,0.0,109.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.5,3.85,0.0,
2023-10-09 00:20:00,0.0,1609.88,0.0,0.0,0.0,65.4512,0.0,0.0,0.0,0.0,0.0,0.0,0.74708,13.397,0.0,-0.03,0.0,0,2055.1,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.5876,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.543,697.66998291,0.0,0.0,0.00153,0.0,232.341,0.0,0.0,0.13376,0.0,40.0518,33.7,69.0,0.0,0.0,0.0,0,6.01511,0.0,998.175,0.0,0.22432,0.0,0.0,0.0,112.737,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.47,4.45,0.0,
2023-10-09 00:25:00,0.0,1614.0,0.0,0.0,0.0,68.0029,0.0,0.0,0.0,0.0,0.0,0.0,1.1841,13.0961,0.0,-0.02,0.0,0,2056.22,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.5876,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.941,632.710021973,0.0,0.0,0.00153,0.0,235.189,0.0,0.0,0.15386,0.0,40.1758,34.0,69.0,0.0,0.0,0.0,0,6.00595,0.0,1002.79,0.0,0.24852,0.0,0.0,0.0,106.358,0.1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.79,4.54,0.0,
2023-10-09 00:30:00,0.0,1598.47,0.0,0.0,0.0,62.6232,0.0,0.0,0.0,0.0,0.0,0.0,1.04677,12.4987,0.0,-0.05,0.0,0,2064.18,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,21.0552,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.979,574.369995117,0.0,0.0,0.00153,0.0,234.96,0.0,0.0,0.12371,0.0,38.1425,33.7,69.0,0.0,0.0,0.0,0,5.77523,0.0,1001.13,0.0,0.0,0.0,0.0,0.0,99.9143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.29,3.85,0.0,
2023-10-09 00:35:00,0.0,1570.08,0.0,0.0,0.61,64.0404,0.0,0.0,0.0,0.0,0.0,0.0,1.10719,11.596,0.0,-0.03,0.0,0,2065.94,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.7045,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.625,658.58001709,0.0,0.0,0.00153,0.0,233.989,0.0,0.0,0.04333,0.0,29.9349,34.0,69.0,0.0,0.0,0.0,0,5.2607,0.0,1000.52,0.0,0.14055,0.0,0.0,0.0,101.926,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.41,3.7,0.0,
2023-10-09 00:40:00,0.0,1526.43,0.0,0.0,1.27,58.06,0.0,0.0,0.0,0.0,0.0,0.0,1.13588,11.4987,0.0,-0.03,0.0,0,2047.87,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.7353,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.479,774.429992676,0.0,0.0,0.00153,0.0,237.789,0.0,0.0,0.12371,0.0,0.0,33.7,69.0,0.0,0.0,0.0,0,6.22019,0.0,999.152,0.0,0.00093,0.0,0.0,0.0,100.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.55,4.73,0.0,
2023-10-09 00:45:00,0.0,1501.33,0.0,0.0,1.86,62.4223,0.0,0.0,0.0,0.0,0.0,0.0,1.0663,10.9986,0.0,-0.03,0.0,0,2033.34,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.0,0.0,0.0,20.9106,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.824,786.549987793,0.0,0.0,0.00153,0.0,238.054,0.0,0.0,0.04333,0.0,0.0,33.9,68.7,0.0,0.0,0.0,0,7.01122,0.0,999.811,0.0,0.0,0.0,0.0,0.0,106.319,0.0255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287,16.41,4.97,0.0,
