SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN
2022-09-12 00:00:00,0.0,0.0,0.0,28.44,0.0,109.6,600.8,0.0,0.0,0.0,0.0,0.0,64.82,0.0,0.0,0.0,111.166,0.0,0,0.0,643.125,0.0,,0.0,0.0,0.0,-0.211,86.0575,0.0,0.0,24.55,711.346,0.0,0.0,-0.024,0.0,27.3938,60.117,0.0,859.877,0.0,91.8399963379,0.0,0.0,36.4,0.02707,-0.1,0.0,0.0,0.0,0.0,714.092,-0.58,718.9,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.84
2022-09-12 00:05:00,0.0,0.0,0.0,28.44,0.0,83.0,600.8,0.0,0.0,0.0,0.0,0.0,64.09,0.0,0.0,0.0,150.071,0.0,0,0.0,598.675,0.0,,0.0,0.0,0.0,-0.211,61.1725,0.0,0.0,24.71,709.701,0.0,0.0,-0.024,0.0,27.1688,65.8637,0.0,850.447,0.0,146.020004272,0.0,0.0,38.2,0.02707,-0.1,0.0,0.0,0.0,0.0,715.387,-0.58,713.7,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.61
2022-09-12 00:10:00,0.0,0.0,0.0,28.44,0.0,109.6,602.8,0.0,0.0,0.0,0.0,0.0,56.38,0.0,0.0,0.0,112.806,0.0,0,0.0,574.0,0.0,,0.0,0.0,0.0,-0.211,43.8425,0.0,0.0,24.76,710.691,0.0,0.0,-0.024,0.0,27.2812,69.8737,0.0,847.12,0.0,135.679992676,0.0,0.0,38.7,0.02707,-0.1,0.0,0.0,0.0,0.0,717.694,-0.58,704.4,443.875,5.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.75
2022-09-12 00:15:00,0.0,0.0,0.0,28.44,0.0,109.6,599.4,0.0,0.0,0.0,0.0,0.0,56.92,0.0,0.0,0.0,110.969,0.0,0,0.0,575.4,0.0,,0.0,0.0,0.0,-0.211,42.9325,0.0,0.0,24.73,709.701,0.0,0.0,-0.024,0.0,27.4688,71.0001,0.0,848.615,0.0,55.5099983215,0.0,0.0,39.5,0.02707,-0.1,0.0,0.0,0.0,0.0,715.4,-0.58,702.4,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.71
2022-09-12 00:20:00,0.0,0.0,0.0,28.44,0.0,109.0,601.4,0.0,0.0,0.0,0.0,0.0,56.6,0.0,0.0,0.0,110.857,0.0,0,0.0,575.4,0.0,,0.0,0.0,0.0,-0.211,42.96,0.0,0.0,24.73,711.245,0.0,0.0,-0.024,0.0,27.3187,73.2815,0.0,861.357,0.0,57.0499992371,0.0,0.0,40.0,0.02707,-0.1,0.0,0.0,0.0,0.0,714.272,-0.58,701.3,443.875,0.1365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.65
2022-09-12 00:25:00,0.0,0.0,0.0,28.44,0.0,109.2,600.9,0.0,0.0,0.0,0.0,0.0,55.47,0.0,0.0,0.0,109.581,0.0,0,0.0,575.4,0.0,,0.0,0.0,0.0,-0.211,42.645,0.0,0.0,24.59,708.056,0.0,0.0,-0.024,0.0,27.4875,66.7177,0.0,859.373,0.0,75.1100006104,0.0,0.0,39.3,0.02707,-0.1,0.0,0.0,0.0,0.0,713.387,-0.58,701.3,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.16
2022-09-12 00:30:00,0.0,0.0,0.0,28.44,0.0,109.2,611.0,0.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,115.979,0.0,0,0.0,429.975,0.0,,0.0,0.0,0.0,-0.211,43.43,0.0,0.0,24.62,720.477,0.0,0.0,-0.024,0.0,27.4688,67.0188,0.0,860.808,0.0,79.6399993896,0.0,0.0,38.3,0.02707,-0.1,0.0,0.0,0.0,0.0,709.927,-0.58,702.4,444.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.79
2022-09-12 00:35:00,0.0,0.0,0.0,28.44,0.0,110.0,598.2,0.0,0.0,0.0,0.0,0.0,63.47,0.0,0.0,0.0,134.016,0.0,0,0.0,430.15,0.0,,0.0,0.0,0.0,-0.211,42.88,0.0,0.0,24.76,713.226,0.0,0.0,-0.024,0.0,27.3562,67.8912,0.0,856.962,0.0,164.240005493,0.0,0.0,38.5,0.02707,-0.1,0.0,0.0,0.0,0.0,712.747,-0.58,701.3,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.49
2022-09-12 00:40:00,0.0,0.0,0.0,28.44,0.0,137.0,603.5,0.0,0.0,0.0,0.0,0.0,66.97,0.0,0.0,0.0,152.656,0.0,0,0.0,426.825,0.0,,0.0,0.0,0.0,-0.211,43.01,0.0,0.0,24.64,716.851,0.0,0.0,-0.024,0.0,27.3375,64.0553,0.0,851.347,0.0,142.779998779,0.0,0.0,38.0,0.02707,-0.1,0.0,0.0,0.0,0.0,715.092,-0.58,701.4,443.875,-0.91742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.21
2022-09-12 00:45:00,0.0,0.0,0.0,28.44,0.0,128.4,599.3,0.0,0.0,0.0,0.0,0.0,72.21,0.0,0.0,0.0,150.107,0.0,0,0.0,424.9,0.0,,0.0,0.0,0.0,-0.211,42.6525,0.0,0.0,24.61,722.357,0.0,0.0,-0.024,0.0,27.375,69.2429,0.0,850.248,0.0,140.830001831,0.0,0.0,39.1,0.02707,-0.1,0.0,0.0,0.0,0.0,715.528,-0.58,701.0,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.27
2022-09-12 00:50:00,0.0,0.0,0.0,28.44,0.0,110.8,595.9,0.0,0.0,0.0,0.0,0.0,78.63,0.0,0.0,0.0,137.93,0.0,0,0.0,426.475,0.0,,0.0,0.0,0.0,-0.211,42.525,0.0,0.0,24.68,714.216,0.0,0.0,-0.024,0.0,27.2625,71.9585,0.0,845.655,0.0,143.399993896,0.0,0.0,38.5,0.02707,-0.1,0.0,0.0,0.0,0.0,711.772,-0.58,701.6,441.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.31
2022-09-12 00:55:00,0.0,0.0,0.0,28.44,0.0,109.6,601.0,0.0,0.0,0.0,0.0,0.0,89.32,0.0,0.0,0.0,128.282,0.0,0,0.0,428.925,0.0,,0.0,0.0,0.0,-0.211,42.865,0.0,0.0,24.76,713.326,0.0,0.0,-0.024,0.0,25.5938,73.1423,0.0,847.074,0.0,145.559997559,0.0,0.0,37.6,0.02707,-0.1,0.0,0.0,0.0,0.0,713.708,-0.58,701.5,443.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.7
2022-09-12 01:00:00,0.0,0.0,0.0,28.44,0.0,109.6,599.9,0.0,0.0,0.0,0.0,0.0,101.21,0.0,0.0,0.0,109.331,0.0,0,0.0,457.975,0.0,,0.0,0.0,0.0,-0.211,42.725,0.0,0.0,24.64,721.467,0.0,0.0,-0.024,0.0,25.425,79.9375,0.0,854.033,0.0,66.3700027466,0.0,0.0,36.4,0.02707,-0.1,0.0,0.0,0.0,0.0,712.234,-0.58,701.6,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.55
2022-09-12 01:05:00,0.0,0.0,0.0,28.44,0.0,51.4,598.8,0.0,0.0,0.0,0.0,0.0,105.47,0.0,0.0,0.0,108.306,0.0,0,0.0,496.3,0.0,,0.0,0.0,0.0,-0.211,42.6575,0.0,0.0,24.7,717.623,0.0,0.0,-0.024,0.0,25.4812,74.8626,0.0,855.909,0.0,87.4300003052,0.0,0.0,38.2,0.02707,-0.1,0.0,0.0,0.0,0.0,712.99,-0.58,701.5,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.71
