SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF
2025-02-17 00:00:00,104.093,2078.23,0.0,0.0,33.25,28.8113,0.0,0.0,16.6467,0.0,0.0,35.4528,14.8428,30.0974,0.0,11.33,0.0,0,1599.4,0.0,0.0,0.0,0.0,0.001526,30.4445,0.0,48.9221,15.3373,0.0,0.0,7.81206,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,1095.09,0.0,0.0,0.0,0.00153,0.0,148.286,0.0,0.0,0.12371,493.04,0.0,0.0,25.6,138.018,0.0,0.0,0.0,11.9661,0.0,790.844,0.0,,0.0,0.0,0.0,64.4474,,0.0,0.0,0.0,,,,0.0,,14.5758,-1.76,12.65,174.271,0.0,40.98,,0.0,0.0,0.00916,0.0
2025-02-17 00:05:00,110.398,2057.4,0.0,0.0,33.2,26.8604,0.0,0.0,13.3693,0.0,0.0,39.1119,10.8682,35.4961,0.0,12.18,0.0,0,1601.11,0.0,0.0,0.0,0.0,0.001526,28.9646,0.0,49.9695,16.7259,0.0,0.0,7.87051,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,1046.6,0.0,0.0,0.0,0.00153,0.0,153.156,0.0,0.0,0.14381,252.66,0.0,0.2,25.6,137.447,0.0,0.0,0.0,15.61,0.0,779.516,0.0,,0.0,0.0,0.0,63.389,,0.0,0.0,0.0,,,,0.0,,13.3183,-1.79,12.78,187.395,0.0,41.06,,0.0,0.0,0.00916,0.0
2025-02-17 00:10:00,114.696,2030.43,0.0,0.0,30.79,21.8994,0.0,0.0,12.0568,0.0,0.0,35.9014,9.18296,35.4961,0.0,12.02,0.0,0,1594.59,0.0,0.0,0.0,0.0,0.001526,29.0246,0.0,51.0105,16.3855,0.0,0.0,7.81206,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,988.37,0.0,0.0,0.0,0.00153,0.0,148.981,0.0,0.0,0.15386,247.1,0.0,25.5,25.6,137.611,0.0,0.0,0.0,15.8004,0.0,777.905,0.0,,0.0,0.0,0.0,64.6146,,0.0,0.0,0.0,,,,0.0,,14.633,-1.78,12.55,203.402,0.0,40.52,,0.0,0.0,0.00916,0.0
2025-02-17 00:15:00,122.197,2031.45,0.0,0.0,26.65,19.6199,0.0,0.0,10.4865,0.0,0.0,40.5966,9.32395,36.0979,0.0,11.65,0.0,0,1594.93,0.0,0.0,0.0,0.0,0.001526,29.6646,0.0,55.4413,17.4614,0.0,0.0,7.83974,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,932.827,0.0,0.0,0.0,0.00153,0.0,162.092,0.0,0.0,0.15386,242.83,0.0,31.0,25.6,139.347,0.0,0.0,0.0,16.2545,0.0,769.091,0.0,,0.0,0.0,0.0,67.9008,,0.0,0.0,0.0,,,,0.0,,14.633,-1.8,11.66,212.339,0.0,40.89,,0.0,0.0,0.00916,0.0
2025-02-17 00:20:00,124.094,2037.29,0.0,0.0,24.6,17.3717,0.0,0.0,12.0568,0.0,0.0,36.7498,7.82734,36.7971,0.0,10.78,0.0,0,1602.65,0.0,0.0,0.0,0.0,0.001526,30.4645,0.0,57.8534,19.0658,0.0,0.0,7.75361,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,899.257,0.0,0.0,0.0,0.00153,0.0,168.949,0.0,0.0,0.15386,247.16,0.0,30.9,25.6,139.6,0.0,0.0,0.0,14.9508,0.0,759.496,0.0,,0.0,0.0,0.0,64.8295,,0.0,0.0,0.0,,,,0.0,,14.633,-1.7,13.4,212.158,0.0,40.57,,0.0,0.0,0.00916,0.0
2025-02-17 00:25:00,125.596,2035.85,0.0,0.0,20.57,12.9006,0.0,0.0,9.5021,0.0,0.0,39.1165,5.22614,34.5978,0.0,11.25,0.0,0,1601.28,0.0,0.0,0.0,0.0,0.001526,31.5145,0.0,62.1953,19.1896,0.0,0.0,7.87051,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,899.428,0.0,0.0,0.0,0.00153,0.0,163.777,0.0,0.0,0.15386,247.46,0.0,30.7,25.6,140.885,0.0,0.0,0.0,15.4012,0.0,753.075,0.0,,0.0,0.0,0.0,65.9562,,0.0,0.0,0.0,,,,0.0,,14.633,-1.69,13.89,222.491,0.0,40.55,,0.0,0.0,0.00916,0.0
2025-02-17 00:30:00,124.496,2027.3,0.0,0.0,19.7,10.8534,0.0,0.0,9.69741,0.0,0.0,48.2399,2.79179,34.2969,0.0,10.23,0.0,0,1595.59,0.0,0.0,0.0,0.0,0.001526,34.1345,0.0,72.5866,19.2745,0.0,0.0,7.75361,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,898.72,0.0,0.0,0.0,0.00153,0.0,165.068,0.0,0.0,0.15386,249.93,0.0,31.0,25.6,140.072,0.0,0.0,0.0,14.8812,0.0,746.117,0.0,,0.0,0.0,0.0,69.4853,,0.0,0.0,0.0,,,,0.0,,14.7473,-1.2,16.58,222.454,0.0,40.82,,0.0,0.0,0.00916,0.0
2025-02-17 00:35:00,120.197,1996.71,0.0,0.0,19.8,11.3516,0.0,0.0,8.97865,0.0,0.0,51.1849,2.50561,37.7971,0.0,10.78,0.0,0,1599.01,0.0,0.0,0.0,0.0,0.001526,34.5245,0.0,75.4875,16.9512,0.0,0.0,7.81206,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,900.233,0.0,0.0,0.0,0.00153,0.0,177.638,0.0,0.0,0.15386,250.24,0.0,31.2,25.6,141.237,0.0,0.0,0.0,16.7526,0.0,748.607,0.0,,0.0,0.0,0.0,68.8371,,0.0,0.0,0.0,,,,0.0,,14.7473,-1.28,19.92,232.678,0.0,40.85,,0.0,0.0,0.00916,0.0
2025-02-17 00:40:00,116.299,1985.36,0.0,0.0,18.72,8.92345,0.0,0.0,9.63491,0.0,0.0,48.0964,1.47676,33.6995,0.0,12.36,0.0,0,1603.77,0.0,0.0,0.0,0.0,0.001526,35.3245,0.0,76.9665,15.1,0.0,0.0,7.81206,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,904.872,0.0,0.0,0.0,0.00153,0.0,186.876,0.0,0.0,0.15386,253.38,0.0,31.5,25.6,142.599,0.0,0.0,0.0,13.9876,0.0,746.043,0.0,,0.0,0.0,0.0,73.0974,,0.0,0.0,0.0,,,,0.0,,14.7473,-1.3,22.14,236.666,0.0,39.9,,0.0,0.0,0.00916,0.0
2025-02-17 00:45:00,118.595,1961.38,0.0,0.0,21.94,6.58322,0.0,0.0,9.17397,0.0,0.0,45.0111,1.48211,32.0976,0.0,14.82,0.0,0,1596.33,0.0,0.0,0.0,0.0,0.001526,35.0745,0.0,73.8307,14.5224,0.0,0.0,7.89819,0.0,0.0,,0.0,0.0,0.0,0.0,0.041,0.0,0.0,897.719,0.0,0.0,0.0,0.00153,0.0,178.938,0.0,0.0,0.12371,248.02,0.0,30.6,25.6,142.39,0.0,0.0,0.0,14.7933,0.0,745.897,0.0,,0.0,0.0,0.0,70.2129,,0.0,0.0,0.0,,,,0.0,,14.7473,-1.3,25.59,247.398,0.0,39.9,,0.0,0.0,0.00916,0.0
