SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA
2022-08-01 00:00:00,0.0,0.006,0.0,0.0,0.0,38.8,0.0,0.001,0.0,41.5485,44.6,31.0471,0.0,0,0.0,82.71,51.14,62.0,39.7,58.4,0.0,0.0,0.0,0.03,0.0,27.83,16.76,64.5707,32.6559,116.469,0.0,0.0,0,0.0,0.08545,24.4,0.0,95.0,331.609985352,0.0,0.0,8.22,0.0,0.0,0.0,45.1,107.2,57.3158,0.0,0,14.1959,0.0,80.0,110.6,86.2,45.3,0.0
2022-08-01 00:05:00,0.004,0.005,0.0,0.0,0.0,38.6,0.0,0.001,0.0,39.3459,44.3,32.0556,0.0,0,0.0,82.51,51.18,62.7,41.5,59.1,0.0,0.0,0.0,0.04,0.0,29.48,17.88,67.6966,32.8792,116.654,0.0,0.0,0,0.0,0.08545,23.0,0.0,95.8,339.049987793,0.0,0.0,11.07,0.0,0.0,0.0,43.2,106.2,57.6479,0.0,0,12.7963,0.0,82.0,105.2,86.1,41.55,0.0
2022-08-01 00:10:00,0.0,0.004,0.0,0.0,0.0,38.6,0.0,0.001,0.0,40.8476,42.6,33.9285,0.0,0,0.0,80.48,51.04,57.9,41.4,55.6,20.0,0.0,0.0,0.03,5.4,29.14,18.23,63.3204,32.6559,117.212,0.0,0.0,0,0.0,0.08545,25.4,0.0,95.3,309.980010986,0.0,0.0,11.26,0.0,0.0,0.0,46.1,102.6,60.9191,0.0,0,11.5966,0.0,85.0,100.8,86.1,39.2,0.0
2022-08-01 00:15:00,0.0,0.003,0.0,0.0,0.0,34.4,0.0,0.001,0.0,40.3471,44.5,34.7929,0.0,0,0.0,82.67,52.07,61.0,39.2,54.2,0.0,0.0,0.0,0.03,0.0,28.7,18.39,65.1066,32.4326,117.552,0.0,0.0,0,0.0,0.08545,23.5,0.0,93.1,333.359985352,0.0,0.0,9.25,0.0,0.0,0.0,47.8,105.5,64.7866,0.0,0,10.4969,0.0,79.0,100.2,87.1,37.42,0.0
2022-08-01 00:20:00,0.0,0.003,0.0,0.0,0.0,29.8,0.0,0.001,0.0,42.2493,44.7,33.9285,0.0,0,0.0,82.43,53.38,57.7,38.2,55.8,16.8,0.0,0.0,0.03,0.0,29.76,18.83,60.909,32.2652,123.291,0.0,0.0,0,0.0,0.08545,23.5,0.0,92.0,301.359985352,0.0,0.0,8.54,0.0,0.0,0.0,50.8,106.2,63.3053,0.0,0,9.99708,0.0,81.0,97.1,89.2,36.89,0.0
2022-08-01 00:25:00,0.0,0.004,0.0,0.0,0.0,25.5,0.0,0.001,0.0,41.2481,41.6,34.0726,0.0,0,0.0,82.56,56.32,56.9,38.4,51.3,0.0,0.0,0.0,0.02,0.0,31.35,22.14,60.5518,31.372,120.69,0.0,0.0,0,0.0,0.08545,24.0,0.0,88.3,331.869995117,0.0,0.0,6.88,0.0,0.0,0.0,48.9,109.9,64.8328,0.0,0,9.29729,0.0,83.0,94.1,94.4,39.94,0.0
2022-08-01 00:30:00,0.0,0.004,0.0,0.0,0.0,25.0,0.0,0.001,0.0,40.3471,39.1,33.7844,0.0,0,0.0,82.37,56.75,56.7,38.6,52.3,0.0,0.0,0.0,0.03,0.0,29.85,21.34,62.2487,29.5299,118.993,0.0,0.0,0,0.0,0.08545,24.0,0.0,91.2,334.130004883,0.0,0.0,6.41,0.0,0.0,0.0,53.8,113.7,65.3463,0.0,0,9.49723,0.0,81.0,91.3,96.4,45.58,0.0
2022-08-01 00:35:00,0.0,0.004,0.0,0.0,0.0,27.6,0.0,0.001,0.0,40.4472,36.5,32.992,0.0,0,0.0,82.5,65.07,60.4,39.2,53.5,17.4,0.0,0.0,0.03,0.0,29.11,20.48,62.4273,30.4789,119.83,0.0,0.0,0,0.0,0.08545,26.4,0.0,99.7,301.839996338,0.0,0.0,6.88,0.0,0.0,0.0,53.9,114.0,62.0346,0.0,0,8.79743,0.0,87.0,86.9,104.8,47.61,0.0
2022-08-01 00:40:00,0.0,0.004,0.0,0.0,0.0,25.7,0.0,0.001,0.0,38.9454,35.0,34.0005,0.0,0,0.0,82.45,54.38,61.9,37.5,53.7,1.6,0.0,0.0,0.02,0.0,30.67,21.61,62.6059,30.3672,113.924,0.0,0.0,0,0.0,0.08545,25.9,0.0,98.7,312.230010986,0.0,0.0,6.82,0.0,0.0,0.0,53.2,111.3,63.5124,0.0,0,7.99767,0.0,82.0,88.0,92.0,53.36,0.0
2022-08-01 00:45:00,0.0,0.003,0.0,0.0,0.0,26.9,0.0,0.001,0.0,37.4437,34.2,34.2166,0.0,0,0.0,82.52,53.86,66.2,41.2,56.9,0.0,0.0,0.0,0.03,0.0,30.76,23.3,60.3732,30.1439,119.289,0.0,0.0,0,0.0,0.08545,26.8,0.0,95.5,282.130004883,0.0,0.0,6.46,0.0,0.0,0.0,55.3,109.3,61.8467,0.0,0,9.49723,0.0,81.0,95.7,91.1,59.57,0.0
