SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS
2024-06-24 00:00:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.1,397.375,0.0,0.0,0.0,0.0,68.03,90.045,0.0,0.0,0.0,0.0,0,0.0,799.791,0.0,17.639,0.0,0.0,0.0,-0.135,85.9275,0.0,0.0,35.43,751.278,0.0,0.0,0.0,0.0,41.625,116.134,0.05,724.283,0.0,0.0,0.0,0.0,24.2,0.0,-0.5,0.0,0.0,0.0,0.0,1414.01,-0.58,699.3,-1.0625,0.0,0.0,0.0,0.0,165.38,0.0,0.0,0.0,113.34,68.06,0.0,,0.0,0.0,28.3,0.0,-0.04554,0.0
2024-06-24 00:05:00,0.50354,0.0,0.1,0.0,0.0,0.0,566.6,400.95,0.0,0.0,0.0,0.0,55.92,90.045,0.0,0.0,0.0,0.0,0,0.0,763.13,0.0,17.795,0.0,0.0,0.0,-0.135,86.4,0.0,0.0,35.35,755.575,0.0,0.0,0.0,0.0,38.4,117.187,0.05,730.356,0.0,0.0,0.0,0.0,24.3,0.0,-0.5,0.0,0.0,0.0,0.0,1386.72,-0.58,700.4,-1.0625,0.0,0.0,0.0,0.0,163.88,0.0,0.0,0.0,113.49,71.302,0.0,,0.0,0.0,27.9,-0.01399,-0.0464,0.0
2024-06-24 00:10:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.9,402.875,0.0,0.0,0.0,0.0,49.76,90.045,0.0,0.0,0.0,0.0,0,0.0,760.341,0.0,17.811,0.0,0.0,0.0,-0.135,86.32,0.0,0.0,35.47,748.76,0.0,0.0,0.0,0.0,38.9062,111.907,0.05,721.231,0.0,0.0,0.0,0.0,24.1,0.0,-0.5,0.0,0.0,0.0,0.0,1402.32,-0.58,701.3,-1.0625,0.0,0.0,0.0,0.0,165.94,0.0,0.0,0.0,114.4,73.241,0.0,,0.0,0.0,28.4,0.0,-0.05267,0.0
2024-06-24 00:15:00,0.50354,0.0,0.1,0.0,0.0,0.0,567.3,401.225,0.0,0.0,0.0,0.0,42.23,90.045,0.0,0.0,0.0,0.0,0,0.0,689.247,0.0,17.933,0.0,0.0,0.0,-0.135,86.4375,0.0,0.0,35.4,752.822,0.0,0.0,0.0,0.0,39.2063,116.797,0.05,722.406,0.0,0.0,0.0,0.0,24.5,0.0,-0.5,0.0,0.0,0.0,0.0,1423.99,-0.58,700.3,-1.0625,0.0,0.0,0.0,0.0,165.24,0.0,0.0,0.0,113.19,72.055,0.0,,0.0,0.0,31.6,0.33075,-0.04999,0.0
2024-06-24 00:20:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.1,399.025,0.0,0.0,0.0,0.0,42.35,90.045,0.0,0.0,0.0,0.0,0,0.0,680.005,0.0,17.817,0.0,0.0,0.0,-0.135,85.79,0.0,0.0,35.45,750.841,0.0,0.0,0.0,0.0,40.275,117.367,0.05,729.272,0.0,0.0,0.0,0.0,28.2,0.0,-0.5,0.0,0.0,0.0,0.0,1429.63,-0.58,700.2,-1.0625,0.0,0.0,0.0,0.0,162.84,0.0,0.0,0.0,113.34,69.266,0.0,,0.0,0.0,37.8,1.29214,-0.04709,0.0
2024-06-24 00:25:00,0.50354,0.0,0.1,0.0,0.0,0.0,564.5,398.2,0.0,0.0,0.0,0.0,43.22,90.045,0.0,0.0,0.0,0.0,0,0.0,680.148,0.0,17.956,0.0,0.0,0.0,-0.135,85.995,0.0,0.0,35.46,755.675,0.0,0.0,0.0,0.0,39.525,118.268,0.05,732.218,0.0,0.0,0.0,0.0,30.3,0.0,-0.5,0.0,0.0,0.0,0.0,1448.95,-0.58,700.1,-1.0625,0.0,0.0,0.0,0.0,162.8,0.0,0.0,0.0,112.79,72.985,0.0,,0.0,0.0,45.0,0.0,-0.04709,0.0
2024-06-24 00:30:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.1,400.4,0.0,0.0,0.0,0.0,46.86,90.045,0.0,0.0,0.0,0.0,0,0.0,678.945,0.0,18.197,0.0,0.0,0.0,-0.135,86.06,0.0,0.0,35.27,750.187,0.0,0.0,0.0,0.0,38.8875,118.436,0.05,722.864,0.0,0.0,0.0,0.0,35.6,0.0,-0.5,0.0,0.0,0.0,0.0,1458.29,-0.58,700.9,-1.0625,-0.08345,0.0,0.0,0.0,163.68,0.0,0.0,0.0,115.11,71.9,0.0,,0.0,0.0,48.5,0.33646,-0.05077,0.0
2024-06-24 00:35:00,0.50354,0.0,0.1,0.0,0.0,0.0,567.1,400.95,0.0,0.0,0.0,0.0,45.72,90.045,0.0,0.0,0.0,0.0,0,0.0,606.484,0.0,19.068,0.0,0.0,0.0,-0.135,86.285,0.0,0.0,35.34,751.714,0.0,0.0,0.0,0.0,37.875,125.538,0.05,710.275,0.0,0.0,0.0,0.0,34.3,0.0,-0.5,0.0,0.0,0.0,0.0,1458.06,-0.58,700.5,-1.0625,5.16609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,75.237,0.0,,0.0,0.0,49.5,17.7863,-0.04267,0.0
2024-06-24 00:40:00,0.50354,0.0,0.1,0.0,0.0,0.0,562.3,397.925,0.0,0.0,0.0,0.0,45.9,90.045,0.0,0.0,0.0,0.0,0,0.0,598.145,0.0,20.758,0.0,0.0,0.0,-0.135,85.6075,0.0,0.0,35.49,749.968,0.0,0.0,0.0,0.0,39.4688,130.167,0.05,709.268,0.0,0.0,0.0,0.0,33.1,0.0,-0.5,0.0,0.0,0.0,0.0,1455.96,-0.58,697.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.04,71.728,0.0,,0.0,0.0,46.6,-0.85971,-0.05353,0.0
2024-06-24 00:45:00,0.50354,0.0,0.1,0.0,0.0,0.0,566.2,402.325,0.0,0.0,0.0,0.0,44.8,88.7175,0.0,0.0,0.0,0.0,0,0.0,600.893,0.0,21.51,0.0,0.0,0.0,-0.135,85.8025,0.0,0.0,35.25,752.822,0.0,0.0,0.0,0.0,36.825,127.361,0.05,710.961,0.0,0.0,0.0,0.0,32.8,0.0,-0.5,0.0,0.0,0.0,0.0,1460.74,-0.58,700.5,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.25,78.291,0.0,,0.0,0.0,45.2,0.0,-0.05167,0.0
2024-06-24 00:50:00,0.50354,0.0,0.1,0.0,0.0,0.0,566.4,400.125,0.0,0.0,0.0,0.0,46.36,90.09,0.0,0.0,0.0,0.0,0,0.0,598.575,0.0,21.566,0.0,0.0,0.0,-0.135,86.4975,0.0,0.0,35.38,754.92,0.0,0.0,0.0,0.0,37.1438,127.263,0.05,700.295,0.0,0.0,0.0,0.0,34.4,0.0,-0.5,0.0,0.0,0.0,0.0,1457.0,-0.58,699.5,-1.0625,-0.02641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,79.611,0.0,,0.0,0.0,39.4,0.0,-0.04425,0.0
2024-06-24 00:55:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.0,398.2,0.0,0.0,0.0,0.0,48.5,90.0675,0.0,0.0,0.0,0.0,0,0.0,599.655,0.0,21.592,0.0,0.0,0.0,-0.135,85.91,0.0,0.0,35.46,755.239,0.0,0.0,0.0,0.0,37.3312,129.331,0.05,683.037,0.0,0.0,0.0,0.0,31.6,0.0,-0.5,0.0,0.0,0.0,0.0,1456.69,-0.58,698.4,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.95,86.153,0.0,,0.0,0.0,39.2,0.0,-0.04534,0.0
2024-06-24 01:00:00,0.50354,0.0,0.1,0.0,0.0,0.0,566.5,401.225,0.0,0.0,0.0,0.0,49.83,90.315,0.0,0.0,0.0,0.0,0,0.0,599.915,0.0,21.312,0.0,0.0,0.0,-0.135,86.205,0.0,0.0,35.34,755.356,0.0,0.0,0.0,0.0,36.4313,125.239,0.05,675.133,0.0,0.0,0.0,0.0,32.9,0.0,-0.5,0.0,0.0,0.0,0.0,1431.27,-0.58,700.3,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.09,91.605,0.0,,0.0,0.0,38.3,5.17927,-0.05263,0.0
2024-06-24 01:05:00,0.50354,0.0,0.1,0.0,0.0,0.0,568.8,400.675,0.0,0.0,0.0,0.0,50.01,90.315,0.0,0.0,0.0,0.0,0,0.0,599.156,0.0,19.495,0.0,0.0,0.0,-0.135,86.4875,0.0,0.0,35.34,752.167,0.0,0.0,0.0,0.0,38.55,123.757,0.05,682.152,0.0,0.0,0.0,0.0,31.8,0.0,-0.5,0.0,0.0,0.0,0.0,1450.99,-0.58,700.4,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.49,92.633,0.0,,0.0,0.0,35.0,0.0,-0.04975,0.0
2024-06-24 01:10:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.3,398.75,0.0,0.0,0.0,0.0,54.03,90.315,0.0,0.0,0.0,0.0,0,0.0,599.86,0.0,19.442,0.0,0.0,0.0,-0.135,86.125,0.0,0.0,35.43,750.287,0.0,0.0,0.0,0.0,36.6375,124.387,0.05,683.144,0.0,0.0,0.0,0.0,28.6,0.0,-0.5,0.0,0.0,0.0,0.0,1454.22,-0.58,699.4,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.03,101.811,0.0,,0.0,0.0,33.7,0.0,-0.04373,0.0
2024-06-24 01:15:00,0.50354,0.0,0.1,0.0,0.0,0.0,568.3,401.5,0.0,0.0,0.0,0.0,46.76,90.315,0.0,0.0,0.0,0.0,0,0.0,600.277,0.0,19.509,0.0,0.0,0.0,-0.135,86.1625,0.0,0.0,35.45,755.138,0.0,0.0,0.0,0.0,39.225,121.381,0.05,663.368,0.0,0.0,0.0,0.0,29.0,0.0,-0.5,0.0,0.0,0.0,0.0,1459.17,-0.58,700.6,-1.0625,0.11532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.95,95.74,0.0,,0.0,0.0,34.3,0.0,-0.0465,0.0
2024-06-24 01:20:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.3,398.75,0.0,0.0,0.0,0.0,42.0,90.315,0.0,0.0,0.0,0.0,0,0.0,599.354,0.0,20.237,0.0,0.0,0.0,-0.135,85.8425,0.0,0.0,35.45,757.001,0.0,0.0,0.0,0.0,38.2688,111.231,0.05,663.795,0.0,0.0,0.0,0.0,30.1,0.0,-0.5,0.0,0.0,0.0,0.0,1459.38,-0.58,699.2,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.62,93.508,0.0,,0.0,0.0,34.8,0.0,-0.04514,0.0
2024-06-24 01:25:00,0.50354,0.0,0.1,0.0,0.0,0.0,563.1,398.475,0.0,0.0,0.0,0.0,44.79,90.5175,0.0,0.0,0.0,0.0,0,0.0,599.327,0.0,20.986,0.0,0.0,0.0,-0.135,85.7275,0.0,0.0,35.33,747.216,0.0,0.0,0.0,0.0,39.1875,112.546,0.05,661.277,0.0,41.4000015259,0.0,0.0,28.4,0.0,-0.5,0.0,0.0,0.0,0.0,1453.58,-0.58,696.7,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.69,94.934,0.0,,0.0,0.0,35.1,0.0,-0.04523,0.0
2024-06-24 01:30:00,0.50354,0.0,0.1,0.0,0.0,0.0,566.7,402.05,0.0,0.0,0.0,0.0,53.98,90.45,0.0,0.0,0.0,0.0,0,0.0,600.188,0.0,21.459,0.0,0.0,0.0,-0.135,86.0125,0.0,0.0,35.41,750.505,0.0,0.0,0.0,0.0,38.1562,121.389,0.05,663.52,0.0,0.0,0.0,0.0,28.8,0.0,-0.5,0.0,0.0,0.0,0.0,1433.49,-0.58,699.7,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.9,96.005,0.0,,0.0,0.0,39.1,0.0,-0.04432,0.0
2024-06-24 01:35:00,0.50354,0.0,0.1,0.0,0.0,0.0,567.6,402.325,0.0,0.0,0.0,0.0,61.6,90.45,0.0,0.0,0.0,0.0,0,0.0,599.525,0.0,21.275,0.0,0.0,0.0,-0.135,86.295,0.0,0.0,35.31,754.92,0.0,0.0,0.0,0.0,38.7188,117.051,0.05,667.335,0.0,0.0,0.0,0.0,33.1,0.0,-0.5,0.0,0.0,0.0,0.0,1450.32,-0.58,698.7,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.04,89.498,0.0,,0.0,0.0,40.7,0.0,-0.04495,0.0
2024-06-24 01:40:00,0.50354,0.0,0.1,0.0,0.0,0.0,563.6,397.1,0.0,0.0,0.0,0.0,65.53,90.45,0.0,0.0,0.0,0.0,0,0.0,600.052,0.0,21.316,0.0,0.0,0.0,-0.135,86.1575,0.0,0.0,35.36,751.177,0.0,0.0,0.0,0.0,38.1,113.222,0.05,665.397,0.0,0.0,0.0,0.0,36.1,0.0,-0.5,0.0,0.0,0.0,0.0,1448.58,-0.58,698.7,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.49,85.008,0.0,,0.0,0.0,39.2,0.0,-0.04852,0.0
2024-06-24 01:45:00,0.50354,0.0,0.1,0.0,0.0,0.0,565.2,399.85,0.0,0.0,0.0,0.0,68.27,90.45,0.0,0.0,0.0,0.0,0,0.0,597.912,0.0,21.252,0.0,0.0,0.0,-0.135,86.185,0.0,0.0,35.4,749.515,0.0,0.0,0.0,0.0,38.25,109.777,0.05,667.35,0.0,0.0,0.0,0.0,35.5,0.0,-0.5,0.0,0.0,0.0,0.0,1452.42,-0.58,700.9,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.49,85.959,0.0,,0.0,0.0,37.8,0.0,-0.04852,0.0
2024-06-24 01:50:00,0.50354,0.0,0.1,0.0,0.0,0.0,562.7,397.65,0.0,0.0,0.0,0.0,77.51,90.45,0.0,0.0,0.0,0.0,0,0.0,600.298,0.0,21.596,0.0,0.0,0.0,-0.135,85.64,0.0,0.0,35.44,748.525,0.0,0.0,0.0,0.0,38.4938,108.556,0.05,670.387,0.0,0.0,0.0,0.0,34.9,0.0,-0.5,0.0,0.0,0.0,0.0,1451.56,-0.58,698.5,-1.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.95,81.304,0.0,,0.0,0.0,33.7,0.0,-0.04852,0.0
