SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY,CHBESS,WDBESS,MCINTYR,TULLYSM1,KINGASF,CLRKCWF
2025-03-06 00:00:00,0.18128,0.0,0.1,0.0,0.0,0.0,564.2,403.7,0.0,0.0,0.0,0.0,386.94,0.0,0.0,0.0,0.0,0.0,0,0.0,850.199,0.0,11.717,0.0,0.0,0.0,0.0,86.34,0.1,0.0,25.5,710.036,0.0,0.0,0.0,0.0,14.3,0.0,0.0,840.314,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,786.077,0.2175,1093.9,259.375,,0.0,0.0,0.0,165.09,0.0,149.31,0.0,111.12,7.67,0.0,,0.0,0.0,156.6,,,,0.0,-0.3,0.0,80.0072
2025-03-06 00:05:00,0.18128,0.0,0.1,0.0,0.0,0.0,564.3,403.7,0.0,0.0,0.0,0.0,381.41,0.0,0.0,0.0,0.0,0.0,0,0.0,909.809,0.0,11.489,0.0,0.0,0.0,0.0,86.6875,0.1,0.0,24.2,709.046,0.0,0.0,0.0,0.0,14.3,0.0,0.0,841.474,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,778.566,0.2175,1151.3,259.375,,0.0,0.0,0.0,0.0,0.0,149.85,0.0,110.31,6.154,0.0,,0.0,0.0,151.6,,,,0.0,-0.2,0.0,80.5151
2025-03-06 00:10:00,0.18128,0.0,0.1,0.0,0.0,0.0,559.7,405.075,0.0,0.0,0.0,0.0,379.64,0.0,0.0,0.0,0.0,0.0,0,0.0,924.608,0.0,11.735,0.0,0.0,0.0,0.0,86.33,0.1,0.0,24.3,699.243,0.0,0.0,0.0,0.0,14.3,0.0,0.0,840.849,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,770.786,0.2175,1184.7,259.375,,0.0,0.0,0.0,0.0,0.0,149.67,0.0,110.92,4.972,0.0,,0.0,0.0,149.7,,,,0.0,-0.2,0.0,80.1669
2025-03-06 00:15:00,0.18128,0.0,0.1,0.0,0.0,0.0,557.6,401.775,0.0,0.0,0.0,0.0,385.4,0.0,0.0,0.0,0.0,0.0,0,0.0,910.923,0.0,11.54,0.0,0.0,0.0,0.0,85.8475,0.1,0.0,25.4,701.896,0.0,0.0,0.0,0.0,14.3,0.0,0.0,839.521,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,770.555,0.2175,1175.6,259.375,,0.0,0.0,0.0,0.0,0.0,148.59,0.0,110.87,4.335,0.0,,0.0,0.0,147.5,,,,0.0,-0.2,0.0,80.3553
2025-03-06 00:20:00,0.18128,0.0,0.1,0.0,0.0,0.0,560.3,402.875,0.0,0.0,0.0,0.0,384.57,0.0,0.0,0.0,0.0,0.0,0,0.0,910.048,0.0,11.685,0.0,0.0,0.0,0.0,86.2425,0.1,0.0,27.3,704.313,0.0,0.0,0.0,0.0,14.3,0.0,0.0,840.65,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,773.657,0.2175,1118.2,259.375,,0.0,0.0,0.0,0.0,0.0,148.77,0.0,109.65,4.322,0.0,,0.0,0.0,147.6,,,,0.0,-0.2,0.0,83.6198
2025-03-06 00:25:00,0.18128,0.0,0.1,0.0,0.0,0.0,559.2,402.325,0.0,0.0,0.0,0.0,389.12,0.0,0.0,0.0,0.0,0.0,0,0.0,885.869,0.0,11.483,0.0,0.0,0.0,0.0,86.245,0.1,0.0,26.9,704.867,0.0,0.0,0.0,0.0,14.3,0.0,0.0,840.772,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,768.786,0.2175,1077.2,259.375,,0.0,0.0,0.0,0.0,0.0,148.86,0.0,110.26,5.29,0.0,,0.0,0.0,139.2,,,,0.0,-0.2,0.0,78.5244
2025-03-06 00:30:00,0.18128,0.0,0.1,0.0,0.0,0.0,559.9,402.875,0.0,0.0,0.0,0.0,387.12,0.0,0.0,0.0,0.0,0.0,0,0.0,819.342,0.0,11.74,0.0,0.0,0.0,0.0,86.47,0.1,0.0,25.3,705.185,0.0,0.0,0.0,0.0,14.3,0.0,0.0,842.1,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,770.619,0.2175,1081.4,259.375,,0.0,0.0,0.0,0.0,0.0,149.31,0.0,110.46,6.194,0.0,,0.0,0.0,135.4,,,,0.0,-0.2,0.0,79.0692
2025-03-06 00:35:00,0.18128,0.0,0.1,0.0,0.0,0.0,558.6,402.325,0.0,0.0,0.0,0.0,378.78,0.0,0.0,0.0,0.0,0.0,0,0.0,813.094,0.0,11.533,0.0,0.0,0.0,0.0,86.335,0.1,0.0,23.9,703.104,0.0,0.0,0.0,0.0,14.3,0.0,0.0,845.533,0.0,0.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,769.632,0.2175,1078.2,259.375,,0.0,0.0,0.0,0.0,0.0,149.58,0.0,110.92,5.061,0.0,,0.0,0.0,136.2,,,,0.0,-0.2,0.0,76.2266
2025-03-06 00:40:00,0.18128,0.0,0.1,0.0,0.0,0.0,561.7,405.075,0.0,0.0,0.0,0.0,379.78,0.0,0.0,0.0,0.0,0.0,0,0.0,749.875,0.0,11.637,0.0,0.0,0.0,0.0,86.63,0.1,0.0,23.8,704.867,0.0,0.0,0.0,0.0,14.3,0.0,0.0,845.258,0.0,30.0,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,778.553,0.2175,1085.5,259.375,,0.0,0.0,0.0,0.0,0.0,149.58,0.0,111.17,5.436,0.0,,0.0,0.0,142.0,,,,0.0,-0.2,0.0,76.7263
2025-03-06 00:45:00,0.18128,0.0,0.1,0.0,0.0,0.0,560.5,400.4,0.0,0.0,0.0,0.0,380.67,0.0,0.0,0.0,0.0,0.0,0,0.0,748.214,0.0,11.673,0.0,0.0,0.0,0.0,86.1875,0.1,0.0,20.3,703.54,0.0,0.0,0.0,0.0,14.4,0.0,0.0,841.474,0.0,3.53999996185,0.0,0.0,-0.4,0.0,-1.2,0.0,0.0,0.0,0.0,773.529,0.2175,1083.0,259.375,,0.0,0.0,0.0,0.0,0.0,149.67,0.0,110.36,4.313,0.0,,0.0,0.0,141.7,,,,0.0,-0.2,0.0,79.6754
