SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF
2024-07-01 00:00:00,155.694,2379.16,0.0,0.0,12.65,39.1727,0.0,0.0,26.9379,0.0,0.0,94.554,0.00317,18.2956,0.0,15.55,0.0,0,2721.55,0.0,0.0,0.0,0.0,0.001526,22.2147,0.0,51.4485,16.5585,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1275.14,334.440002441,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.23424,0.0,0.0,0.0,0.0,148.081,0.0,0.0,0.0,8.58228,0.0,1047.66,0.0,0.00093,0.0,6.70176,0.0,5.96262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68712,20.07,2.22,158.173,0.0,46.05,0.0,0.0
2024-07-01 00:05:00,155.798,2366.69,0.0,0.0,10.73,40.2801,0.0,0.0,23.6566,0.0,0.0,99.884,0.00317,17.8974,0.0,12.73,0.0,0,2724.94,0.0,0.0,0.0,0.0,0.001526,21.7247,0.0,40.0924,16.0927,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1284.91,271.040008545,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,150.103,0.0,0.0,0.0,9.88968,0.0,1047.79,0.0,0.09215,0.0,6.1041,0.0,9.9556,0.0,0.0,0.0,0.0,0.0,0.0,0.07626,0.0,0.0,4.68712,19.77,2.81,169.431,0.0,46.125,0.0,0.0
2024-07-01 00:10:00,157.596,2382.7,0.0,0.0,10.72,37.1109,0.0,0.0,22.8714,0.0,0.0,105.508,0.00317,18.1983,0.0,12.16,0.0,0,2720.43,0.0,0.0,0.0,0.0,0.001526,19.0747,0.0,40.8668,14.3137,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1303.78,223.990005493,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,149.949,0.0,0.0,0.0,9.62234,0.0,1077.11,0.0,0.0,0.0,6.08652,0.0,11.2679,0.0,0.0,0.0,0.0,0.0,0.01645,0.0,0.0,0.0,4.68712,20.09,3.39,168.017,0.0,45.95,0.0,0.0
2024-07-01 00:15:00,160.495,2423.96,0.0,0.0,9.96,37.6321,0.0,0.0,23.1371,0.0,0.0,107.713,0.00317,20.2958,0.0,12.72,0.0,0,2723.72,0.0,0.0,0.0,0.0,0.001526,17.7047,0.0,38.6451,12.6768,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1272.14,257.279998779,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,151.246,0.0,0.0,0.0,11.3765,0.0,1101.28,0.0,0.0,0.0,4.77693,0.0,8.65309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68712,19.79,4.52,171.66,0.0,46.3,0.0,0.0
2024-07-01 00:20:00,161.898,2415.54,0.0,0.0,8.43,36.9016,0.0,0.0,23.1996,0.0,0.0,103.92,0.00317,20.3976,0.0,11.92,0.0,0,2727.75,0.0,0.0,0.0,0.0,0.001526,15.3448,0.0,38.004,12.9386,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1261.32,246.130004883,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.23424,0.0,0.0,0.0,0.0,148.949,0.0,0.0,0.0,10.1533,0.0,1132.68,0.0,0.07353,0.0,4.61872,0.0,6.69627,0.0,0.0,0.0,0.0,0.0,0.0015,0.0314,0.0,0.0,4.68712,19.86,3.83,178.658,0.0,46.075,0.0,0.0
2024-07-01 00:25:00,160.495,2405.82,0.0,0.0,9.12,34.3123,0.0,0.0,21.4964,0.0,0.0,95.2163,0.00317,19.7958,0.0,12.84,0.0,0,2721.48,0.0,0.0,0.0,0.0,0.001526,15.1548,0.0,38.4166,13.4965,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1257.95,245.990005493,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,143.182,0.0,0.0,0.0,9.76516,0.0,1154.99,0.0,0.0,0.0,5.6119,0.0,0.71168,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,4.68712,19.92,4.44,180.978,0.0,45.975,0.0,0.0
2024-07-01 00:30:00,157.696,2352.01,0.0,0.0,8.75,32.2923,0.0,0.0,22.805,0.0,0.0,86.5309,0.00317,20.6985,0.0,13.69,0.0,0,2722.45,0.0,0.0,0.0,0.0,0.001526,16.2847,0.0,41.3112,14.2399,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1231.83,273.929992676,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,0.0,0.0,0.0,143.599,0.0,0.0,0.0,9.43923,0.0,1134.56,0.0,0.0,0.0,5.6119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05533,0.05234,0.0,0.0,4.68712,20.27,4.53,180.307,0.0,46.225,0.0,0.0
2024-07-01 00:35:00,158.798,2318.13,0.0,0.0,8.97,34.5028,0.0,0.0,25.6879,0.0,0.0,83.1403,0.00317,23.0969,0.0,14.68,0.0,0,2724.82,0.0,0.0,0.0,0.0,0.001526,18.0547,0.0,44.2248,14.8557,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1246.58,251.240005493,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.23424,0.0,0.0,0.0,0.0,138.512,0.0,0.0,0.0,10.2522,0.0,1108.41,0.0,0.0,0.0,5.51522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01944,0.0,0.0,4.68712,20.22,5.12,188.7,0.0,46.425,0.0,0.0
2024-07-01 00:40:00,157.795,2293.64,0.0,0.0,9.33,36.102,0.0,0.0,29.0942,0.0,0.0,80.3876,0.00317,26.4998,0.0,13.18,0.0,0,2726.38,0.0,0.0,0.0,0.0,0.001526,19.0647,0.0,44.5993,15.2611,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1239.08,271.649993896,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.23424,0.0,0.0,0.0,0.0,139.699,0.0,0.0,0.0,10.6258,0.0,1083.99,0.0,0.0,0.0,5.46249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17795,0.01944,0.0,0.0,4.68712,20.17,5.75,191.963,0.0,46.825,0.0,0.0
2024-07-01 00:45:00,152.894,2252.33,0.0,0.0,8.06,39.112,0.0,0.0,29.8833,0.0,0.0,74.0154,0.00317,26.8981,0.0,11.4,0.0,0,2723.67,0.0,0.0,0.0,0.0,0.001526,20.3747,0.0,45.2087,13.5076,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1256.68,285.429992676,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,0.0,0.0,0.0,139.962,0.0,0.0,0.0,11.9661,0.0,1052.18,0.0,0.0,0.0,4.42536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68712,19.8,6.51,197.221,0.0,46.275,0.0,0.0
