SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB
2022-07-11 00:00:00,32.8974,1616.57,0.0,0,0.0,15.452,0.0,0.0,15.4,0.0,171.303,32.7359,17.1637,59.3956,0.0,6.03,0.0,0,1532.2,0,0.0,0.0,0.0,0.0,25.5378,0.0,29.1265,6.74165,0,0.0,36.3541,0.0,0.0,356.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.85,1062.30004883,0.0,0.0,0.0,0.0,97.9312,0.0,0.0,0.12371,0.0,443.845,0.0,71.5,2.32877,0.0,0.0,412,14.4675,0.0,878.175,0.0,0.0,0.0,11.835,0.0,143.929,0.0
2022-07-11 00:05:00,36.0987,1626.22,0.0,0,0.0,17.0125,0.0,0.0,12.256,0.0,170.717,36.7359,16.5238,52.1003,0.0,6.47,0.0,0,1514.8,0,0.0,0.0,0.0,0.0,24.8824,0.0,23.3285,6.38538,0,0.0,36.3227,0.0,0.0,361.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.9,1041.76000977,0.0,0.0,0.0,0.0,92.3719,0.0,0.0,0.12371,0.0,459.61,0.0,71.8,2.98123,0.0,0.0,420,13.2037,0.0,898.65,0.0,0.0,0.0,9.98999,0.0,140.05,0.0
2022-07-11 00:10:00,30.693,1606.62,0.0,0,0.0,17.5505,0.0,0.0,11.532,0.0,170.928,32.5781,13.2937,56.695,0.0,7.12,0.0,0,1517.53,0,0.0,0.0,0.0,0.0,25.1486,0.0,33.0785,7.74142,0,0.0,36.3793,0.0,0.0,370.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.1,1007.75,0.0,0.0,0.0,0.0,107.231,0.0,0.0,0.00565,0.0,440.765,0.0,71.8,3.285,0.0,0.0,409,9.795,0.0,900.8,0.0,0.0,0.0,10.017,0.0,135.213,0.0
2022-07-11 00:15:00,36.4939,1605.45,0.0,0,0.0,18.2921,0.0,0.0,10.42,0.0,170.972,29.8031,11.6138,61.2988,0.0,8.27,0.0,0,1459.08,0,0.0,0.0,0.0,0.0,27.596,0.0,34.7815,8.79832,0,0.0,36.3227,0.0,0.0,372.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.1,1007.34002686,0.0,0.0,0.0,0.0,101.897,0.0,0.0,0.12371,0.0,443.602,0.0,71.8,0.0,0.0,0.0,410,8.4075,0.0,891.6,0.0,0.0,0.0,9.46799,0.0,130.614,0.0
2022-07-11 00:20:00,45.7989,1619.05,0.0,0,0.0,23.6721,0.0,0.0,11.34,0.0,170.635,34.7906,9.96375,58.4984,0.0,8.18,0.0,0,1409.45,0,0.0,0.0,0.0,0.0,26.06,0.0,35.2755,10.0687,0,0.0,36.2628,0.0,0.0,378.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.83,1089.45996094,0.0,0.0,0.0,0.0,97.7344,0.0,0.0,0.12371,0.0,372.382,0.0,71.7,0.0,0.0,0.0,413,9.22501,0.0,854.85,0.0,0.0,0.0,10.557,0.0,129.754,0.0
2022-07-11 00:25:00,49.7981,1614.35,0.0,0,0.0,20.7206,0.0,0.0,11.404,0.0,171.01,24.6031,8.12376,57.3973,0.0,8.35,0.0,0,1408.58,0,0.0,0.0,0.0,0.0,26.2239,0.0,38.376,10.325,0,0.0,36.2943,0.0,0.0,378.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.28,1058.68005371,0.0,0.0,0.0,0.0,94.1344,0.0,0.0,0.04333,0.0,395.536,0.0,71.7,0.0,0.0,0.0,410,9.70126,0.0,814.45,0.0,0.0,0.0,12.663,0.0,134.135,0.0
2022-07-11 00:30:00,55.8941,1615.57,0.0,0,0.0,20.2212,0.0,0.0,10.816,0.0,170.717,26.3906,8.67375,56.4956,0.0,8.95,0.0,0,1412.2,0,0.0,0.0,0.0,0.0,26.7154,0.0,40.183,10.6495,0,0.0,36.2943,0.0,0.0,379.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.7,1179.0300293,0.0,0.0,0.0,0.0,98.5875,0.0,0.0,0.12371,0.0,325.829,0.0,71.7,0.0,0.0,0.0,395,10.1625,0.0,806.8,0.0,0.0,0.0,11.934,0.0,115.012,0.0
2022-07-11 00:35:00,51.8991,1624.75,0.0,0,0.0,20.2598,0.0,0.0,9.044,0.0,170.759,26.925,7.59375,59.4999,0.0,10.35,0.0,0,1371.55,0,0.0,0.0,0.0,0.0,22.5683,0.0,31.9995,11.0407,0,0.0,36.2943,0.0,0.0,386.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.18,1086.11999512,0.0,0.0,0.0,0.0,107.625,0.0,0.0,0.13376,0.0,393.592,0.0,71.7,1.40625,0.0,0.0,416,9.52499,0.0,799.475,0.0,0.0,0.0,10.386,0.0,113.921,0.0
2022-07-11 00:40:00,54.7986,1613.8,0.0,0,0.0,18.7615,0.0,0.0,9.108,0.0,170.804,25.7953,6.55375,57.497,0.0,10.24,0.0,0,1310.12,0,0.0,0.0,0.0,0.0,20.592,0.0,26.3834,8.06595,0,0.0,36.1179,0.0,0.0,376.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.75,1116.9699707,0.0,0.0,0.0,0.0,119.963,0.0,0.0,0.04333,0.0,409.194,0.0,71.7,0.82126,0.0,0.0,411,10.4738,0.0,800.325,0.0,0.0,0.0,8.586,0.0,108.199,0.0
2022-07-11 00:45:00,58.7981,1625.33,0.0,0,0.0,19.3617,0.0,0.0,7.276,0.0,171.348,24.3031,8.41375,51.697,0.0,9.14,0.0,0,1268.67,0,0.0,0.0,0.0,0.0,19.1789,0.0,18.538,5.3499,0,0.0,36.3227,0.0,0.0,383.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.6,1206.73999023,0.0,0.0,0.0,0.0,119.325,0.0,0.0,0.12371,0.0,379.042,0.0,71.7,0.0,0.0,0.0,418,9.29625,0.0,798.5,0.0,0.0,0.0,7.31699,0.0,113.275,0.0
