SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN
2022-08-15 00:00:00,0.91646,0.0,0.1,28.24,0.0,0.0,642.8,414.975,0.0,0.0,0.0,0.0,77.64,0.0,0.0,0.0,404.203,0.0,0,0.0,230.3,0.0,20.6,0.0,0.0,0.0,-0.176,4.4375,0.0,0.0,19.53,714.77,0.0,0.0,0.014,0.0,40.6313,38.3857,0.0,870.436,0.0,0.0,0.0,0.0,25.6,0.0,-0.1,0.0,0.0,0.0,0.0,1045.84,0.0,781.7,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.01
2022-08-15 00:05:00,0.91646,0.0,0.1,28.24,0.0,0.0,644.2,413.875,0.0,0.0,0.0,0.0,83.79,0.0,0.0,0.0,356.741,0.0,0,0.0,231.7,0.0,21.3,0.0,0.0,0.0,-0.176,4.335,0.0,0.0,10.41,708.156,0.0,0.0,0.014,0.0,40.4812,43.4647,0.0,871.108,0.0,0.0,0.0,0.0,22.0,0.0,-0.1,0.0,0.0,0.0,0.0,1045.5,0.0,729.8,426.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.49
2022-08-15 00:10:00,0.91646,0.0,0.1,28.24,0.0,0.0,641.3,413.05,0.0,0.0,0.0,0.0,92.56,0.0,0.0,0.0,304.965,0.0,0,0.0,230.475,0.0,19.8,0.0,0.0,0.0,-0.176,4.3775,0.01,0.0,16.04,712.453,0.0,0.0,0.014,0.0,40.575,46.2213,0.0,869.536,0.0,0.0,0.0,0.0,25.2,0.0,-0.1,0.0,0.0,0.0,0.0,1043.86,0.0,703.4,407.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3
2022-08-15 00:15:00,0.91646,0.0,0.1,28.24,0.0,0.0,635.3,412.225,0.0,0.0,0.0,0.0,94.91,0.0,0.0,0.0,251.782,0.0,0,0.0,230.475,0.0,20.4,0.0,0.0,0.0,-0.176,4.29,0.01,0.0,18.67,709.818,0.0,0.0,0.014,0.0,40.6875,49.365,0.0,868.178,0.0,23.9500007629,0.0,0.0,22.2,0.0,-0.1,0.0,0.0,0.0,0.0,1038.95,0.0,673.6,388.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3
2022-08-15 00:20:00,0.91646,0.0,0.1,28.24,0.0,0.0,641.2,412.225,0.0,0.0,0.0,0.0,100.52,0.0,0.0,0.0,236.681,0.0,0,0.0,231.35,0.0,20.8,0.0,0.0,0.0,-0.176,4.3125,0.01,0.0,16.96,714.77,0.0,0.0,0.014,0.0,40.7437,47.2146,0.0,869.17,0.0,14.9200000763,0.0,0.0,20.8,0.0,-0.1,0.0,0.0,0.0,0.0,1045.29,0.0,679.5,370.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.53
2022-08-15 00:25:00,0.91646,0.0,0.1,28.24,0.0,0.0,641.4,413.6,0.0,0.0,0.0,0.0,104.77,0.0,0.0,0.0,236.0,0.0,0,0.0,231.175,0.0,23.3,0.0,0.0,0.0,-0.176,4.62,0.0,0.0,22.67,710.355,0.0,0.0,0.014,0.0,40.6687,49.0045,0.0,869.948,0.0,19.4899997711,0.0,0.0,23.9,0.0,-0.1,0.0,0.0,0.0,0.0,1042.61,0.0,678.3,353.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.11
2022-08-15 00:30:00,0.91646,0.0,0.1,28.24,0.0,0.0,642.1,413.875,0.0,0.0,0.0,0.0,103.74,0.0,0.0,0.0,234.606,0.0,0,0.0,231.175,0.0,22.7,0.0,0.0,0.0,-0.176,4.3775,0.0,0.0,23.09,708.492,0.0,0.0,0.014,0.0,40.65,49.6497,0.0,870.513,0.0,22.8500003815,0.0,0.0,27.0,0.0,-0.1,0.0,0.0,0.0,0.0,1040.41,0.0,676.9,335.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3
2022-08-15 00:35:00,0.91646,0.0,0.1,28.24,0.0,0.0,647.5,413.875,0.0,0.0,0.0,0.0,102.57,0.0,0.0,0.0,236.954,0.0,0,0.0,232.4,0.0,22.3,0.0,0.0,0.0,-0.176,4.525,0.0,0.0,24.61,711.346,0.0,0.0,0.014,0.0,40.6313,51.0,0.0,870.375,0.0,0.0,0.0,0.0,25.7,0.0,-0.1,0.0,0.0,0.0,0.0,1043.33,0.0,685.0,320.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.06
2022-08-15 00:40:00,0.91646,0.0,0.1,28.24,0.0,0.0,654.5,416.625,0.0,0.0,0.0,0.0,105.84,0.0,0.0,0.0,237.47,0.0,0,0.0,232.925,0.0,15.0,0.0,0.0,0.0,-0.176,4.6925,0.07,0.0,20.36,712.453,0.0,0.0,0.014,0.0,40.7812,52.6971,0.0,869.567,0.0,0.0,0.0,0.0,26.8,0.0,-0.1,0.0,0.0,0.0,0.0,1049.03,0.0,696.8,305.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
2022-08-15 00:45:00,0.91646,0.0,0.1,28.24,0.0,0.0,651.0,416.35,0.0,0.0,0.0,0.0,111.47,0.0,0.0,0.0,241.876,0.0,0,0.0,233.625,0.0,20.9,0.0,0.0,0.0,-0.176,4.595,0.07,0.0,23.78,714.652,0.0,0.0,0.014,0.0,40.7063,50.8027,0.0,870.513,0.0,22.8199996948,0.0,0.0,25.5,0.0,-0.1,0.0,0.0,0.0,0.0,1045.93,0.0,690.2,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.61
