SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF
2024-06-24 00:00:00,0.0,51.2,0.0,0.0,11.759,73.4844,0.0,72.72,29.0,4.31,0.0,0.0,41.3143,0.0,0.0,0,0.0,293.21,60.24,29.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,167.793,2187.0,1167.38,0.0,0.075,8.58,148.41,0.0,110.09,25.9682,92.2,0.0,307.79,0.0,0.0,0.0,44.0,48.4,0.495,31.92,386.55,0.0,0.0,120.03,0.0,0.0,24.9,1026.3,3.1,0.0,75.05,4.2,50.7363,0.0,0.0,0.0,0.0
2024-06-24 00:05:00,0.0,50.8,0.0,0.0,11.052,77.7142,0.0,74.99,30.3,4.23,-0.01,0.0,38.5085,0.0,0.0,0,0.0,302.83,60.24,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,101.189,2211.0,1094.25,0.0,0.075,8.91,154.81,0.0,109.4,26.0659,82.4,0.0,303.93,0.0,0.0,0.0,44.0,52.0,0.495,30.8,381.24,0.0,0.0,116.903,0.0,0.0,24.8,1030.16,3.3,0.0,73.85,4.2,54.1665,1.1,0.0,0.0,0.0
2024-06-24 00:10:00,0.0,53.6,0.0,0.0,11.239,77.2869,1.8,75.39,29.7,4.69,-0.01,0.0,42.6742,0.0,0.0,0,0.0,307.23,60.24,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,37.5396,2217.0,1135.12,0.89998,0.075,10.11,158.57,0.0,109.59,24.9092,78.5,0.0,299.04,0.0,0.0,0.0,46.5,48.3,0.495,29.75,389.05,17.5,0.0,119.026,0.0,0.0,25.2,1034.52,3.7,0.0,79.14,4.2,51.426,0.2,0.011,0.0,0.0
2024-06-24 00:15:00,0.0,56.0,0.0,0.0,11.742,78.6053,4.73,75.27,29.3,5.03,-0.01,0.0,43.1329,0.0,0.0,0,0.0,307.39,60.24,38.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,2217.0,1172.25,0.0,0.075,10.47,155.28,0.0,102.76,24.9245,80.0,0.0,303.08,0.0,0.0,0.0,46.1,49.5,0.495,30.37,395.57,30.5,0.0,121.231,0.0,0.0,25.0,1034.14,4.0,0.0,85.15,4.6,49.2531,0.0,0.0,0.0,0.0
2024-06-24 00:20:00,0.0,59.1,0.0,0.0,13.022,79.6612,0.0,76.67,30.0,6.35,-0.01,0.0,49.7971,0.0,0.0,0,0.0,307.48,60.24,39.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,2203.0,1170.38,0.0,0.075,10.47,156.02,0.0,96.17,26.2948,79.1,103.2,311.05,0.0,0.0,0.0,44.0,47.5,0.495,31.07,395.27,0.0,0.0,125.774,0.0,0.0,24.9,1028.62,4.1,0.0,82.83,4.8,51.1147,0.0,0.0,0.0,0.0
2024-06-24 00:25:00,0.0,59.2,0.0,0.0,14.067,88.3162,0.0,77.92,28.9,7.72,-0.02,0.0,49.109,0.0,0.0,0,0.0,295.07,60.24,37.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,2188.0,1167.0,0.0,0.075,9.285,161.44,0.0,92.08,27.8542,78.4,54.3,307.71,0.0,0.0,0.0,43.3,45.4,0.495,30.3,396.78,0.0,0.0,127.305,0.0,0.0,24.8,1026.81,4.1,0.0,82.68,5.0,55.1675,0.0,0.0,0.0,0.0
2024-06-24 00:30:00,0.0,59.8,0.0,0.0,14.801,90.2754,0.0,76.04,30.3,7.54,-0.02,0.0,47.0835,0.0,0.0,0,0.0,282.85,60.24,38.44,0.00972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,2202.0,1086.0,0.0,0.075,9.27,169.97,0.0,88.4,23.3497,72.7,1.1,308.78,0.0,0.0,0.0,43.2,46.2,0.495,31.09,403.58,44.0,0.0,128.403,0.0,0.0,24.9,1030.47,3.6,0.0,80.92,4.0,57.7676,0.0,0.005,0.0,0.0
2024-06-24 00:35:00,0.0,61.8,0.0,0.0,13.737,94.5724,0.0,75.39,30.5,7.34,-0.01,0.0,44.9618,0.0,0.0,0,0.0,282.24,60.24,41.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,2211.0,1156.5,0.0,0.075,9.495,181.24,0.0,85.46,20.954,71.5,98.4,311.26,0.0,0.0,0.0,42.4,46.6,0.495,32.31,399.17,0.0,0.0,132.246,0.0,0.0,25.0,1028.4,3.6,0.0,80.87,4.6,53.5256,0.1,0.0,0.0,0.0
2024-06-24 00:40:00,0.0,60.1,0.0,0.0,13.269,91.4229,0.0,76.88,28.8,7.57,-0.01,0.0,48.1915,0.0,0.0,0,0.0,281.66,60.24,41.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,2188.0,1166.25,0.0,0.075,9.84,184.22,0.0,80.81,18.1448,75.0,77.7,315.49,0.0,0.0,0.0,41.7,45.0,0.495,34.54,399.75,0.0,0.0,131.84,0.0,0.0,24.7,1024.23,2.9,0.0,86.11,4.7,48.7099,0.0,0.0,0.0,0.0
2024-06-24 00:45:00,0.0,56.8,0.0,0.0,13.271,86.3691,0.01,77.15,28.0,8.04,-0.01,0.0,48.8325,0.0,0.0,0,0.0,275.78,60.24,41.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,2216.0,1101.38,0.0,0.075,10.035,178.26,0.0,80.38,17.1331,85.7,56.7,321.33,0.0,0.0,0.0,40.6,44.9,0.495,35.07,400.17,0.0,0.0,133.588,0.0,0.0,25.2,1032.45,2.8,0.0,82.22,4.1,41.6419,0.0,0.0,0.0,0.0
