SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF,HD1WF,GIRGSF,RYANCWF,GPWFEST,RANGEB
2024-10-28 00:00:00,0.0,95.8,,0.0,51.603,16.4462,,97.06,3.3,55.14,0.0,0.0,63.9631,172.8,0.0,0,7.3,57.61,0.0,8.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,1544.0,1140.75,35.4,0.01,4.68,48.29,0.0,29.02,24.8421,15.9,60.1,286.2,0.0,0.0,0.0,19.4,59.0,0.81,13.69,82.53,,0.0,140.205,0.0,0.0,0.0,1091.28,23.4,0.0,8.14,4.2,13.2967,,,0.0,28.4,0.0,61.53,0.0,
2024-10-28 00:05:00,0.0,90.9,,0.0,49.226,16.318,,109.8,3.5,55.83,0.0,0.0,67.2809,172.5,0.0,0,7.3,60.0,0.0,7.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,1534.0,1136.25,34.4,0.01,4.86,57.32,0.0,29.63,29.9188,16.1,97.4,278.4,0.0,0.0,0.0,20.2,57.9,0.81,14.14,86.07,,0.0,139.075,0.0,0.0,0.0,1087.18,19.0,0.0,7.21,4.8,14.5541,,,0.0,30.16,0.0,66.05,0.0,
2024-10-28 00:10:00,0.0,86.1,,0.0,54.636,18.4726,,111.88,4.4,55.23,0.0,0.0,68.608,171.7,0.0,0,7.3,63.78,0.0,5.86,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,1531.0,1133.62,35.5,0.01,4.755,57.54,0.0,29.87,33.9625,15.9,57.6,271.61,0.0,0.0,0.0,20.7,57.3,0.81,15.33,77.54,,0.0,144.99,0.0,0.0,0.0,1088.71,17.3,0.0,11.88,4.9,18.1674,,,0.0,30.8,0.0,70.43,0.0,
2024-10-28 00:15:00,0.0,79.9,,0.0,54.23,21.384,,111.85,5.2,55.35,0.0,0.0,64.8171,172.1,0.0,0,7.3,73.1,0.0,4.31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,1542.0,1111.5,33.4,0.01,4.65,58.05,0.0,34.23,35.0902,17.0,54.4,269.64,0.0,0.0,0.0,21.3,53.3,0.81,15.84,73.56,,0.0,146.693,0.0,0.0,0.0,1092.0,18.1,0.0,12.06,5.4,21.5976,,,0.0,36.62,0.0,91.41,0.0,
2024-10-28 00:20:00,0.0,85.5,,0.0,60.27,27.9576,,106.3,6.0,53.48,0.0,0.0,61.3233,172.3,0.0,0,7.3,73.48,0.0,4.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,1534.0,1126.12,28.8,0.01,4.68,54.55,0.0,26.57,40.2203,18.4,7.6,274.36,0.0,0.0,0.0,22.6,50.7,0.81,17.16,79.93,,0.0,145.329,0.0,0.0,0.0,1087.36,21.2,0.0,10.91,5.4,24.5945,,,0.0,37.48,0.0,71.7,0.0,
2024-10-28 00:25:00,0.0,90.3,,0.0,55.214,37.3144,,112.72,7.4,54.83,0.0,0.0,59.0541,172.8,0.0,0,7.2,76.09,0.0,4.46,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.0,1541.0,1128.0,29.9,0.01,4.305,51.8,0.0,27.84,41.5464,18.0,59.8,274.57,0.0,0.0,0.0,25.0,42.9,0.81,20.24,87.19,,0.0,144.304,0.0,0.0,0.0,1090.97,19.8,0.0,12.95,5.8,28.1407,,,0.0,36.36,0.0,45.48,0.0,
2024-10-28 00:30:00,0.0,93.9,,0.0,59.877,35.0439,,111.49,8.1,53.49,0.0,0.0,59.4063,173.1,0.0,0,7.2,76.35,0.0,5.94,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,1543.0,1132.88,28.7,0.01,4.08,49.26,0.0,26.53,37.4096,17.1,59.3,275.62,0.0,0.0,0.0,27.1,40.7,0.81,19.23,86.37,,0.0,143.999,0.0,0.0,0.0,1089.94,18.1,0.0,11.91,6.0,27.6524,,,0.0,34.76,0.0,34.38,0.0,
2024-10-28 00:35:00,0.0,98.7,,0.0,59.186,30.1244,,110.53,10.6,54.02,0.0,0.0,60.418,172.7,0.0,0,7.2,73.3,0.0,6.97,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,0.0,1557.0,1137.0,28.8,0.01,4.095,45.46,0.0,21.06,32.5449,18.6,59.9,271.13,0.0,0.0,0.0,26.9,46.1,0.81,15.68,92.74,,0.0,143.604,0.0,0.0,0.0,1091.32,11.2,0.0,13.18,5.3,26.9871,,,0.0,31.14,0.0,55.99,0.0,
2024-10-28 00:40:00,0.0,95.2,,0.0,56.201,27.1824,,106.22,10.8,55.91,0.0,0.0,58.5687,172.5,0.0,0,7.3,73.34,0.0,8.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,1557.0,1135.12,25.5,0.01,3.555,51.71,0.0,18.36,25.2495,16.7,58.3,268.37,0.0,0.0,0.0,26.9,47.4,0.81,14.75,106.49,,0.0,148.755,0.0,0.0,0.0,1089.37,15.8,0.0,13.24,6.5,23.27,,,0.0,30.46,0.0,46.41,0.0,
2024-10-28 00:45:00,0.0,91.4,,0.0,61.414,28.2322,,117.39,12.0,53.3,0.0,0.0,56.1295,172.8,0.0,0,7.3,75.72,0.0,7.61,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,1573.0,1131.75,19.2,0.01,3.795,51.55,0.0,21.07,25.1061,14.7,53.4,262.21,0.0,0.0,0.0,29.5,47.6,0.81,15.81,113.81,,0.0,156.378,0.0,0.0,0.0,1090.41,17.7,0.0,16.35,6.2,27.1397,,,0.0,33.96,0.0,45.77,0.0,
