SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF
2022-11-07 00:00:00,24.5959,1489.22,0.0,0,0.0,57.3316,0.0,0.0,0.0,0.0,0.0,40.9247,8.6952,7.89662,0.0,-0.03,0.0,0,1197.27,0.0,0.0,0.0,0.0,0.001526,11.8948,0.0,20.8016,0.0,0.0,0.0,55.6934,0.0,0.0,347.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.644,953.549987793,0.0,0.0,0.00153,0.0,210.048,0.0,0.0,0.15386,0.0,226.597,67.8,0.0,33.3495,0.0,0.0,400,0.0,0.0,1103.99,0.0,0.0,0.0,4.32868,0.0,108.127,0.0005,0.0
2022-11-07 00:05:00,24.6953,1542.3,0.0,0,0.0,56.5194,0.0,0.0,0.0,0.0,0.0,39.4431,5.73556,7.89662,0.0,-0.05,0.0,0,1203.25,0.0,0.0,0.0,0.0,0.001526,11.8248,0.0,20.3192,0.0,0.0,0.0,55.4596,0.0,0.0,347.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.207,961.780029297,0.0,0.0,0.00153,0.0,208.711,0.0,0.0,0.17395,0.0,216.192,68.1,0.0,32.5914,0.0,0.0,405,0.0,0.0,1106.75,0.0,6.15724,0.0,5.00545,0.0,102.01,0.99148,0.0
2022-11-07 00:10:00,21.8968,1548.28,0.0,0,0.0,58.4221,0.0,0.0,0.0,0.0,0.0,39.8459,4.15473,7.69749,0.0,-0.03,0.0,0,1200.35,0.0,0.0,0.0,0.0,0.001526,11.3248,0.0,19.8177,0.0,0.0,0.0,55.0782,0.0,0.0,348.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.816,964.109985352,0.0,0.0,0.00153,0.0,210.14,0.0,0.0,0.17395,0.0,206.239,67.5,0.0,35.8105,0.0,0.0,400,0.0,0.0,1103.82,0.0,0.0,0.0,4.5572,0.0,107.919,1.00048,0.0
2022-11-07 00:15:00,21.1978,1561.02,0.0,0,0.0,61.6311,0.0,0.0,0.0,0.0,0.0,35.7427,3.75494,7.69749,0.0,-0.05,0.0,0,1207.55,0.0,0.0,0.0,0.0,0.001526,12.1448,0.0,21.1507,0.0,0.0,0.0,54.2291,0.0,0.0,352.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.598,901.849975586,0.0,0.0,0.00153,0.0,206.954,0.0,0.0,0.1639,0.0,214.809,67.9,0.0,40.5347,0.0,0.0,403,0.0,0.0,1101.43,0.0,13.6539,0.0,2.65873,0.0,103.67,0.0395,0.0
2022-11-07 00:20:00,18.6965,1548.06,0.0,0,0.0,61.7713,0.0,0.0,0.0,0.0,0.0,31.223,4.03387,7.69749,0.0,-0.03,0.0,0,1203.18,0.0,0.0,0.0,0.0,0.001526,12.0548,0.0,21.2015,0.0,0.0,0.0,55.0197,0.0,0.0,351.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.768,875.640014648,0.0,0.0,0.00153,0.0,220.284,0.0,0.0,0.15386,0.0,210.752,67.9,0.0,41.2488,0.0,0.0,400,0.0,0.0,1101.08,0.0,4.68844,0.0,2.18412,0.0,103.37,0.0,0.0
2022-11-07 00:25:00,17.8966,1564.95,0.0,0,0.0,64.2518,0.0,0.0,0.0,0.0,0.0,27.4907,5.20455,7.69749,0.0,-0.02,0.0,0,1211.9,0.0,0.0,0.0,0.0,0.001526,11.4748,0.0,19.7923,0.0,0.0,0.0,56.5148,0.0,0.0,349.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.722,829.349975586,0.0,0.0,0.00153,0.0,219.231,0.0,0.0,0.184,0.0,213.103,67.9,0.0,46.0499,0.0,0.0,405,0.0,0.0,1101.5,0.0,4.39245,0.0,1.41067,0.0,103.75,0.0045,0.0
2022-11-07 00:30:00,16.9956,1551.01,0.0,0,0.0,70.2928,0.0,0.0,0.0,0.0,0.0,24.3,5.13497,7.69749,0.0,-0.03,0.0,0,1203.33,0.0,0.0,0.0,0.0,0.001526,11.8848,0.0,20.2049,0.0,0.0,0.0,56.0441,0.0,0.0,351.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.135,816.099975586,0.0,0.0,0.00153,0.0,221.886,0.0,0.0,0.1639,0.0,209.815,67.8,0.0,47.3353,0.0,0.0,404,0.0,0.0,1104.43,0.0,0.90939,0.0,1.24367,0.0,106.123,0.0,0.0
2022-11-07 00:35:00,16.2938,1532.75,0.0,0,0.0,74.0293,0.0,0.0,0.0,0.0,0.0,21.9165,4.96407,7.69749,0.0,-0.06,0.0,0,1154.52,0.0,0.0,0.0,0.0,0.001526,10.8948,0.0,19.4432,0.0,0.0,0.0,54.7275,0.0,0.0,348.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.964,902.58001709,0.0,0.0,0.00153,0.0,221.904,0.0,0.0,0.184,0.0,243.131,67.9,0.0,43.7427,0.0,0.0,403,0.0,0.0,1098.79,0.0,4.00896,0.0,1.24367,0.0,103.08,0.97249,0.0
2022-11-07 00:40:00,16.2938,1498.06,0.0,0,0.0,77.0624,0.0,0.0,0.0,0.0,0.0,20.911,3.78546,7.69749,0.0,-0.06,0.0,0,1111.11,0.0,0.0,0.0,0.0,0.001526,11.0498,0.0,14.5046,0.0,0.0,0.0,54.666,0.0,0.0,349.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.401,889.299987793,0.0,0.0,0.00153,0.0,226.427,0.0,0.0,0.1639,0.0,242.114,67.7,0.0,45.5225,0.0,0.0,402,0.0,0.0,1101.79,0.0,0.57989,0.0,1.37551,0.0,102.617,1.00248,0.0
2022-11-07 00:45:00,13.9967,1499.94,0.0,0,0.0,78.6323,0.0,0.0,0.0,0.0,0.0,18.0133,3.05425,9.39673,0.0,-0.03,0.0,0,1113.82,0.0,0.0,0.0,0.0,0.001526,9.50486,0.0,10.5055,0.0,0.0,0.0,54.5798,0.0,0.0,346.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.573,798.349975586,0.0,0.0,0.00153,0.0,226.94,0.0,0.0,0.2041,0.0,246.984,67.7,0.0,43.9844,0.0,0.0,403,0.0,0.0,1109.14,0.0,0.0,0.0,1.06789,0.0,109.553,1.00248,0.0
2022-11-07 00:50:00,13.2936,1491.0,0.0,0,0.0,81.4309,0.0,0.0,0.0,0.0,0.0,17.6593,2.9749,9.39673,0.0,-0.03,0.0,0,1111.43,0.0,0.0,0.0,0.0,0.001526,8.54987,0.0,7.30626,0.0,0.0,0.0,54.8136,0.0,0.0,348.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.937,780.400024414,0.0,0.0,0.00153,0.0,218.92,0.0,0.0,0.1639,0.0,240.121,67.7,0.0,44.1822,0.0,0.0,402,0.0,0.0,1102.67,0.0,0.0,0.0,0.72511,0.0,108.489,0.0365,0.0
2022-11-07 00:55:00,12.1998,1493.64,0.0,0,0.0,81.7386,0.0,0.0,0.0,0.0,0.0,18.497,3.44305,9.39673,0.0,-0.05,0.0,0,1111.19,0.0,0.0,0.0,0.0,0.001526,9.40986,0.0,5.07185,0.0,0.0,0.0,54.6967,0.0,0.0,350.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.255,709.059997559,0.0,0.0,0.00153,0.0,214.47,0.0,0.0,0.15386,0.0,242.154,67.9,0.0,42.9078,0.0,0.0,400,0.0,0.0,1100.64,0.0,0.00093,0.0,0.0,0.0,107.517,0.0,0.0
2022-11-07 01:00:00,10.1961,1492.34,0.0,0,0.0,83.0323,0.0,0.0,0.0,0.0,0.0,18.1765,2.71489,9.39673,0.0,-0.04,0.0,0,1113.97,0.0,0.0,0.0,0.0,0.001526,9.92485,0.0,5.02107,0.0,0.0,0.0,55.0474,0.0,0.0,346.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.523,696.309997559,0.0,0.0,0.00153,0.0,226.006,0.0,0.0,0.15386,0.0,244.346,67.9,0.0,38.5791,0.0,0.0,397,0.0,0.0,1103.23,0.0,0.09773,0.0,0.0,0.0,117.413,0.0045,0.0
2022-11-07 01:05:00,8.29504,1502.5,0.0,0,0.0,80.3697,0.0,0.0,0.0,0.0,0.0,17.438,2.85344,11.596,0.0,-0.03,0.0,0,1063.43,0.0,0.0,0.0,0.0,0.001526,7.90988,0.0,3.41509,0.0,0.0,0.0,54.4906,0.0,0.0,351.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.399,728.640014648,0.0,0.0,0.00153,0.0,223.516,0.0,0.0,0.184,0.0,258.847,67.8,0.0,32.2728,0.0,0.0,397,0.0,0.0,1126.96,0.0,0.0,0.0,0.0,0.0,115.575,0.0035,0.0
2022-11-07 01:10:00,6.79553,1478.75,0.0,0,0.0,79.0111,0.0,0.0,0.0,0.0,0.0,14.8821,2.67399,10.7995,0.0,-0.05,0.0,0,1059.87,0.0,0.0,0.0,0.0,0.001526,7.43989,0.0,3.42144,0.0,0.0,0.0,55.5765,0.0,0.0,346.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.353,681.599975586,0.0,0.0,0.00153,0.0,217.098,0.0,0.0,0.15386,0.0,266.653,67.8,0.0,29.3065,0.0,0.0,403,0.0,0.0,1099.18,0.0,0.00093,0.0,0.0,0.0,117.965,0.0,0.0
2022-11-07 01:15:00,4.49538,1472.79,0.0,0,0.0,76.1518,0.0,0.0,0.0,0.0,0.0,13.6156,1.91348,10.7995,0.0,-0.05,0.0,0,1052.15,0.0,0.0,0.0,0.0,0.001526,7.53489,0.0,4.15778,0.0,0.0,0.0,56.1025,0.0,0.0,350.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.572,689.109985352,0.0,0.0,0.00153,0.0,218.746,0.0,0.0,0.15386,0.0,259.908,67.7,0.0,26.8235,0.0,0.0,401,0.0,0.0,1104.65,0.0,0.0,0.0,0.79542,0.0,111.328,0.0,0.0
2022-11-07 01:20:00,3.39719,1493.57,0.0,0,0.0,72.0491,0.0,0.0,0.0,0.0,0.0,12.3873,0.99489,10.7995,0.0,-0.01,0.0,0,1059.5,0.0,0.0,0.0,0.0,0.001526,7.31489,0.0,4.06256,0.0,0.0,0.0,54.8721,0.0,0.0,349.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.427,685.270019531,0.0,0.0,0.00153,0.0,219.011,0.0,0.0,0.184,0.0,270.104,68.4,0.0,21.2534,0.0,0.0,404,0.0,0.0,1101.69,0.0,0.00093,0.0,1.18215,0.0,103.036,0.0035,0.0
2022-11-07 01:25:00,2.19341,1474.84,0.0,0,0.0,74.9712,0.0,0.0,0.0,0.0,0.0,9.76425,0.64332,10.7995,0.0,-0.02,0.0,0,1055.16,0.0,0.0,0.0,0.0,0.001526,6.2899,0.0,3.16753,0.0,0.0,0.0,55.7211,0.0,0.0,348.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.159,689.66998291,0.0,0.0,0.00153,0.0,219.881,0.0,0.0,0.15386,0.0,263.806,67.8,0.0,16.4413,0.0,0.0,402,0.0,0.0,1101.91,0.0,0.00093,0.0,2.08743,0.0,112.652,0.0045,0.0
