SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF,BRYB2WF,HBESS,PIBESS,GLENSF
2024-03-04 00:00:00,0.0,114.9,0.0,0.0,15.246,70.8171,0.0,122.69,32.7,17.66,-0.01,0.0,41.0255,0.0,0.0,0,0.0,154.35,0.0,43.85,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.4,0.0,2066.0,920.67,159.396,0.02,15.525,122.85,0.0,25.34,29.5938,50.8,0.0,300.29,0.0,0.0,0.0,0.0,68.5,0.495,20.22,307.27,27.4,0.0,151.858,0.0,0.0,0.0,903.147,11.9,0.0,82.91,5.0,40.6043,0.0,0.0,0.0
2024-03-04 00:05:00,0.0,125.7,0.0,0.0,20.094,72.1904,0.14,125.98,31.3,17.69,-0.01,0.0,42.496,0.0,0.0,0,0.0,164.14,0.0,47.84,0.07282,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.8,0.0,2144.0,921.422,132.097,0.02,14.97,112.87,0.0,29.7,38.609,43.1,0.0,312.99,0.0,0.0,0.0,20.1,61.4,0.495,19.88,327.79,27.5,0.0,155.76,0.0,0.0,0.0,901.546,9.8,0.0,87.07,5.3,41.3245,0.3,0.121,0.0
2024-03-04 00:10:00,0.0,117.3,0.0,0.0,11.357,81.651,0.0,119.78,32.2,17.76,-0.01,0.0,41.2201,0.0,0.0,0,0.0,159.93,0.0,46.14,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,27.3,0.0,2077.0,909.767,109.297,0.02,11.07,105.66,0.0,33.94,44.3998,44.5,0.0,303.85,0.0,0.0,0.0,24.5,65.0,0.495,19.97,338.84,11.0,0.0,157.268,0.0,0.0,0.0,891.296,7.6,0.0,82.76,7.4,45.9205,0.0,0.0,0.0
2024-03-04 00:15:00,0.0,116.8,0.0,0.0,11.528,71.8669,0.01,118.45,29.9,17.64,-0.01,0.0,42.6148,0.0,0.0,0,0.0,162.58,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,26.1,0.0,2034.0,920.294,91.3979,0.02,11.565,116.49,0.0,39.31,48.5076,48.3,0.0,309.06,0.0,0.0,0.0,31.1,65.0,0.495,21.26,350.66,15.1,0.0,161.57,0.0,0.0,0.0,898.944,9.7,0.0,83.69,8.3,49.3141,0.1,0.005,0.0
2024-03-04 00:20:00,0.0,119.6,0.0,0.0,11.319,70.5119,0.0,113.78,29.7,17.67,-0.01,0.0,41.8632,0.0,0.0,0,0.0,157.69,0.0,51.82,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,25.1,0.0,2014.0,920.294,75.3983,0.02,8.865,113.99,0.0,43.05,57.5442,51.1,0.0,307.63,0.0,0.0,0.0,28.8,70.9,0.495,19.24,364.75,22.0,0.0,159.737,0.0,0.0,0.0,900.482,6.8,0.0,87.0,8.6,46.9581,0.0,0.0,0.0
2024-03-04 00:25:00,0.0,118.9,0.0,0.0,13.783,69.0715,0.21,108.44,28.8,17.59,0.0,0.0,38.785,0.0,0.0,0,0.0,157.27,0.0,40.94,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,21.3,0.0,2000.0,933.076,60.2986,0.02,9.495,114.38,0.0,44.39,52.0768,58.5,0.0,308.3,0.0,0.0,0.0,27.6,76.1,0.495,22.94,382.07,11.5,0.0,164.454,0.0,0.0,0.0,902.487,6.7,0.0,83.19,8.5,40.8362,0.1,0.0,0.0
2024-03-04 00:30:00,0.0,104.2,0.0,0.0,9.495,61.8265,0.0,109.47,29.5,17.6,-0.01,0.0,40.9395,0.0,0.0,0,0.0,131.69,0.0,38.53,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,21.9,0.0,1974.0,924.053,47.4989,0.02,12.645,123.55,0.0,45.87,62.7033,60.2,0.0,296.18,0.0,0.0,0.0,26.7,68.8,0.495,20.95,395.58,22.4,0.0,162.557,0.0,0.0,0.0,897.19,10.5,0.0,81.06,7.7,37.8637,0.0,0.0,0.0
2024-03-04 00:35:00,0.0,102.6,0.0,0.0,8.855,60.7279,0.46,105.46,29.3,17.69,-0.01,0.0,40.919,0.0,0.0,0,0.0,122.1,0.0,38.47,0.13268,0.0,0.0,0.0,0.0,0.1,0.0,0.0,18.1,0.0,1956.0,933.076,45.8989,0.02,14.505,129.22,0.0,44.57,46.2203,60.4,0.0,285.19,0.0,0.0,0.0,28.8,67.0,0.495,18.43,402.09,31.9,0.0,163.255,0.0,0.0,0.0,905.935,11.8,0.0,81.41,8.6,41.0559,0.7,0.104,0.0
2024-03-04 00:40:00,0.0,92.4,0.0,0.0,12.938,56.6628,0.0,97.25,29.8,17.63,-0.01,0.0,42.6291,0.0,0.0,0,0.0,126.67,0.0,42.38,5.88319,0.0,0.0,0.0,0.0,0.1,0.0,0.0,19.4,0.0,1949.0,917.662,47.4989,0.02,15.075,133.36,0.0,47.62,39.5245,62.0,0.0,292.07,0.0,0.0,0.0,26.2,70.4,0.495,19.48,419.16,17.2,0.0,164.068,0.0,0.0,0.0,896.625,10.7,0.0,83.64,7.3,36.8383,0.0,0.0,0.0
2024-03-04 00:45:00,0.0,90.6,0.0,0.0,17.993,53.9223,0.31,97.36,29.5,17.57,-0.01,0.0,42.7704,0.0,0.0,0,0.0,113.01,0.0,45.16,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,19.3,0.0,1940.0,921.046,51.9988,0.02,11.205,140.86,0.0,50.02,34.1731,64.0,0.0,294.25,0.0,0.0,0.0,24.4,55.3,0.495,20.62,416.6,18.3,0.0,164.456,0.0,0.0,0.0,901.327,6.7,0.0,84.05,8.6,34.7936,0.0,0.0,0.0
