SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN
2022-09-19 00:00:00,153.996,0.0,0.0,33.2,0.0,0.0,639.6,422.125,0.0,0.0,0.0,0.0,15.66,0.0,0.0,0.0,0.0,0.0,0,0.0,837.2,0.0,,0.0,0.0,0.0,-0.166,42.5825,0.0,0.0,11.49,0.0,0.0,0.0,0.017,0.0,38.6812,71.5325,0.02,509.615,0.0,346.769989014,0.0,0.0,45.1,0.0,-0.1,0.0,0.0,0.0,0.0,1077.03,-0.58,719.6,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.86
2022-09-19 00:05:00,163.291,0.0,0.0,33.2,0.0,0.0,639.6,423.5,0.0,0.0,0.0,0.0,14.52,0.0,0.0,0.0,0.0,0.0,0,0.0,780.15,0.0,,0.0,0.0,0.0,-0.166,42.72,0.0,0.0,11.14,0.0,0.0,0.0,0.017,0.0,38.6812,75.9808,0.02,509.523,0.0,399.239990234,0.0,0.0,40.8,0.0,-0.1,0.0,0.0,0.0,0.0,1080.93,-0.58,712.2,441.625,49.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7
2022-09-19 00:10:00,163.201,0.0,0.0,33.2,0.0,0.0,639.4,423.225,0.0,0.0,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,0,0.0,750.925,0.0,,0.0,0.0,0.0,-0.166,42.715,0.0,0.0,11.99,0.0,0.0,0.0,0.017,0.0,38.5875,76.3863,0.02,512.453,0.0,389.720001221,0.0,0.0,39.2,0.0,-0.1,0.0,0.0,0.0,0.0,1081.08,-0.58,700.0,441.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.16
2022-09-19 00:15:00,163.533,0.0,0.0,33.2,0.0,0.0,638.2,424.05,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0,0.0,752.675,0.0,,0.0,0.0,0.0,-0.166,42.69,0.0,0.0,10.06,0.0,0.0,0.0,0.017,0.0,38.4938,69.1282,0.02,513.552,0.0,393.220001221,0.0,0.0,42.3,0.0,-0.1,0.0,0.0,0.0,0.0,1082.27,-0.58,702.0,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.36
2022-09-19 00:20:00,156.03,0.0,0.0,33.2,0.0,0.0,644.3,423.5,0.0,0.0,0.0,0.0,19.15,0.0,0.0,0.0,0.0,0.0,0,0.0,748.475,0.0,,0.0,0.0,0.0,-0.166,42.925,0.0,0.0,13.83,0.0,0.0,0.0,0.017,0.0,38.7,64.4608,0.02,514.773,0.0,331.130004883,0.0,0.0,40.1,0.0,-0.1,0.0,0.0,0.0,0.0,1080.07,-0.58,701.9,443.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.81
2022-09-19 00:25:00,154.952,0.0,0.0,33.2,0.0,0.0,640.4,424.325,0.0,0.0,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0,0,0.0,710.675,0.0,,0.0,0.0,0.0,-0.166,42.515,0.0,0.0,21.78,0.0,0.0,0.0,0.017,0.0,38.4187,52.2445,0.02,515.581,0.0,352.570007324,0.0,0.0,40.8,0.0,-0.1,0.0,0.0,0.0,0.0,1075.54,-0.58,698.8,441.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.36
2022-09-19 00:30:00,153.422,0.0,0.0,33.2,0.0,0.0,640.1,424.6,0.0,0.0,0.0,0.0,21.54,0.0,0.0,0.0,0.0,0.0,0,0.0,635.775,0.0,,0.0,0.0,0.0,-0.166,42.4775,0.0,0.0,23.33,0.0,0.0,0.0,0.017,0.0,38.6062,50.4177,0.02,515.154,0.0,443.179992676,0.0,0.0,40.4,0.0,-0.1,0.0,0.0,0.0,0.0,1078.37,-0.58,699.2,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.06
2022-09-19 00:35:00,148.96,0.0,0.0,33.2,0.0,0.0,644.5,424.875,0.0,0.0,0.0,0.0,23.41,0.0,0.0,0.0,0.0,0.0,0,0.0,594.825,0.0,,0.0,0.0,0.0,-0.166,43.12,0.0,0.0,20.95,0.0,0.0,0.0,0.017,0.0,38.55,52.0,0.02,518.358,0.0,343.450012207,0.0,0.0,40.9,0.0,-0.1,0.0,0.0,0.0,0.0,1081.82,-0.58,700.2,443.5,1.05336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1
2022-09-19 00:40:00,163.211,0.0,0.0,33.2,0.0,0.0,645.3,424.875,0.0,0.0,0.0,0.0,24.48,0.0,0.0,0.0,0.0,0.0,0,0.0,590.975,0.0,,0.0,0.0,0.0,-0.166,42.9125,0.0,0.0,22.07,0.0,0.0,0.0,0.017,0.0,38.5125,49.6538,0.02,492.601,0.0,444.190002441,0.0,0.0,46.2,0.0,-0.1,0.0,0.0,0.0,0.0,1080.67,-0.58,701.2,443.688,0.54833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1
2022-09-19 00:45:00,154.821,0.0,0.0,33.2,0.0,0.0,641.9,432.575,0.0,0.0,0.0,0.0,24.95,0.0,0.0,0.0,0.0,0.0,0,0.0,589.05,0.0,,0.0,0.0,0.0,-0.166,42.78,0.0,0.0,24.77,0.0,0.0,0.0,0.017,0.0,38.6812,47.4317,0.02,495.195,0.0,367.589996338,0.0,0.0,45.4,0.0,-0.1,0.0,0.0,0.0,0.0,1079.89,-0.58,700.3,443.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.64
2022-09-19 00:50:00,120.741,0.0,0.0,33.2,0.0,0.0,640.6,422.95,0.0,0.0,0.0,0.0,27.03,0.0,0.0,0.0,0.0,0.0,0,0.0,586.25,0.0,,0.0,0.0,0.0,-0.166,42.6225,0.0,0.0,24.82,0.0,0.0,0.0,0.017,0.0,38.5125,44.3597,0.02,500.932,0.0,407.410003662,0.0,0.0,45.6,0.0,-0.1,0.0,0.0,0.0,0.0,1079.62,-0.58,700.4,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.65
2022-09-19 00:55:00,122.735,0.0,0.0,33.2,0.0,0.0,646.9,423.225,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0,0.0,585.025,0.0,,0.0,0.0,0.0,-0.166,42.865,0.0,0.0,24.74,0.0,0.0,0.0,0.017,0.0,38.5687,49.9302,0.02,496.065,0.0,379.720001221,0.0,0.0,45.8,0.0,-0.1,0.0,0.0,0.0,0.0,1081.54,-0.58,702.6,443.688,1.1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.9
2022-09-19 01:00:00,153.724,0.0,0.0,33.2,0.0,0.0,634.6,422.95,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0,0.0,581.35,0.0,,0.0,0.0,0.0,-0.166,42.625,0.0,0.0,24.66,0.0,0.0,0.0,0.017,0.0,38.7,48.0092,0.02,489.808,0.0,362.079986572,0.0,0.0,45.5,0.0,-0.1,0.0,0.0,0.0,0.0,1070.95,-0.58,698.0,439.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.46
2022-09-19 01:05:00,153.18,0.0,0.0,33.2,0.0,0.0,640.3,423.775,0.0,0.0,0.0,0.0,35.72,0.0,0.0,0.0,0.0,0.0,0,0.0,586.425,0.0,,0.0,0.0,0.0,-0.166,42.8,0.0,0.0,24.69,0.0,0.0,0.0,0.017,0.0,38.5125,52.777,0.02,492.921,0.0,310.649993896,0.0,0.0,46.0,0.0,-0.1,0.0,0.0,0.0,0.0,1077.96,-0.58,701.7,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.21
2022-09-19 01:10:00,155.547,0.0,0.0,33.2,0.0,0.0,640.4,422.125,0.0,0.0,0.0,0.0,34.22,0.0,0.0,0.0,0.0,0.0,0,0.0,590.1,0.0,,0.0,0.0,0.0,-0.166,42.79,0.0,0.0,23.47,0.0,0.0,0.0,0.017,0.0,38.3062,45.2588,0.02,466.263,0.0,336.329986572,0.0,0.0,47.1,0.0,-0.1,0.0,0.0,0.0,0.0,1078.55,-0.58,700.6,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.87
2022-09-19 01:15:00,153.23,0.0,0.0,33.2,0.0,0.0,623.6,424.875,0.0,0.0,0.0,0.0,30.61,0.0,0.0,0.0,0.0,0.0,0,0.0,584.325,0.0,,0.0,0.0,0.0,-0.166,42.745,0.0,0.0,22.67,0.0,0.0,0.0,0.017,0.0,38.5687,43.7453,0.02,470.749,0.0,419.910003662,0.0,0.0,44.9,0.0,-0.1,0.0,0.0,0.0,0.0,1078.52,-0.58,701.6,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.56
2022-09-19 01:20:00,153.724,0.0,0.0,33.2,0.0,0.0,618.6,422.95,0.0,0.0,0.0,0.0,24.92,0.0,0.0,0.0,0.0,0.0,0,0.0,584.675,0.0,,0.0,0.0,0.0,-0.166,43.1625,0.0,0.0,20.39,0.0,0.0,0.0,0.017,0.0,38.6438,42.2789,0.02,483.857,0.0,418.769989014,0.0,0.0,44.3,0.0,-0.1,0.0,0.0,0.0,0.0,1080.05,-0.58,701.7,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
2022-09-19 01:25:00,155.899,0.0,0.0,33.2,0.0,0.0,623.2,423.225,0.0,0.0,0.0,0.0,20.49,0.0,0.0,0.0,0.0,0.0,0,0.0,588.35,0.0,,0.0,0.0,0.0,-0.166,42.9475,0.0,0.0,16.77,0.0,0.0,0.0,0.017,0.0,38.7375,35.3096,0.02,484.834,0.0,364.809997559,0.0,0.0,44.3,0.0,-0.1,0.0,0.0,0.0,0.0,1080.17,-0.58,700.7,443.875,0.73417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.54
2022-09-19 01:30:00,153.462,0.0,0.0,33.2,0.0,0.0,616.3,424.6,0.0,0.0,0.0,0.0,17.96,0.0,0.0,0.0,0.0,0.0,0,0.0,584.85,0.0,,0.0,0.0,0.0,-0.166,42.5875,0.0,0.0,15.96,0.0,0.0,0.0,0.017,0.0,38.625,38.0,0.02,486.299,0.0,402.029998779,0.0,0.0,44.4,0.0,-0.1,0.0,0.0,0.0,0.0,1071.67,-0.58,700.5,441.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.5
2022-09-19 01:35:00,154.65,0.0,0.0,33.2,0.0,0.0,620.7,422.95,0.0,0.0,0.0,0.0,12.49,0.0,0.0,0.0,0.0,0.0,0,0.0,585.55,0.0,,0.0,0.0,0.0,-0.166,42.74,0.0,0.0,13.48,0.0,0.0,0.0,0.017,0.0,38.5687,43.6285,0.02,489.289,0.0,374.309997559,0.0,0.0,44.0,0.0,-0.1,0.0,0.0,0.0,0.0,1080.51,-0.58,700.5,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.61
2022-09-19 01:40:00,154.55,0.0,0.0,33.2,0.0,0.0,620.3,421.85,0.0,0.0,0.0,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0,0.0,585.375,0.0,,0.0,0.0,0.0,-0.166,42.6025,0.0,0.0,13.93,0.0,0.0,0.0,0.017,0.0,38.5875,48.8632,0.02,488.343,0.0,375.690002441,0.0,0.0,43.5,0.0,-0.1,0.0,0.0,0.0,0.0,1078.07,-0.58,702.5,443.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.3
2022-09-19 01:45:00,152.817,0.0,0.0,33.2,0.0,0.0,620.0,425.975,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0,0.0,582.05,0.0,,0.0,0.0,0.0,-0.166,42.8225,0.0,0.0,14.88,0.0,0.0,0.0,0.017,0.0,38.7563,54.188,0.02,484.071,0.0,371.910003662,0.0,0.0,43.1,0.0,-0.1,0.0,0.0,0.0,0.0,1078.55,-0.58,699.9,441.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8
2022-09-19 01:50:00,153.532,0.0,0.0,33.2,0.0,0.0,604.1,419.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,580.125,0.0,,0.0,0.0,0.0,-0.166,42.575,0.0,0.0,16.36,0.0,0.0,0.0,0.017,0.0,38.5687,53.7784,0.02,485.612,0.0,422.679992676,0.0,0.0,43.2,0.0,-0.1,0.0,0.0,0.0,0.0,1079.67,-0.58,699.5,441.437,0.26774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.79
2022-09-19 01:55:00,121.144,0.0,0.0,33.2,0.0,0.0,584.8,424.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,588.35,0.0,,0.0,0.0,0.0,-0.166,42.8975,0.0,0.0,17.63,0.0,0.0,0.0,0.017,0.0,38.6625,48.7895,0.02,484.849,0.0,415.989990234,0.0,0.0,42.2,0.0,-0.1,0.0,0.0,0.0,0.0,1078.95,-0.58,700.6,443.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.7
2022-09-19 02:00:00,143.713,0.0,0.0,33.2,0.0,0.0,579.7,427.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,585.725,0.0,,0.0,0.0,0.0,-0.166,42.8475,0.0,0.0,18.85,0.0,0.0,0.0,0.017,0.0,38.7937,49.3752,0.02,481.507,0.0,360.059997559,0.0,0.0,40.1,0.0,-0.1,0.0,0.0,0.0,0.0,1079.77,-0.58,701.6,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.15
2022-09-19 02:05:00,154.64,0.0,0.0,23.84,0.0,0.0,580.1,422.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,582.925,0.0,,0.0,0.0,0.0,-0.166,42.575,0.0,0.0,24.77,0.0,0.0,0.0,0.017,0.0,38.5125,59.5415,0.02,484.956,0.0,388.920013428,0.0,0.0,41.1,0.0,-0.1,0.0,0.0,0.0,0.0,1078.19,-0.58,702.6,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.81
2022-09-19 02:10:00,153.754,0.0,0.0,13.64,0.0,0.0,580.6,422.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,583.8,0.0,,0.0,0.0,0.0,-0.166,42.855,0.0,0.0,24.7,0.0,0.0,0.0,0.017,0.0,38.5875,63.0477,0.02,489.03,0.0,388.600006104,0.0,0.0,40.9,0.0,-0.1,0.0,0.0,0.0,0.0,1079.66,-0.58,700.9,442.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.55
