SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN,KABANWF,MOUSF,NEV,EDENVSF,WANDSF,DULAWF,BBATTERY
2023-08-07 00:00:00,0.141,0.0,0.2,55.96,0.0,0.0,640.6,0.0,0.0,0.0,0.0,0.0,373.28,0.0,0.0,0.0,0.0,0.0,0,0.0,651.062,0.0,10.2,0.0,0.0,0.0,-0.172,71.3275,0.0,0.0,27.16,760.09,0.0,0.0,0.006,0.0,55.275,78.4957,0.05,821.469,0.0,0.0,0.0,0.0,36.5,0.0,-0.3,0.0,0.0,0.0,0.0,827.184,0.2175,960.8,440.312,0.0,0.0,0.0,0.0,157.35,0.0,0.0,0.0,124.3,92.378,0.0,,0.0,0.0,47.9,0.0
2023-08-07 00:05:00,0.141,0.0,0.2,55.96,0.0,0.0,645.7,0.0,0.0,0.0,0.0,0.0,378.09,0.0,0.0,0.0,0.0,0.0,0,0.0,604.037,0.0,10.1,0.0,0.0,0.0,-0.172,72.215,0.0,0.0,26.99,765.36,0.0,0.0,0.006,0.0,55.3313,77.1482,0.05,818.707,0.0,0.0,0.0,0.0,38.0,0.0,-0.3,0.0,0.0,0.0,0.0,876.045,0.2175,960.8,442.938,0.74269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.45,98.119,0.0,,0.0,0.0,51.1,0.0
2023-08-07 00:10:00,0.141,0.0,0.2,55.96,0.0,0.0,637.2,0.0,0.0,0.0,0.0,0.0,382.21,0.0,0.0,0.0,0.0,0.0,0,0.0,600.277,0.0,10.0,0.0,0.0,0.0,-0.172,71.1925,0.0,0.0,25.23,769.54,0.0,0.0,0.006,0.0,55.35,74.8053,0.05,812.787,0.0,0.0,0.0,0.0,36.3,0.0,-0.3,0.0,0.0,0.0,0.0,892.119,0.2175,954.6,440.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.35,110.361,0.0,,0.0,0.0,57.8,0.0
2023-08-07 00:15:00,0.141,0.0,0.2,55.96,0.0,0.0,643.7,0.0,0.0,0.0,0.0,0.0,378.71,0.0,0.0,0.0,0.0,0.0,0,0.0,597.03,0.0,10.0,0.0,0.0,0.0,-0.172,72.1425,0.0,0.0,25.25,766.787,0.0,0.0,0.006,0.0,55.4438,75.9112,0.05,812.314,0.0,0.0,0.0,0.0,36.2,0.0,-0.3,0.0,0.0,0.0,0.0,860.19,0.2175,961.5,441.625,-0.51472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.26,98.366,0.0,,0.0,0.0,58.3,0.0
2023-08-07 00:20:00,0.141,0.0,0.2,55.96,0.0,0.0,639.3,0.0,0.0,0.0,0.0,0.0,378.91,0.0,0.0,0.0,0.0,0.0,0,0.0,600.188,0.0,10.0,0.0,0.0,0.0,-0.172,71.985,0.0,0.0,25.19,762.943,0.0,0.0,0.006,0.0,55.875,77.3939,0.05,809.17,0.0,0.0,0.0,0.0,37.8,0.0,-0.3,0.0,0.0,0.0,0.0,817.596,0.2175,959.9,441.437,0.18801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.61,80.199,0.0,,0.08841,0.0,58.6,0.0
2023-08-07 00:25:00,0.141,0.0,0.2,55.96,0.0,0.0,641.2,0.0,0.0,0.0,0.0,0.0,374.73,0.0,0.0,0.0,0.0,0.0,0,0.0,599.3,0.0,10.3,0.0,0.0,0.0,-0.172,71.955,0.0,0.0,25.19,763.715,0.0,0.0,0.006,0.0,56.8688,85.8276,0.05,805.355,0.0,0.0,0.0,0.0,37.8,0.0,-0.3,0.0,0.0,0.0,0.0,795.755,0.2175,960.3,442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.06,83.709,0.0,,0.08841,0.0,58.2,0.0
2023-08-07 00:30:00,0.141,0.0,0.2,55.96,0.0,0.0,639.7,0.0,0.0,0.0,0.0,0.0,373.03,0.0,0.0,0.0,0.0,0.0,0,0.0,600.688,0.0,10.6,0.0,0.0,0.0,-0.172,71.845,0.0,0.0,25.16,764.488,0.0,0.0,0.006,0.0,57.1687,92.2624,0.05,800.915,0.0,0.0,0.0,0.0,37.1,0.0,-0.3,0.0,0.0,0.0,0.0,795.306,0.2175,958.6,441.25,0.11969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.16,72.979,0.0,,0.08841,0.0,58.3,0.0
2023-08-07 00:35:00,0.141,0.0,0.2,55.96,0.0,0.0,642.2,0.0,0.0,0.0,0.0,0.0,375.42,0.0,0.0,0.0,0.0,0.0,0,0.0,584.965,0.0,11.5,0.0,0.0,0.0,-0.172,71.9375,0.0,0.0,25.2,766.351,0.0,0.0,0.006,0.0,57.0375,89.8499,0.05,796.246,0.0,0.0,0.0,0.0,38.7,0.0,-0.3,0.0,0.0,0.0,0.0,796.575,0.2175,958.2,442.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.34,67.791,0.0,,0.08841,0.0,58.5,0.0
2023-08-07 00:40:00,0.141,0.0,0.2,55.96,0.0,0.0,640.4,0.0,0.0,0.0,0.0,0.0,375.14,0.0,0.0,0.0,0.0,0.0,0,0.0,528.869,0.0,11.7,0.0,0.0,0.0,-0.172,72.07,0.0,0.0,25.17,767.895,0.0,0.0,0.006,0.0,57.375,81.6988,0.05,790.813,0.0,0.0,0.0,0.0,38.0,0.0,-0.3,0.0,0.0,0.0,0.0,845.808,0.2175,960.1,441.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.81,67.195,0.0,,0.08841,0.0,59.3,0.0
2023-08-07 00:45:00,0.141,0.0,0.2,55.96,0.0,0.0,641.3,0.0,0.0,0.0,0.0,0.0,376.44,0.0,0.0,0.0,0.0,0.0,0,0.0,523.277,0.0,11.6,0.0,0.0,0.0,-0.172,71.545,0.0,0.0,25.24,765.579,0.0,0.0,0.006,0.0,57.3187,77.6192,0.05,787.12,0.0,0.0,0.0,0.0,38.4,0.0,-0.3,0.0,0.0,0.0,0.0,803.432,0.2175,958.1,441.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,79.358,0.0,,0.08841,0.0,58.3,0.0
2023-08-07 00:50:00,0.141,0.0,0.2,55.96,0.0,0.0,641.9,0.0,0.0,0.0,0.0,0.0,371.9,0.0,0.0,0.0,0.0,0.0,0,0.0,524.61,0.0,11.5,0.0,0.0,0.0,-0.172,71.635,0.0,0.0,25.14,767.341,0.0,0.0,0.006,0.0,56.0813,86.7328,0.05,783.565,0.0,0.0,0.0,0.0,39.2,0.0,-0.3,0.0,0.0,0.0,0.0,796.267,0.2175,959.4,441.062,9.99052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,76.341,0.0,,0.08841,0.0,58.3,0.0
2023-08-07 00:55:00,0.141,0.0,0.2,55.96,0.0,0.0,641.0,0.0,0.0,0.0,0.0,0.0,375.73,0.0,0.0,0.0,0.0,0.0,0,0.0,520.276,0.0,11.3,0.0,0.0,0.0,-0.172,71.6975,0.0,0.0,25.17,763.715,0.0,0.0,0.006,0.0,57.6188,87.3677,0.05,778.346,0.0,0.0,0.0,0.0,38.7,0.0,-0.3,0.0,0.0,0.0,0.0,793.729,0.2175,959.3,440.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.55,65.586,0.0,,0.08841,0.0,58.0,0.0
2023-08-07 01:00:00,0.141,0.0,0.2,55.96,0.0,0.0,639.3,0.0,0.0,0.0,0.0,0.0,381.87,0.0,0.0,0.0,0.0,0.0,0,0.0,524.74,0.0,10.9,0.0,0.0,0.0,-0.172,71.8225,0.0,0.0,25.18,763.161,0.0,0.0,0.006,0.0,57.6188,98.9061,0.05,775.249,0.0,0.0,0.0,0.0,39.1,0.0,-0.3,0.0,0.0,0.0,0.0,795.127,0.2175,958.5,440.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.16,53.733,0.0,,0.08841,0.0,57.9,0.0
2023-08-07 01:05:00,0.141,0.0,0.2,55.96,0.0,0.0,639.4,0.0,0.0,0.0,0.0,0.0,379.41,0.0,0.0,0.0,0.0,0.0,0,0.0,483.068,0.0,11.1,0.0,0.0,0.0,-0.172,71.78,0.0,0.0,25.21,761.399,0.0,0.0,0.006,0.0,57.7312,95.9898,0.05,770.0,0.0,0.0,0.0,0.0,37.5,0.0,-0.3,0.0,0.0,0.0,0.0,795.588,0.2175,958.1,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.31,50.515,0.0,,0.08841,0.0,58.2,0.0
2023-08-07 01:10:00,0.141,0.0,0.2,55.96,0.0,0.0,636.7,0.0,0.0,0.0,0.0,0.0,371.27,0.0,0.0,0.0,0.0,0.0,0,0.0,480.218,0.0,11.6,0.0,0.0,0.0,-0.172,71.4125,0.0,0.0,25.16,763.161,0.0,0.0,0.006,0.0,57.9187,103.612,0.05,763.636,0.0,0.0,0.0,0.0,36.0,0.0,-0.3,0.0,0.0,0.0,0.0,790.166,0.2175,956.7,439.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.11,47.616,0.0,,0.08841,0.0,58.7,0.0
