SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF
2022-07-11 00:00:00,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,40.6474,59.4,19.1613,0.0,0,0,51.36,49.87,54.3,55.3,42.8,0.4,0.0,0.0,0.03,1.2,118.21,81.75,71.001,31.2604,119.724,0.0,0.0,0,0.0,0.08545,36.0,0.0,85.2,0.0,0.0,154.57,0,0.0,0.0,0.0,126.2,124.1,94.767,0.0,0,17.5949,0.0,366,79.6,79.5,76.3
2022-07-11 00:05:00,1.096,0.0,0.0,0.0,0.0,32.3,0.0,0.0,0.0,40.9478,59.4,23.9156,0.0,0,0,51.81,49.95,57.8,52.0,43.8,22.9,0.0,0.0,0.03,1.8,118.4,82.8,68.1431,32.6001,122.079,0.0,0.0,0,0.0,0.08545,36.0,0.0,85.2,0.0,0.0,151.82,0,0.0,0.0,0.0,129.0,124.1,94.8295,0.0,0,20.594,0.0,386,77.5,77.3,73.19
2022-07-11 00:10:00,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,41.0479,59.3,27.5174,0.0,0,0,55.27,50.96,56.0,52.0,42.3,0.0,0.0,0.0,0.03,0.15,118.92,84.29,71.4475,31.8186,118.541,0.0,0.0,0,0.0,0.08545,35.5,0.0,80.4,0.0,0.0,171.77,0,0.0,0.0,0.0,133.8,123.5,95.1287,0.0,0,22.4934,0.0,373,85.7,68.9,75.02
2022-07-11 00:15:00,0.492,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,39.8465,58.9,27.1572,0.0,0,0,58.47,48.74,57.2,46.8,44.4,2.0,0.0,0.0,0.03,0.0,117.84,82.88,68.8576,31.986,122.989,0.0,0.0,0,0.0,0.08545,35.5,0.0,77.3,0.0,0.0,159.77,0,0.0,0.0,0.0,136.3,124.0,95.0238,0.0,0,21.6937,0.0,358,84.8,58.4,73.99
2022-07-11 00:20:00,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,38.545,59.7,25.8606,0.0,0,0,53.4,55.68,52.3,41.5,39.1,0.0,0.0,0.0,0.03,0.0,115.91,79.86,71.5369,34.0515,124.167,0.0,0.0,0,0.0,0.08545,35.5,0.0,74.7,0.0,0.0,151.73,0,0.0,0.0,0.0,136.3,124.3,94.9943,0.0,0,19.5943,0.0,355,81.5,56.9,72.51
2022-07-11 00:25:00,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,41.9489,59.5,25.5004,0.0,0,0,53.65,57.59,49.5,38.5,30.1,2.2,0.0,0.0,0.03,0.0,116.44,80.81,76.2703,32.8792,126.941,0.0,0.0,0,0.0,0.08545,36.0,0.0,70.9,0.0,0.0,151.22,0,0.0,0.0,0.0,135.2,123.4,95.1297,0.0,0,22.2935,0.0,316,77.3,48.2,76.71
2022-07-11 00:30:00,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,43.2505,59.6,30.0386,0.0,0,0,48.75,54.99,50.4,34.9,23.2,8.8,0.0,0.0,0.03,0.0,118.1,81.16,77.8778,32.935,125.032,0.0,0.0,0,0.0,0.08545,36.0,0.0,63.2,0.0,0.0,150.21,0,0.0,0.0,0.0,137.5,123.5,94.9498,0.0,0,23.5931,0.0,274,80.0,40.1,77.29
2022-07-11 00:35:00,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,43.2505,59.6,34.8649,0.0,0,0,50.31,54.89,46.5,30.0,19.2,15.4,0.0,0.0,0.03,0.0,119.57,83.04,77.1634,32.935,124.96,0.0,0.0,0,0.0,0.08545,35.5,0.0,57.9,0.0,0.0,150.9,0,0.0,0.0,0.0,139.2,124.6,95.2906,0.0,0,21.4937,0.0,238,77.5,36.7,75.6
2022-07-11 00:40:00,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,43.2505,59.5,37.4582,0.0,0,0,51.15,52.76,41.9,26.8,21.1,0.0,0.0,0.0,0.03,0.0,119.31,82.8,77.342,32.935,125.367,0.0,0.0,0,0.0,0.08545,36.0,0.0,53.2,0.0,0.0,148.94,0,0.0,0.0,0.0,137.3,123.6,94.9758,0.0,0,21.3938,0.0,262,77.1,33.1,77.42
2022-07-11 00:45:00,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,43.2505,59.6,33.2081,0.0,0,0,50.86,48.9,33.1,26.3,22.8,3.3,0.0,0.0,0.03,0.0,119.72,82.14,76.9847,32.7117,125.122,0.0,0.0,0,0.0,0.08545,36.0,0.0,47.5,0.0,0.0,149.74,0,0.0,0.0,0.0,138.0,124.4,95.2422,0.0,0,20.7939,0.0,274,77.6,27.8,74.26
