SETTLEMENTDATE,AGLSOM,ARWF,BALB,BANN,BHWF,BRYB1WF,BULBES,BULGANA,CHALLWF,CHYTWF,CLOVER,COHUNSF,CROWLWF,DARTM,DEIBDL,DG_VIC1,DIAPURWF,DUNDWF,EILDON,ELAINWF,GANNB,GANNSF,GLRWNSF,HUMEV,JEERA,JEERB,KARSF,KIAMSF,KIWF,LNGS,LOYYANGA,LOYYB,MACARTH,MCKAY,MLWF,MOORAWF,MORTLK,MRTLSWF,MTGELWF,MTMERCER,MURRAY,MUWAWF,NETIC,NEWPORT,NUMURSF,OAKLAND,PORTWF,RUBICON,SALTCRK,STOCKYD,VBB,VPGS,WAUBRAWF,WEMENSF,WINTSF,WKIEWA,YALLOURN,YAMBUK,YATSF,YENDWF,YSWF
2022-08-01 00:00:00,0.0,45.6,0.0,0.0,89.146,161.381,0.0,110.0,41.5,51.84,0.0,0.0,69.1896,0.0,0.0,0,7.3,267.32,0.0,58.03,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.5,0.0,1653,950.746,141.897,0.02,19.155,199.54,0.0,0,65.1845,93.2,0.0,335.53,0.0,0.0,0.0,50.8,99.3,0,51.74,345.8,0.0,0.0,62.52,0.0,0.0,0.1,1053.07,18.7,0.0,62.93,14.0
2022-08-01 00:05:00,0.0,43.8,0.0,0.0,85.069,157.625,0.0,121.38,40.5,51.55,0.0,0.0,66.8201,0.0,0.0,0,7.3,270.71,0.0,57.91,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.8,0.0,1601,937.211,148.297,0.02,18.27,213.74,0.0,0,64.6443,83.7,0.0,332.09,0.0,0.0,0.0,51.4,100.1,0,48.79,356.5,0.0,0.0,56.737,0.0,0.0,0.1,1059.05,14.5,0.0,66.94,14.7
2022-08-01 00:10:00,0.0,41.6,0.0,0.0,84.425,157.206,0.0,111.69,41.6,51.17,0.0,0.0,65.0219,0.0,0.0,0,7.3,266.41,0.0,58.02,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.4,0.0,1609,918.038,129.397,0.02,18.945,222.8,0.0,0,65.3645,77.2,0.0,321.4,0.0,0.0,0.0,50.5,103.3,0,44.42,368.0,2.4,0.0,61.771,0.0,0.0,0.1,1060.31,13.2,0.0,75.65,17.0
2022-08-01 00:15:00,0.0,43.6,0.0,0.0,77.58,151.719,0.0,111.22,40.6,49.26,-0.01,0.0,64.9441,0.0,0.0,0,7.3,247.58,0.0,57.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.6,0.0,1574,908.263,122.897,0.02,18.6,217.12,0.0,0,64.9297,75.8,0.0,328.76,0.0,0.0,0.0,44.6,107.1,0,40.83,366.8,0.0,0.0,61.361,0.0,0.0,0.1,1057.02,13.5,0.0,66.91,16.9
2022-08-01 00:20:00,0.0,46.6,0.0,0.0,80.268,149.012,0.0,109.07,39.9,49.35,-0.02,0.0,66.7156,0.0,0.0,0,7.3,265.1,0.0,57.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.8,0.0,1546,917.662,131.397,0.02,16.29,217.18,0.0,0,65.45,73.5,0.0,325.31,0.0,0.0,0.0,51.4,103.5,0,43.96,360.5,0.9,0.0,66.861,0.0,0.0,0.1,1062.31,14.4,0.0,65.96,14.2
2022-08-01 00:25:00,0.0,42.9,0.0,0.0,88.37,150.575,0.0,104.13,41.8,46.4,0.0,0.0,64.5284,0.0,0.0,0,7.3,241.58,0.0,56.42,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.9,0.0,1574,934.956,127.397,0.02,14.445,222.19,0.0,0,65.4973,81.9,0.0,306.84,0.0,0.0,0.0,48.9,102.2,0,46.25,357.8,2.2,0.0,76.082,0.0,0.0,0.1,1056.17,14.9,0.0,71.75,14.1
2022-08-01 00:30:00,0.0,41.9,0.0,0.0,84.695,150.6,0.0,103.65,40.0,48.63,-0.02,0.0,62.9678,0.0,0.0,0,7.3,224.84,0.0,57.74,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.8,0.0,1534,933.828,126.297,0.02,14.115,211.18,0.0,0,65.9673,88.1,0.0,275.19,0.0,0.0,0.0,44.1,103.0,0,48.94,362.4,0.8,0.0,75.629,0.0,0.0,0.1,1057.55,27.8,0.0,60.85,13.9
2022-08-01 00:35:00,0.0,36.9,0.0,0.0,87.168,149.006,0.0,103.24,40.5,47.61,-0.01,0.0,60.2501,0.0,0.0,0,7.3,210.08,0.0,56.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,0.0,1618,974.806,113.097,0.02,14.88,190.9,0.0,0,65.2501,83.5,0.0,280.16,0.0,0.0,0.0,46.2,101.9,0,50.22,366.3,4.6,0.0,68.484,0.0,0.0,0.1,1061.81,20.4,0.0,75.96,12.7
2022-08-01 00:40:00,0.0,37.1,0.0,0.0,85.131,147.062,0.0,104.02,41.1,43.42,-0.01,0.0,58.5503,0.0,0.0,0,7.3,206.04,0.0,57.16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.8,0.0,1665,949.618,107.498,0.02,16.71,195.05,0.0,0,64.4688,86.0,0.0,278.8,0.0,0.0,0.0,52.3,99.2,0,49.02,362.2,0.0,0.0,80.3,0.0,0.0,0.1,1059.86,15.2,0.0,84.95,12.3
2022-08-01 00:45:00,0.0,33.5,0.0,0.0,81.769,148.875,0.0,104.38,37.5,41.48,-0.01,0.0,58.8165,0.0,0.0,0,7.3,202.57,0.0,57.16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,0.0,1676,945.858,110.797,0.02,17.145,211.09,0.0,0,64.8259,81.1,0.0,275.12,0.0,0.0,0.0,44.9,95.0,0,46.22,358.0,0.0,0.0,86.414,0.0,0.0,0.1,1058.77,16.0,0.0,92.15,10.4
2022-08-01 00:50:00,0.0,31.6,0.0,0.0,79.197,154.775,0.0,102.81,35.1,42.43,-0.01,0.0,58.2697,0.0,0.0,0,7.3,202.84,0.0,57.16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.5,0.0,1663,915.782,110.997,0.02,18.885,231.39,0.0,0,65.2989,81.0,0.0,283.59,0.0,0.0,0.0,56.5,96.9,0,47.16,348.2,0.0,0.0,88.417,0.0,0.0,0.1,1052.94,13.7,0.0,93.66,13.5
