SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF,HUNTER
2025-05-29 00:00:00,10.6973,1964.95,0.0,0.0,50.64,37.8896,0.0,0.0,3.66998,0.0,0.0,0.0,9.0621,26.8981,0.0,0.32,0.0,0,2664.47,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,2.98854,0.0,0.0,4.17597,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,790.784,592.390014648,0.0,0.0,0.00153,0.0,53.2616,0.0,0.0,0.0,0.0,518.069,31.3,0.0,153.751,0.0,0.0,0.0,12.3433,0.0,958.477,0.0,,0.0,5.87558,0.0,61.9913,,0.0,0.0,0.0,,,,0.0,,0.0,15.54,9.0,3.41707,0.0,40.46,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:05:00,7.19867,1995.93,0.0,0.0,49.4,34.5802,0.0,0.0,6.81456,0.0,0.0,0.0,10.9445,32.1994,0.0,0.24,0.0,0,2652.73,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,2.08081,0.0,0.0,4.08983,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,818.469,512.479980469,0.0,0.0,0.00153,0.0,49.4163,0.0,0.0,0.0,0.0,530.595,31.6,0.0,154.311,0.0,0.0,0.0,13.1014,0.0,956.304,0.0,,0.0,5.81405,0.0,64.8978,,0.0,0.0,0.0,,,,0.0,,0.0,16.19,7.95,2.27503,0.0,40.47,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:10:00,6.39559,1968.07,0.0,0.0,51.73,32.0306,0.0,0.0,7.79895,0.0,0.0,0.0,8.52132,35.797,0.0,0.23,0.0,0,2641.84,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,2.26093,0.0,0.0,4.11752,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,810.413,550.770019531,0.0,0.0,0.00153,0.0,51.6228,0.0,0.0,0.0,0.0,517.988,31.0,0.0,154.432,0.0,0.0,0.0,12.8048,0.0,957.231,0.0,,0.0,4.94392,0.0,63.1705,,0.0,0.0,0.0,,,,0.0,,0.0,16.25,8.23,3.09078,0.0,40.49,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:15:00,4.69863,1950.74,0.0,0.0,51.89,26.9525,0.0,0.0,6.68565,0.0,0.0,0.0,8.94446,33.3986,0.0,0.46,0.0,0,2595.43,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.33098,0.0,0.0,4.11752,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,789.709,680.83001709,0.0,0.0,0.00153,0.0,51.9982,0.0,0.0,0.0,0.0,524.271,31.3,0.0,154.047,0.0,0.0,0.0,14.5187,0.0,958.11,0.0,,0.0,4.27594,0.0,64.4205,,0.0,0.0,0.0,,,,0.0,,0.0,15.78,7.34,3.2358,0.0,40.62,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:20:00,2.2955,1919.29,0.0,0.0,52.41,25.3909,0.0,0.0,6.35752,0.0,0.0,0.98421,7.61783,29.3983,0.0,0.45,0.0,0,2633.8,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.65393,0.0,0.0,4.03138,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,765.002,584.659973145,0.0,0.0,0.00153,0.0,57.8119,0.0,0.0,0.0,0.0,521.75,31.3,0.0,154.091,0.0,0.0,0.0,16.0568,0.0,953.081,0.0,,0.0,5.5328,0.0,66.967,,0.0,0.0,0.0,,,,0.0,,0.0,16.39,7.14,2.92763,0.0,40.45,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:25:00,2.79767,1945.68,0.0,0.0,50.2,27.0006,0.0,0.0,5.89657,0.0,0.0,1.48241,12.2154,29.3983,0.0,0.69,0.0,0,2647.57,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.38335,0.0,0.0,4.14828,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,792.712,432.660003662,0.0,0.0,0.00153,0.0,60.3937,0.0,0.0,0.0,0.0,519.668,31.3,0.0,154.256,0.0,0.0,0.0,16.1666,0.0,960.405,0.0,,0.0,5.06697,0.0,70.5498,,0.0,0.0,0.0,,,,0.0,,0.0,15.71,7.79,1.42303,0.0,40.59,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:30:00,1.09857,1925.1,0.0,0.0,48.86,23.6221,0.0,0.0,0.0,0.0,0.0,1.61288,10.7231,32.4958,0.0,0.09,0.0,0,2576.19,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.61187,0.0,0.0,4.26518,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,772.815,576.809997559,0.0,0.0,0.00153,0.0,61.5564,0.0,0.0,0.0,0.0,517.847,31.1,0.0,154.179,0.0,0.0,0.0,15.5331,0.0,925.639,0.0,,0.0,6.37656,0.0,71.2175,,0.0,0.0,0.0,,,,0.0,,0.0,16.64,7.08,3.1089,0.0,40.81,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:35:00,1.49515,1911.65,0.0,0.0,49.68,25.2004,0.0,0.0,0.0,0.0,0.0,3.47753,9.56611,30.6992,0.0,0.56,0.0,0,2549.67,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.19609,0.0,0.0,4.14828,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,748.302,570.849975586,0.0,0.0,0.00153,0.0,61.4923,0.0,0.0,0.0,0.0,525.912,31.4,0.0,154.509,0.0,0.0,0.0,14.526,0.0,956.914,0.0,,0.0,5.30428,0.0,72.6812,,0.0,0.0,0.0,,,,0.0,,0.0,15.05,5.76,4.26908,0.0,41.19,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:40:00,1.29541,1890.19,0.0,0.0,48.96,28.4826,0.0,0.0,0.0,0.0,0.0,5.51385,9.73228,32.4958,0.0,0.83,0.0,0,2564.64,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,0.91838,0.0,0.0,4.14828,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,725.89,563.309997559,0.0,0.0,0.00153,0.0,61.6663,0.0,0.0,0.0,0.0,526.851,31.4,0.0,154.234,0.0,0.0,0.0,14.0792,0.0,958.794,0.0,,0.0,4.3902,0.0,72.4199,,0.0,0.0,0.0,,,,0.0,,0.0,16.02,4.33,5.393,0.0,41.91,,0.0,0.0,0.00916,0.0,0.0
2025-05-29 00:45:00,1.0,1856.23,0.0,0.0,45.68,25.9414,0.0,0.0,0.0,0.0,0.0,5.41695,9.00061,30.8984,0.0,1.23,0.0,0,2576.43,0.0,0.0,0.0,0.0,0.001526,0.0,0.0,0.0,1.24053,0.0,0.0,4.11752,0.0,0.0,,0.0,0.0,0.0,0.0,0.026,0.0,0.0,695.177,593.109985352,0.0,0.0,0.00153,0.0,65.4566,0.0,0.0,0.0,0.0,512.157,30.8,0.0,155.552,0.0,0.0,0.0,14.3905,0.0,953.789,0.0,,0.0,4.59236,0.0,70.009,,0.0,0.0,0.0,,,,0.0,,0.0,16.41,3.55,6.19062,0.0,40.72,,0.0,0.0,0.00916,0.0,0.0
