SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF,WLWLSF,STUBSF,WOLARSF
2025-01-01 00:00:00,26.6972,2388.66,0.0,0.0,5.26,86.551,0.0,0.0,0.0,0.0,0.0,35.0423,8.87854,55.9976,0.0,10.4,0.0,0,1834.83,0.0,0.0,0.0,0.0,0.001526,27.4646,0.0,39.1529,15.3468,0.0,0.0,13.1432,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.37,0.0,0.0,0.0,0.00153,0.0,154.942,0.0,0.0,0.12371,0.0,0.0,0.0,55.1,111.244,0.0,0.0,0.0,3.14031,0.0,1095.42,0.0,,0.0,5.0406,0.0,85.0794,,0.0,0.0,0.0,,,,0.0,,13.6612,23.85,115.74,77.3782,0.0,44.42,,0.0,0.0,0.00916,0.0
2025-01-01 00:05:00,30.1982,2404.92,0.0,0.0,4.63,84.7215,0.0,0.0,0.0,0.0,0.0,34.1115,8.22973,56.2985,0.0,9.25,0.0,0,1843.13,0.0,0.0,0.0,0.0,0.001526,27.0746,0.0,37.9469,13.0029,0.0,0.0,13.1739,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.8,0.0,0.0,0.0,0.00153,0.0,170.488,0.0,0.0,0.12371,0.0,0.0,0.0,55.1,116.177,0.0,0.0,0.0,2.67521,0.0,1122.3,0.0,,0.0,4.73298,0.0,79.3237,,0.0,0.0,0.0,,,,0.0,,13.6612,23.74,114.2,76.4537,0.0,44.54,,0.0,0.0,0.00916,0.0
2025-01-01 00:10:00,26.7997,2399.79,0.0,0.0,4.9,78.9923,0.0,0.0,0.0,0.0,0.0,32.5521,8.57275,51.9,0.0,9.18,0.0,0,1843.06,0.0,0.0,0.0,0.0,0.001526,25.8646,0.0,35.3824,12.8069,0.0,0.0,13.4077,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.09,0.0,0.0,0.0,0.00153,0.0,177.308,0.0,0.0,0.15386,0.0,0.0,0.0,55.1,120.286,0.0,0.0,0.0,2.3859,0.0,1147.5,0.0,,0.0,2.66752,0.0,75.1806,,0.0,0.0,0.0,,,,0.0,,13.6612,23.74,115.4,72.81,0.0,44.74,,0.0,0.0,0.00916,0.0
2025-01-01 00:15:00,25.8964,2396.55,0.0,0.0,5.15,80.5727,0.0,0.0,0.0,0.0,0.0,29.8985,8.63042,47.5988,0.0,9.33,0.0,0,1836.59,0.0,0.0,0.0,0.0,0.001526,22.1147,0.0,35.2618,12.6236,0.0,0.0,13.2324,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.57,0.0,0.0,0.0,0.00153,0.0,186.39,0.0,0.0,0.14381,0.0,0.0,0.0,55.1,118.088,0.0,0.0,0.0,2.20829,0.0,1144.49,0.0,,0.0,2.53568,0.0,77.3632,,0.0,0.0,0.0,,,,0.0,,13.6612,23.75,112.61,67.8792,0.0,44.29,,0.0,0.0,0.00916,0.0
2025-01-01 00:20:00,25.3983,2394.54,0.0,0.0,6.34,76.4302,0.0,0.0,0.0,0.0,0.0,27.2435,10.1695,45.2977,0.0,8.84,0.0,0,1836.59,0.0,0.0,0.0,0.0,0.001526,20.8147,0.0,32.0308,11.4969,0.0,0.0,13.4969,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.57,0.0,0.0,0.0,0.00153,0.0,198.677,0.0,0.0,0.14381,0.0,0.0,0.0,55.3,121.351,0.0,0.0,0.0,2.40787,0.0,1143.42,0.0,,0.0,0.7339,0.0,78.7915,,0.0,0.0,0.0,,,,0.0,,12.9753,23.62,109.99,64.2537,0.0,44.37,,0.0,0.0,0.00916,0.0
2025-01-01 00:25:00,25.9989,2404.7,0.0,0.0,6.57,73.8409,0.0,0.0,0.0,0.0,0.0,30.7973,10.037,42.4966,0.0,8.39,0.0,0,1842.11,0.0,0.0,0.0,0.0,0.001526,19.8647,0.0,32.4814,11.4207,0.0,0.0,13.1739,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.68,0.0,0.0,0.0,0.00153,0.0,201.469,0.0,0.0,0.12371,0.0,0.0,0.0,55.0,121.824,0.0,0.0,0.0,3.10002,0.0,1143.1,0.0,,0.0,0.0,0.0,74.9181,,0.0,0.0,0.0,,,,0.0,,12.9753,23.69,115.92,64.58,0.0,44.44,,0.0,0.0,0.00916,0.0
2025-01-01 00:30:00,22.5956,2401.4,0.0,0.0,6.73,65.0305,0.0,0.0,0.0,0.0,0.0,34.0459,9.60274,38.7972,0.0,7.96,0.0,0,1840.62,0.0,0.0,0.0,0.0,0.001526,19.6747,0.0,34.7539,10.1766,0.0,0.0,13.2016,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.97,0.0,0.0,0.0,0.00153,0.0,206.001,0.0,0.0,0.15386,0.0,0.0,0.0,55.0,119.055,0.0,0.0,0.0,3.36004,0.0,1146.01,0.0,,0.0,0.0,0.0,75.8764,,0.0,0.0,0.0,,,,0.0,,12.9753,23.89,117.9,62.1328,0.0,44.27,,0.0,0.0,0.00916,0.0
2025-01-01 00:35:00,22.2977,2401.82,0.0,0.0,6.43,66.3304,0.0,0.0,0.0,0.0,0.0,31.2932,9.4973,37.2971,0.0,8.37,0.0,0,1843.16,0.0,0.0,0.0,0.0,0.001526,20.9647,0.0,35.1729,10.9692,0.0,0.0,12.9094,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.39,0.0,0.0,0.0,0.00153,0.0,191.911,0.0,0.0,0.1639,0.0,0.0,0.0,55.0,118.088,0.0,0.0,0.0,3.56878,0.0,1148.03,0.0,,0.0,0.0,0.0,81.405,,0.0,0.0,0.0,,,,0.0,,12.9753,23.68,114.76,60.2837,0.0,44.24,,0.0,0.0,0.00916,0.0
2025-01-01 00:40:00,21.2967,2410.24,0.0,0.0,6.06,61.1915,0.0,0.0,0.0,0.0,0.0,28.5695,9.34836,34.996,0.0,7.8,0.0,0,1846.13,0.0,0.0,0.0,0.0,0.001526,22.1447,0.0,33.7383,11.2533,0.0,0.0,13.4385,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.75,0.0,0.0,0.0,0.00153,0.0,177.675,0.0,0.0,0.12371,0.0,0.0,0.0,55.0,114.617,0.0,0.0,0.0,2.67521,0.0,1146.76,0.0,,0.0,0.0,0.0,85.2198,,0.0,0.0,0.0,,,,0.0,,12.9753,24.57,113.12,63.9455,0.0,44.04,,0.0,0.0,0.00916,0.0
2025-01-01 00:45:00,19.4998,2395.45,0.0,0.0,8.18,55.7826,0.0,0.0,0.0,0.0,0.0,30.135,9.29114,29.0973,0.0,7.47,0.0,0,1833.68,0.0,0.0,0.0,0.0,0.001526,21.2947,0.0,34.5191,9.98059,0.0,0.0,12.8817,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.14,0.0,0.0,0.0,0.00153,0.0,171.321,0.0,0.0,0.15386,0.0,0.0,0.0,55.0,116.671,0.0,0.0,0.0,1.97391,0.0,1142.93,0.0,,0.0,0.0,0.0,82.2644,,0.0,0.0,0.0,,,,0.0,,12.9753,24.76,112.4,65.8127,0.0,44.46,,0.0,0.0,0.00916,0.0
