SETTLEMENTDATE,BANGOWF,BAYSW,BERYLSF,BHILLGT,BOCOROCK,BODWF,BOMENSF,BROKENH,CAPTL_WF,COLEASF,COLONGRA,COLWF0,CROOKWF,CRURWF,CRWASF,CULLERIN,DARLSF1,DG_NSW1,ERARING,ERGT01,FINLYSF,GNNDHSF,GOONSF,GRIFSF,GULLRGWF,GULLRSF,GULLRWF,GUNNING,HEZ1,HILLSTN,HUMENSW,JEMALNG,JUNEESF,LIDDELL,LIMOSF1,LIMOSF2,MANSLR,METZSF,MLSP,MOLNGSF,MOREESF,MP,NETIC,NEVERSF,NYNGAN,PARSF,ROYALLA,SAPHWF,SEBSF,SHOALHAV,SITHE,SNOWY1,SNOWY2,SNOWY3,SNOWY6,STWF,SUNRSF,SUNTPSF,TALLAWAR,TARALGA,URANQ,VP,WAGGNSF,WALGRV,WELLSF,WOODLWN,WRSF,WRWF,QBYNB,WSTWYSF,NEWENSF,AVLSF,RESS1,RIVNB2,DPNTB,WYASF,CAPBES,BWTR1,CONDONG1,FLYCRKWF,RYEPARK,TALWB,SHOAL1,BHB,WELNSF
2024-06-24 00:00:00,2.19692,2565.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.223,0.0,0.00317,0.0,0.0,1.63,0.0,0,2089.64,0.0,0.0,0.0,0.0,0.001526,22.9447,0.0,0.0,5.44909,0.0,0.0,-0.30608,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,696.19,907.239990234,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.26438,0.0,104.602,0.0,0.0,34.9096,0.0,0.0,338.0,21.7111,0.0,1167.1,0.0,0.0,0.0,0.0,0.0,62.377,0.0,0.0,0.0,0.0,0.0,0.03439,0.0015,0.0,0.0,14.8616,19.61,0.0,0.0,0.0,45.475,0.0,0.0
2024-06-24 00:05:00,2.79659,2580.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.972,0.42802,0.00317,0.0,0.0,1.97,0.0,0,2095.82,0.0,0.0,0.0,0.0,0.001526,23.0047,0.0,0.0,5.20391,0.0,0.0,-0.33685,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,700.194,961.340026855,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.184,0.0,244.143,0.0,0.0,34.0197,0.0,0.0,308.0,21.7002,0.0,1140.32,0.0,0.0,0.0,0.0,0.0,62.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.01645,0.0,0.0,14.8616,19.93,0.0,0.0,0.0,45.825,0.0,0.0
2024-06-24 00:10:00,3.19516,2578.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.992,1.44198,0.00317,0.0,0.0,2.11,0.0,0,2110.24,0.0,0.0,0.0,0.0,0.001526,22.9846,0.0,0.0,4.33585,0.0,0.0,-0.36453,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,699.779,1048.69995117,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,393.274,0.0,0.0,34.2943,0.0,0.0,302.0,21.2717,0.0,1114.02,0.0,0.0,0.0,0.0,0.0,64.5072,0.0,0.0,0.0,0.0,0.0,0.01346,0.0015,0.0,0.0,14.8616,19.78,0.0,0.0,0.0,45.225,0.0,0.0
2024-06-24 00:15:00,2.49935,2577.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7407,2.02945,0.00317,0.0,0.0,1.86,0.0,0,2112.56,0.0,0.0,0.0,0.0,0.001526,20.9647,0.0,0.0,3.44002,0.0,0.0,-0.36453,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,698.509,1009.65002441,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,451.858,0.0,0.0,39.0735,0.0,0.0,299.0,21.268,0.0,1131.48,0.0,0.0,0.0,0.0,0.0,60.5264,0.0,0.0,0.0,0.0,0.0,0.11215,0.08225,0.0,0.0,14.8616,19.88,0.0,0.0,0.0,45.6,0.0,0.0
2024-06-24 00:20:00,1.9987,2585.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22835,0.00317,0.0,0.0,1.37,0.0,0,2113.53,0.0,0.0,0.0,0.0,0.001526,19.9247,0.0,0.58082,2.91237,0.0,0.0,-0.33685,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,699.901,893.010009766,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.27443,0.0,445.069,0.0,0.0,41.9409,0.0,0.0,339.0,20.0485,0.0,1158.95,0.0,0.38256,0.0,0.0,0.0,53.0459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6901,19.69,0.0,0.0,0.0,44.375,0.0,0.0
2024-06-24 00:25:00,1.49805,2565.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,1.17,0.0,0,2105.75,0.0,0.0,0.0,0.0,0.001526,18.5547,0.0,0.97438,2.92348,0.0,0.0,-0.33685,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,695.75,1030.58996582,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,415.66,0.0,0.0,43.523,0.0,0.0,300.0,20.0046,0.0,1135.97,0.0,0.0,0.0,0.0,0.0,50.9621,0.0,0.0,0.0,0.0,0.0,0.02243,0.07926,0.0,0.0,14.6901,19.82,0.0,0.0,0.0,44.0,0.0,0.0
2024-06-24 00:30:00,1.09857,2582.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,1.45,0.0,0,2112.87,0.0,0.0,0.0,0.0,0.001526,18.6947,0.0,1.07594,3.04805,0.0,0.0,-0.36453,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,699.998,1124.17004395,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.184,0.0,326.076,0.0,0.0,42.0618,0.0,0.0,266.0,18.9279,0.0,1107.92,0.0,0.03816,0.0,0.0,0.0,40.7861,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.6901,19.59,0.0,0.0,0.0,44.425,0.0,0.0
2024-06-24 00:35:00,1.09857,2578.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,1.48,0.0,0,2113.34,0.0,0.0,0.0,0.0,0.001526,17.8347,0.0,1.09499,3.22658,0.0,0.0,-0.27532,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,699.364,1006.5,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.25433,0.0,385.349,0.0,0.0,43.7647,0.0,0.0,228.0,18.2174,0.0,1133.65,0.0,25.4732,0.0,0.0,0.0,34.8376,0.81849,0.0,0.0,0.0,0.0,0.09122,0.03439,0.0,0.0,14.6901,19.67,0.0,0.0,0.0,43.375,0.0,0.0
2024-06-24 00:40:00,1.29831,2579.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,1.33,0.0,0,2108.19,0.0,0.0,0.0,0.0,0.001526,16.2847,0.0,1.32351,2.8719,0.0,0.0,-0.36453,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,695.702,945.159973145,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.2041,0.0,393.879,0.0,0.0,42.9407,0.0,0.0,191.0,15.8663,0.0,1158.36,0.0,0.13497,0.0,0.0,0.0,28.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.01346,0.0,0.0,14.7473,18.94,0.0,0.0,0.0,42.525,0.0,0.0
2024-06-24 00:45:00,1.79896,2608.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00317,0.0,0.0,1.14,0.0,0,2114.8,0.0,0.0,0.0,0.0,0.001526,15.6948,0.0,1.17751,2.47279,0.0,0.0,-0.33685,0.0,0.0,,0.0,0.0,0.0,0.0,0.003,0.0,0.0,697.752,1004.83001709,0.0,0.0,0.00153,0.0,0.0,0.0,0.0,0.19405,0.0,340.542,0.0,0.0,39.6997,0.0,0.0,190.0,15.1376,0.0,1133.6,0.0,0.11635,0.0,0.0,0.0,25.1328,0.0275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,14.2328,19.77,0.0,1.56805,0.0,42.475,0.0,0.0
