SETTLEMENTDATE,ADPBA1,ADPPV,AGLHAL,ANGASTON,BARKIPS,BLUFF,BNGSF,BOWWBA,BOWWPV,CANUNDA1,CATHROCK,CLEMGPWF,DALNTH,DG_SA1,DRYCGT,HALLWF,HALLWF2,HORNSDAL,HORNSDAL2,HORNSDAL3,HORNSDPR,HVWWBA,HVWWPV,LADBROKE,LBB,LGAPWF,LGAPWF2,LKBONNY1,LKBONNY3,LKBONNY_2,LONSDALE,MAPS2PV,MAPS3PV,MBPS2PV,MINTARO,MTMILLAR,MWPSPV,NBHWF,NETIC,NPPPPS,OSBORNE,PAREPW,PORTLCN,QUARANTN,SNAPPER1,SNOWNTH,SNOWSTH,SNOWTOWN,SNUG,STANVAC,STARFHILL,TBSF,TORRIS,WATERLWF,WGWF,WPWF,CBWWBA
2022-08-22 00:00:00,2.128,0.0,0.0,0.0,88.27,18.2,0.0,0.001,0.0,31.6369,18.8,0.0,0.0351,0,0.0,40.63,0.0,9.5,9.8,8.5,18.4,0.0,0.0,41.76,0.0,58.56,29.36,38.4031,25.0641,85.9932,0.0,0.0,0,0.0,0.12818,2.4,0.0,42.4,518.989990234,184.29,0.0,9.44,0.0,57.9,0.0,12.8,10.5,23.3268,0.0,0,16.6951,0.0,124.0,38.7,38.2,38.23,0.0
2022-08-22 00:05:00,2.091,0.0,0.0,0.0,89.37,16.9,0.0,0.001,0.001,29.9349,17.9,0.0,0.0,0,0.0,39.76,0.0,9.4,9.5,8.9,9.8,0.001,0.0,17.72,0.0,57.55,28.0,38.8496,26.6829,87.7514,0.0,0.0,0,0.0,0.08545,2.4,0.0,43.7,572.289978027,186.303,0.0,11.31,0.0,58.1,0.0,15.3,10.7,24.8662,0.0,0,16.8951,0.0,126.0,41.0,38.2,35.49,0.0
2022-08-22 00:10:00,1.53,0.0,0.0,0.0,88.96,16.6,0.0,0.001,0.001,30.5356,18.2,0.07203,0.0,0,0.0,37.83,0.0,9.0,9.5,8.9,3.5,0.0,0.0,0.03,0.0,58.32,29.62,33.2231,26.5713,86.1269,0.0,0.0,0,0.0,0.08545,3.3,0.0,42.1,613.780029297,185.632,0.0,12.5,0.0,28.9,0.0,15.8,12.5,24.8143,0.0,0,16.6951,0.0,125.0,43.3,39.9,34.78,0.0
2022-08-22 00:15:00,0.0,0.0,0.0,0.0,87.14,15.7,0.0,0.001,0.001,28.6334,18.8,0.07203,0.0,0,0.0,36.82,0.0,10.3,9.7,9.1,0.0,0.0,0.0,0.04,0.0,58.41,29.03,32.2407,29.0833,77.0114,0.0,0.0,0,0.0,0.08545,3.8,0.0,40.2,581.690002441,175.565,0.0,12.72,0.0,28.7,0.0,16.9,11.4,25.2954,0.0,0,15.5955,0.0,114.0,45.3,40.2,40.33,0.0
2022-08-22 00:20:00,0.0,0.0,0.0,-0.1,88.33,15.6,0.0,0.001,0.001,24.5286,17.4,1.65681,0.0,0,0.0,38.73,0.0,11.1,10.2,9.0,0.0,0.0,0.0,0.03,0.0,57.65,30.27,33.0445,27.7436,70.3803,0.0,0.0,0,0.0,0.08545,3.8,0.0,39.9,658.099975586,176.908,0.0,11.49,0.0,28.9,0.0,17.7,12.7,24.7841,0.0,0,14.2958,0.0,125.0,46.4,38.9,45.59,0.0
2022-08-22 00:25:00,0.0,0.0,0.0,0.0,88.3,14.6,0.0,0.001,0.001,24.2283,17.5,4.17803,0.0,0,0.0,40.11,0.0,11.6,10.5,9.3,0.0,0.0,0.0,0.03,0.0,53.08,28.13,32.9552,22.8312,60.1268,0.0,0.0,0,0.0,0.12818,4.3,0.0,41.1,631.570007324,177.579,0.0,9.11,0.0,29.0,0.0,17.783,13.4801,26.312,0.0,0,15.0956,0.0,123.0,48.0,36.0,49.36,0.0
2022-08-22 00:30:00,0.0,0.0,0.0,0.0,90.06,15.4,0.0,0.001,0.001,25.5298,17.5,4.106,0.0,0,0.0,40.44,0.0,13.1,11.5,9.5,18.1,0.0,0.0,0.02,0.0,45.88,26.81,33.491,18.8679,64.5645,0.0,0.0,0,0.0,0.08545,5.2,0.0,41.1,599.489990234,184.961,0.0,7.72,0.0,29.0,0.0,22.6,10.5,28.6942,0.0,0,13.4961,0.0,125.0,49.0,34.8,51.99,0.0
2022-08-22 00:35:00,0.0,0.0,0.0,0.0,8.53,16.8,0.0,0.001,0.001,22.2259,22.7,7.05943,0.05035,0,0.0,42.2,0.0,14.9,12.3,9.9,6.4,0.0,0.0,0.03,6.0,37.8,22.24,36.7955,20.0401,66.7526,0.0,0.0,0,0.0,0.12818,6.2,0.0,40.4,694.210021973,170.197,0.0,6.86,0.0,29.0,0.0,23.8,11.1,31.0679,0.0,0,15.1956,0.0,117.0,48.4,34.8,52.06,0.0
2022-08-22 00:40:00,0.656,0.0,0.0,0.0,0.0,17.9,0.0,0.001,0.001,21.9256,24.3,9.07641,0.0,0,0.0,43.42,0.0,15.8,13.4,10.5,7.3,0.0,0.0,0.02,21.3,34.89,16.84,32.0621,20.5984,66.2614,0.0,0.0,0,0.0,0.08545,9.1,0.0,41.0,676.640014648,153.419,0.0,7.35,0.0,28.9,0.0,29.9,10.8,33.2907,0.0,0,13.1961,0.0,132.0,50.4,35.6,48.8,0.0
2022-08-22 00:45:00,0.103,0.0,0.0,0.0,0.0,17.5,0.0,0.001,0.001,22.0257,21.2,9.29251,0.0,0,0.0,44.86,0.0,17.6,14.5,12.0,3.1,0.0,0.0,0.03,17.85,32.66,17.2,27.3287,22.3846,61.8294,0.0,0.0,0,0.0,0.08545,12.0,0.0,37.8,687.359985352,105.771,0.0,7.91,0.0,29.0,0.0,30.7,9.6,34.9534,0.0,0,15.0956,0.0,156.0,53.1,34.0,46.3,0.0
