SETTLEMENTDATE,B2PS,BARCALDN,BARCSF,BARRON,BLUEGSF,BRAEMARA,CALLIDE,CALLIDEC,CHILDSF,CLARESF,CLERMSF,COLUMSF,COOPGWF,CPSA,CSPVPS,DAYDSF,DDPS1,DDSF,DG_QLD1,EMERASF,G/STONE,GANGARR,GERMCRK,HAMISF,HAUGHT11,HAYMSF,HUGSF,KAREEYA,KEPBG,KEPSF,KEPWF,KOGANCK,KS,LILYSF,LRSF,MARYRSF,MBAHNTH,MEWF,MIDDLSF,MILLMERN,MSTUART,NETIC,OAKEY,OAKEYSF,PIONEER,ROMA,RPCG,RRSF,RUGBYR1,SMCSF,SRSF,STANWELL,SWANBANK,TARONG,TARONGN,WANDB1,WARWSF,WDGPH,WHITSF,WIVENHOE,WOOLGSF,YABULU,YARANSF,YARWUN
2022-07-18 00:00:00,0.30213,0.0,0.0,56.64,0,0.0,323.4,399.575,0.0,0.0,0.0,0.0,51.45,70.1525,0.0,0.12322,237.687,0.0,0,0.0,682.15,0.0,25.6,0.0,0.0,0.0,-0.139,71.4125,0.0,0.0,20.15,715.307,0.0,0.0,0.052,0.0,36.3375,78.0452,0.02,869.597,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,954.388,-0.58,1205.1,420.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.75
2022-07-18 00:05:00,0.30213,0.0,0.0,56.64,0,0.0,321.6,397.925,0.0,0.0,0.0,0.0,67.11,70.1525,0.0,0.12322,234.373,0.0,0,0.0,684.25,0.0,25.5,0.0,0.0,0.0,-0.139,71.42,0.0,0.0,18.84,714.652,0.0,0.0,0.052,0.0,36.6375,80.8714,0.02,869.673,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,915.165,-0.58,1140.7,404.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.89
2022-07-18 00:10:00,0.30213,0.0,0.0,56.64,0,0.0,324.1,400.4,0.0,0.0,0.0,0.0,74.85,70.1525,0.0,0.12322,233.708,0.0,0,0.0,688.1,0.0,25.1,0.0,0.0,0.0,-0.139,71.7075,0.0,0.0,20.19,716.196,0.0,0.0,0.052,0.0,36.3187,75.0387,0.02,870.223,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,899.669,-0.58,1072.3,388.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.4
2022-07-18 00:15:00,0.30213,0.0,0.0,56.64,0,0.0,321.3,399.85,0.0,0.0,0.0,0.0,84.88,70.1525,0.0,0.12322,232.718,0.0,0,0.0,683.55,0.0,25.8,0.0,0.0,0.0,-0.139,71.5075,0.0,0.0,20.15,717.069,0.0,0.0,0.052,0.0,36.3187,72.1429,0.02,869.933,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,886.71,-0.58,1022.5,373.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.11
2022-07-18 00:20:00,0.30213,0.0,0.0,56.64,0,0.0,325.5,400.675,0.0,0.0,0.0,0.0,77.44,70.1525,0.0,0.12322,232.017,0.0,0,0.0,690.025,0.0,25.3,0.0,0.0,0.0,-0.139,71.6325,0.0,0.0,20.17,714.535,0.0,0.0,0.052,0.0,36.4125,75.1084,0.02,872.161,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,888.35,-0.58,1027.2,360.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.65
2022-07-18 00:25:00,0.30213,0.0,0.0,56.64,0,0.0,325.6,403.15,0.0,0.0,0.0,0.0,91.73,70.1525,0.0,0.12322,230.213,0.0,0,0.0,690.2,0.0,25.7,0.0,0.0,0.0,-0.139,71.7875,0.0,0.0,20.19,711.681,0.0,0.0,0.052,0.0,36.3187,85.7539,0.02,871.352,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,892.619,-0.58,1023.9,361.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.55
2022-07-18 00:30:00,0.30213,0.0,0.0,56.64,0,0.0,322.1,405.9,0.0,0.0,0.0,0.0,95.74,70.1525,0.0,0.12322,232.43,0.0,0,0.0,678.3,0.0,24.5,0.0,0.0,0.0,-0.139,71.5325,0.0,0.0,19.15,710.691,0.0,0.0,0.052,0.0,36.3562,90.8657,0.02,869.856,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,889.414,-0.58,1017.4,359.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.84
2022-07-18 00:35:00,0.30213,0.0,0.0,56.64,0,0.0,336.5,407.0,0.0,0.0,0.0,0.0,92.85,70.1525,0.0,0.12322,237.918,0.0,0,0.0,709.1,0.0,26.3,0.0,0.0,0.0,-0.139,72.405,0.0,0.0,20.19,711.245,0.0,0.0,0.052,0.0,36.2625,93.0,0.02,870.375,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,911.192,-0.58,1046.9,368.688,1.48671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.75
2022-07-18 00:40:00,0.30213,0.0,0.0,56.64,0,0.0,331.7,406.175,0.0,0.0,0.0,0.0,93.48,70.1525,0.0,0.12322,237.534,0.0,0,0.0,703.85,0.0,24.4,0.0,0.0,0.0,-0.139,72.2425,0.0,0.0,20.16,711.346,0.0,0.0,0.052,0.0,36.3,94.0442,0.02,870.07,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,910.359,-0.58,1045.3,363.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.9
2022-07-18 00:45:00,0.30213,0.0,0.0,56.64,0,0.0,326.7,403.425,0.0,0.0,0.0,0.0,94.06,70.1525,0.0,0.12322,237.677,0.0,0,0.0,695.8,0.0,24.9,0.0,0.0,0.0,-0.139,71.7625,0.0,0.0,20.17,704.195,0.0,0.0,0.052,0.0,36.4875,99.9547,0.02,869.49,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,898.13,-0.58,1029.5,360.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.35
2022-07-18 00:50:00,0.30213,0.0,0.0,56.64,0,0.0,331.2,403.15,0.0,0.0,0.0,0.0,84.45,70.1525,0.0,0.12322,235.388,0.0,0,0.0,702.8,0.0,23.7,0.0,0.0,0.0,-0.139,72.145,0.0,0.0,20.18,706.075,0.0,0.0,0.052,0.0,36.3562,96.9974,0.02,870.36,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,906.77,-0.58,1038.1,364.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.65
2022-07-18 00:55:00,0.30213,0.0,0.0,56.64,0,0.0,324.5,402.325,0.0,0.0,0.0,0.0,78.91,70.1525,0.0,0.12322,232.245,0.0,0,0.0,688.8,0.0,23.5,0.0,0.0,0.0,-0.139,71.6275,0.0,0.0,20.16,708.375,0.0,0.0,0.052,0.0,36.4313,97.8698,0.02,870.085,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,889.248,-0.58,1023.2,360.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.14
2022-07-18 01:00:00,0.30213,0.0,0.0,56.64,0,0.0,321.0,403.7,0.0,0.0,0.0,0.0,77.61,70.1525,0.0,0.12322,232.444,0.0,0,0.0,652.575,0.0,24.7,0.0,0.0,0.0,-0.139,71.185,0.0,0.0,20.2,712.235,0.0,0.0,0.052,0.0,36.5063,97.407,0.02,870.665,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,888.85,-0.38062,1020.3,358.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.6
2022-07-18 01:05:00,0.30213,0.0,0.0,56.64,0,0.0,320.2,401.5,0.0,0.0,0.0,0.0,75.24,70.1525,0.0,0.12322,231.442,0.0,0,0.0,677.95,0.0,23.7,0.0,0.0,0.0,-0.139,71.2925,0.0,0.0,20.18,719.94,0.0,0.0,0.052,0.0,36.1875,102.13,0.02,868.224,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,887.94,-0.58,1014.3,359.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.21
2022-07-18 01:10:00,0.30213,0.0,0.0,56.64,0,0.0,323.3,402.05,0.0,0.0,0.0,0.0,78.58,70.1525,0.0,0.12322,232.189,0.0,0,0.0,643.125,0.0,23.6,0.0,0.0,0.0,-0.139,71.5575,0.0,0.0,20.19,716.415,0.0,0.0,0.052,0.0,36.2812,104.546,0.02,869.216,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,889.491,-0.58,966.0,359.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.46
2022-07-18 01:15:00,0.30213,0.0,0.0,56.64,0,0.0,323.5,407.55,0.0,0.0,0.0,0.0,69.49,70.1525,0.0,0.12322,235.689,0.0,0,0.0,645.75,0.0,24.4,0.0,0.0,0.0,-0.139,71.64,0.35,0.0,19.77,719.705,0.0,0.0,0.052,0.0,36.45,98.8324,0.02,869.673,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,849.628,-0.58,953.7,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.31
2022-07-18 01:20:00,0.30213,0.0,0.0,56.64,0,0.0,319.7,401.225,0.0,0.0,0.0,0.0,68.84,70.1525,0.0,0.12322,231.476,0.0,0,0.0,638.75,0.0,24.4,0.0,0.0,0.0,-0.139,71.3825,0.0,0.0,20.17,722.021,0.0,0.0,0.052,0.0,36.3938,93.9827,0.02,870.513,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,850.794,-0.58,948.4,358.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.84
2022-07-18 01:25:00,0.30213,0.0,0.0,56.64,0,0.0,308.7,402.875,0.0,0.0,0.0,0.0,71.16,70.1525,0.0,0.12322,231.304,0.0,0,0.0,637.175,0.0,25.3,0.0,0.0,0.0,-0.139,47.745,0.0,0.0,20.16,717.724,0.0,0.0,0.052,0.0,36.375,95.2893,0.02,870.345,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,836.413,-0.58,948.3,360.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.3
2022-07-18 01:30:00,0.30213,0.0,0.0,56.64,0,0.0,318.5,402.875,0.0,0.0,0.0,0.0,68.53,70.1525,0.0,0.12322,232.126,0.0,0,0.0,642.6,0.0,25.3,0.0,0.0,0.0,-0.139,35.77,0.0,0.0,20.14,722.357,0.0,0.0,0.052,0.0,36.3,99.5697,0.02,869.734,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,843.168,-0.58,958.0,361.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.95
2022-07-18 01:35:00,0.30213,0.0,0.0,56.64,0,0.0,327.8,404.25,0.0,0.0,0.0,0.0,69.99,70.1525,0.0,0.12322,233.177,0.0,0,0.0,645.05,0.0,24.8,0.0,0.0,0.0,-0.139,71.8,0.41,0.0,20.03,719.05,0.0,0.0,0.052,0.0,36.375,98.304,0.02,869.933,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,846.09,-0.58,963.9,361.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.64
2022-07-18 01:40:00,0.30213,0.0,0.0,56.64,0,0.0,324.1,402.875,0.0,0.0,0.0,0.0,67.34,70.1525,0.0,0.12322,231.402,0.0,0,0.0,642.425,0.0,23.7,0.0,0.0,0.0,-0.139,71.505,0.0,0.0,20.18,718.278,0.0,0.0,0.052,0.0,36.4125,96.4444,0.02,870.635,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,842.245,-0.58,948.7,358.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.95
2022-07-18 01:45:00,0.30213,0.0,0.0,56.64,0,0.0,324.1,403.425,0.0,0.0,0.0,0.0,65.11,70.1525,0.0,0.12322,229.281,0.0,0,0.0,641.025,0.0,24.0,0.0,0.0,0.0,-0.139,71.6475,0.0,0.0,20.19,715.643,0.0,0.0,0.052,0.0,36.2812,103.571,0.02,870.787,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,843.539,-0.58,952.3,360.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
2022-07-18 01:50:00,0.30213,0.0,0.0,56.64,0,0.0,327.6,405.35,0.0,0.0,0.0,0.0,67.97,70.1525,0.0,0.12322,231.116,0.0,0,0.0,644.35,0.0,23.9,0.0,0.0,0.0,-0.139,71.975,0.37,0.0,19.86,715.643,0.0,0.0,0.052,0.0,36.3187,97.9681,0.02,870.085,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,841.078,-0.58,956.3,363.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.15
2022-07-18 01:55:00,0.30213,0.0,0.0,56.64,0,0.0,326.3,403.425,0.0,0.0,0.0,0.0,63.29,70.1525,0.0,0.12322,234.819,0.0,0,0.0,644.525,0.0,24.4,0.0,0.0,0.0,-0.139,71.8675,0.02,0.0,19.85,714.535,0.0,0.0,0.052,0.0,36.3,99.4918,0.02,869.475,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,842.373,-0.58,954.9,363.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.03
2022-07-18 02:00:00,0.30213,0.0,0.0,56.64,0,0.0,323.9,403.975,0.0,0.0,0.0,0.0,61.08,70.1525,0.0,0.12322,233.783,0.0,0,0.0,641.2,0.0,24.9,0.0,0.0,0.0,-0.139,71.54,0.0,0.0,20.19,710.909,0.0,0.0,0.052,0.0,36.3375,98.3163,0.02,869.353,0.0,0.0,0.0,0.0,-0.4,0.0,-0.1,0.0,0.0,0.0,0.0,842.309,-0.58,954.2,359.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.05
